label	pval	fdr	signature	geneset	overlap	background	hits	spdomain_sex	clus_set
BMI	0.87	1	253	5193	95	12720	ABHD17A , ABT1 , ACYP2 , ALAS1 , ARHGEF1 , ASTN1 , AXIN2 , BBS5 , BLOC1S1 , BLVRB , CCDC57 , CEBPD , CMTM6 , COL21A1 , CORO1B , CRIP1 , CRIPT , CROCC , CTHRC1 , CYBC1 , DCTN6 , DUSP14 , EHBP1L1 , EPHB6 , EWSR1 , FAM66D , FGFBP3 , FMC1 , FSCN1 , FXYD5 , GLA , GNPTG , GOLGA5 , GON7 , HLA-F , HMGB2 , HMGN1 , HRH1 , IFNGR1 , IKZF4 , JPX , KDM6A , KLF9 , LEF1 , LTBR , MCRS1 , MED25 , MLLT1 , MMRN2 , MRI1 , MRPL2 , MRPL39 , MSRB1 , MUSTN1 , MVP , NME5 , NOL12 , NPRL3 , NUDT12 , OPLAH , PKD2 , PLEKHH3 , PPT1 , PRKD2 , PROS1 , PTPN18 , RAB11B , RABGGTB , RAMP2 , RELN , RGL2 , RGS14 , RGS16 , RPGR , RPN2 , RRAS , S100A10 , S100A11 , SAMHD1 , SBNO2 , SIPA1L2 , SLC9A3R2 , SMIM15 , SYNGAP1 , TAGLN , TANC1 , TM6SF1 , TNRC18 , TPRKB , TULP3 , UBXN11 , UNC50 , VGF , YBX1 , ZC3H7A	X5_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
BIP	0.87	1	253	310	4	12720	ALAS1 , ECI1 , GPT , MUSTN1	X5_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
ASD	0.92	1	253	914	13	12720	CIC , EP400 , GABRA4 , GALNT14 , GALNT2 , HMGN1 , KDM6A , LAMB1 , MET , PRKD2 , PTPRG-AS1 , RELN , SYNGAP1	X5_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
AD	0.95	1	253	593	7	12720	ETHE1 , FAM241A , LSM12 , OPLAH , PLAT , POLR2G , RELN	X5_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
MDD	0.99	1	253	2122	29	12720	ABT1 , ADCYAP1 , BMP1 , CDK4 , EHBP1L1 , EXOSC8 , FADS3 , FGFBP3 , GALNT2 , GTF3C6 , ITGA6 , MCEE , MUSTN1 , MVP , NDUFA4L2 , NUDT7 , PNOC , POLR2G , PPIL2 , RELN , S100A10 , SETD9 , TCTEX1D1 , TIMM10 , TLE1 , TSPAN31 , TSR3 , UNC50 , VGF	X5_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Cannabis	1	1	253	23	0	12720		X5_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
PTSD	1	1	253	34	0	12720		X5_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
GAD	1	1	253	52	0	12720		X5_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
TS	1	1	253	39	0	12720		X5_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	253	7	0	12720		X5_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
NDD	0.12	1	74	1155	11	11540	CA2 , FLNA , GFER , GNPTG , HIBCH , KDM5C , KDM6A , NDUFA6 , RAF1 , SMPD1 , ZNF335	X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Lefthanded	0.17	1	74	29	1	11540	HLA-F	X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Panic	0.25	1	74	44	1	11540	ANXA5	X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
ADHD	0.26	1	74	536	5	11540	CA2 , FBXL6 , GSDME , MVP , VWA1	X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
BIP	0.27	1	74	282	3	11540	CLIC1 , FBXL6 , GFER	X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
OCD	0.45	1	74	236	2	11540	RNF181 , SMPD1	X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
BMI	0.46	1	74	4857	32	11540	ANAPC11 , ANXA5 , BLVRB , CA2 , CLIC1 , CORO1B , CREG1 , ECH1 , EMD , EXT1 , FBXL6 , GNPTG , GSDME , HLA-F , HYAL2 , IFI27 , KDM6A , MVP , NDUFA4 , NDUFA6 , NDUFB3 , PRKAG2 , RAF1 , REPIN1 , RNF5 , S100A11 , SART1 , SLC2A3 , TAGLN , TM6SF1 , TMEM59 , UBA1	X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
ASD	0.49	1	74	869	6	11540	CA2 , EIF3G , EXT1 , GALNT2 , KDM5C , KDM6A	X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
MDD	0.61	1	74	1944	12	11540	A2M , CLIC1 , FBXL6 , GALNT2 , HYAL2 , MVP , NDUFA4L2 , NDUFA6 , RNF181 , SART1 , SGCE , TSR3	X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
OUD	0.62	1	74	148	1	11540	HYAL2	X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
AD	0.67	1	74	532	3	11540	A2M , CLIC1 , RNF5	X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
AUD	0.7	1	74	186	1	11540	SGCE	X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
SCZ	0.96	1	74	1635	6	11540	CLIC1 , GALNT2 , GSDME , HLA-F , MVP , RNF5	X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Cannabis	1	1	74	24	0	11540		X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
PTSD	1	1	74	31	0	11540		X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Anorexia	1	1	74	72	0	11540		X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
GAD	1	1	74	48	0	11540		X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
TS	1	1	74	35	0	11540		X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	74	7	0	11540		X3_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Anorexia	0.038	0.73	108	43	3	6204	NDUFAF3 , QARS , TCTA	X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
MDD	0.19	1	108	1093	23	6204	B3GAT1 , CDK4 , CFL1 , CNP , DECR1 , DIMT1 , EML3 , HSPE1 , ITGAE , LZTS2 , MARCH5 , NDUFAF3 , PPIL1 , QARS , RBX1 , RNF181 , SELENOP , STAT2 , TCTA , TSPAN31 , TXNDC9 , UNC50 , VDAC2	X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
OUD	0.19	1	108	87	3	6204	NDUFAF3 , QARS , TCTA	X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
TS	0.27	1	108	18	1	6204	SRSF7	X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
BMI	0.38	1	108	2980	54	6204	ABHD17A , ADAM15 , ADAM9 , ALDH1A1 , ALDH6A1 , ARAF , B3GAT1 , BTF3 , CD47 , CFL1 , CNPY2 , CSNK1A1 , CYB5R3 , DDR1 , DIMT1 , EML3 , GSN , HOMER3 , HSPE1 , KBTBD7 , KDELR1 , KPNA1 , LZTS2 , MDM2 , MFSD14B , MFSD8 , MRPL18 , MYH9 , NDUFAF3 , PAIP1 , PLPP1 , POLD4 , POLR2I , PPDPF , PPIL1 , QARS , RABGGTB , RAF1 , RBX1 , RPS29 , SCAMP4 , SEC22B , SHISA4 , SIRT2 , SLC2A1 , SLC5A11 , TCTA , TIAL1 , TMEM189 , TMEM59 , UBE2D2 , UNC50 , URM1 , VDAC2	X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
OCD	0.44	1	108	139	3	6204	QARS , RNF181 , UBE2G1	X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
AUD	0.5	1	108	95	2	6204	ALDH1A1 , PAPSS1	X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
BIP	0.51	1	108	155	3	6204	ANKRD65 , CD47 , NDUFAF3	X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
SCZ	0.54	1	108	917	16	6204	ACTB , ADAM15 , ALDH1A1 , B3GAT1 , CFL1 , CNP , DDR1 , DNAJC19 , GSN , HSPE1 , KDELR1 , KPNA1 , PSAT1 , SHISA4 , UBE2D2 , UBE2G1	X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
ADHD	0.57	1	108	290	5	6204	ADAM9 , CNPY2 , GPR108 , MFSD8 , TCTA	X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
NDD	0.87	1	108	693	9	6204	ACTB , COASY , CYB5R3 , MFSD8 , PGM3 , PPIL1 , PSAT1 , RAF1 , SLC2A1	X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
ASD	0.99	1	108	503	3	6204	ACTB , LZTS2 , MYH9	X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
AD	1	1	108	309	1	6204	FAM106A	X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Cannabis	1	1	108	12	0	6204		X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Panic	1	1	108	28	0	6204		X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
PTSD	1	1	108	18	0	6204		X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
GAD	1	1	108	23	0	6204		X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Lefthanded	1	1	108	18	0	6204		X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	108	4	0	6204		X9_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
CannabisUseDisorder	0.098	1	125	4	1	4929	CLU	X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
BMI	0.22	1	125	2415	66	4929	ABCA1 , ACO2 , AIF1 , ALDH6A1 , ANXA2 , APLNR , APPL2 , B2M , CAPN2 , CD63 , CLU , CPE , CTSA , CTSL , CXXC5 , CYBRD1 , CYSTM1 , DBI , DCTN6 , DDX3X , DNER , EIF4EBP3 , FAM167A , FBXL3 , G6PC3 , GALC , GNAI2 , GPKOW , HADH , HDGF , HOMER3 , IFNGR1 , JPX , LAPTM4A , LMAN2 , LMBRD1 , LRIG1 , NIPSNAP3A , PDIA6 , PFKFB2 , PLEC , PLSCR4 , PLXNB2 , PRDX4 , PSD2 , PTTG1IP , RNF5 , S100A10 , S100A11 , SERPINB6 , SERPINE2 , SLC3A2 , SNTB1 , SORBS1 , SRA1 , SRI , SSPN , TCTA , TIAL1 , TJP2 , TMBIM4 , TMBIM6 , TMCO1 , WASHC3 , WDR1 , YAP1	X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
ADHD	0.24	1	125	233	8	4929	CDK2AP1 , GNAI2 , LMBRD1 , PLSCR4 , SLC39A1 , SPARCL1 , TCTA , TMBIM6	X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Anorexia	0.26	1	125	39	2	4929	CD63 , TCTA	X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
OCD	0.32	1	125	112	4	4929	ACO2 , AQP4 , SLC39A1 , SPARCL1	X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
SCZ	0.41	1	125	776	21	4929	ABCA1 , ACO2 , AIF1 , ALDH7A1 , AQP4 , CDK2AP1 , CLU , CP , CXXC5 , FMN2 , FSTL1 , LIFR , PLSCR4 , PLXNB2 , PSAT1 , PSD2 , PTPRZ1 , RNF5 , S100B , SLC39A1 , SRA1	X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Panic	0.42	1	125	21	1	4929	CYBRD1	X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
AD	0.49	1	125	260	7	4929	ABCA1 , AIF1 , CLU , PLEC , RNF5 , SRA1 , TMBIM4	X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
OUD	0.53	1	125	69	2	4929	GNAI2 , TCTA	X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
BIP	0.59	1	125	119	3	4929	ADD3 , PLEC , PSD2	X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
AUD	0.63	1	125	84	2	4929	CDH11 , IL33	X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
MDD	0.84	1	125	894	19	4929	ACO2 , AGT , APLNR , AQP4 , CDK2AP1 , CTSA , CYBRD1 , CYSTM1 , EIF4EBP3 , FSTL1 , GNAI2 , ITGA6 , PDIA6 , PTTG1IP , S100A10 , S100B , SLC39A1 , SRA1 , TCTA	X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
NDD	0.84	1	125	552	11	4929	ACO2 , ALDH7A1 , DDX3X , FBXL3 , FLNA , FMN2 , GALC , HADH , PSAT1 , TMCO1 , YAP1	X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
ASD	0.91	1	125	414	7	4929	CDH11 , DDX3X , DNER , DOK5 , HNRNPF , PDIA6 , SPARCL1	X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Cannabis	1	1	125	10	0	4929		X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
PTSD	1	1	125	12	0	4929		X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
GAD	1	1	125	19	0	4929		X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
TS	1	1	125	18	0	4929		X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Lefthanded	1	1	125	15	0	4929		X8_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
OCD	0.2	0.96	69	175	3	7909	ACAP1 , KCNB1 , MCM4	X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
MDD	0.22	0.96	69	1388	15	7909	ACAP1 , ANKRD9 , BDH2 , CACNA1E , CYBRD1 , GTF3C6 , KIAA0930 , LEPROT , LTBP3 , METTL9 , MGST1 , PLTP , SLC1A2 , UBE2V1 , UNC50	X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
SCZ	0.23	0.96	69	1194	13	7909	ALDH7A1 , CTNNA1 , KCNB1 , METTL9 , PEX13 , PSD2 , RBP1 , RPL12 , SGSM2 , SLC1A2 , SOX2-OT , TARS2 , TNFSF13	X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
BIP	0.25	0.96	69	199	3	7909	KCNB1 , PSD2 , TARS2	X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Panic	0.25	0.96	69	33	1	7909	CYBRD1	X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
AUD	0.31	0.99	69	130	2	7909	HNMT , SLC1A2	X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
NDD	0.66	1	69	878	7	7909	ALDH7A1 , CACNA1E , KCNB1 , MCCC1 , PEX13 , SLC1A2 , SMC1A	X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
ASD	0.81	1	69	634	4	7909	CACNA1E , KCNB1 , MCM4 , SMC1A	X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
BMI	0.82	1	69	3585	28	7909	ANKRD9 , ATP1B2 , CARHSP1 , CTNNA1 , CYBC1 , CYBRD1 , EWSR1 , JPX , KLHL2 , LEPROT , LTBP3 , METTL9 , NOL12 , PEX13 , PNMA1 , PON2 , PSD2 , RAVER1 , RPL12 , S100A11 , SGCB , SGSM2 , SOX2-OT , SRSF9 , TMEM158 , UBE2V1 , UNC50 , WSB1	X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
ADHD	0.85	1	69	381	2	7909	MXRA8 , TARS2	X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
AD	1	1	69	387	0	7909		X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Cannabis	1	1	69	13	0	7909		X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
OUD	1	1	69	123	0	7909		X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
PTSD	1	1	69	22	0	7909		X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Anorexia	1	1	69	59	0	7909		X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
GAD	1	1	69	31	0	7909		X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
TS	1	1	69	25	0	7909		X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
Lefthanded	1	1	69	22	0	7909		X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	69	5	0	7909		X15_FemUp	BSpace_k15_HARMONYlmbna_nnsvg10
NDD	0.12	1	11	296	3	2649	ATP6V0A1 , MSL3 , OXR1	X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AUD	0.19	1	11	49	1	2649	CAMK2N1	X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BIP	0.22	1	11	58	1	2649	ATP6V0A1	X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BMI	0.26	1	11	1307	7	2649	ATP6V0A1 , ETNK1 , GMFB , MAP7 , MSL3 , RUNDC3A , SEMA4D	X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
MDD	0.34	1	11	495	3	2649	CAMK2N1 , ETNK1 , OXR1	X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ADHD	0.4	1	11	119	1	2649	MAP7	X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AD	0.46	1	11	144	1	2649	RUNDC3A	X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ASD	0.64	1	11	233	1	2649	MSL3	X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
SCZ	1	1	11	405	0	2649		X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OCD	1	1	11	55	0	2649		X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Cannabis	1	1	11	6	0	2649		X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OUD	1	1	11	42	0	2649		X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Panic	1	1	11	16	0	2649		X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
PTSD	1	1	11	8	0	2649		X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Anorexia	1	1	11	26	0	2649		X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
GAD	1	1	11	14	0	2649		X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
TS	1	1	11	8	0	2649		X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Lefthanded	1	1	11	9	0	2649		X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	11	2	0	2649		X14_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AD	0.41	1	9	83	1	1463	ATP5F1C	X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BMI	0.73	1	9	718	4	1463	ATP5F1C , DDAH1 , EIF4A2 , SUB1	X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
SCZ	1	1	9	225	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
MDD	1	1	9	252	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
NDD	1	1	9	163	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ASD	1	1	9	119	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BIP	1	1	9	32	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OCD	1	1	9	28	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Cannabis	1	1	9	6	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ADHD	1	1	9	63	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AUD	1	1	9	32	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OUD	1	1	9	23	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Panic	1	1	9	8	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
PTSD	1	1	9	2	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Anorexia	1	1	9	11	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
GAD	1	1	9	7	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
TS	1	1	9	2	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Lefthanded	1	1	9	5	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	9	2	0	1463		X1_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BMI	0.49	1	1	1140	1	2342	PPM1A	X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
SCZ	1	1	1	361	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
MDD	1	1	1	425	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AD	1	1	1	122	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
NDD	1	1	1	255	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ASD	1	1	1	183	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BIP	1	1	1	48	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OCD	1	1	1	49	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Cannabis	1	1	1	7	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ADHD	1	1	1	104	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AUD	1	1	1	43	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OUD	1	1	1	35	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Panic	1	1	1	16	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
PTSD	1	1	1	7	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Anorexia	1	1	1	19	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
GAD	1	1	1	10	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
TS	1	1	1	7	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Lefthanded	1	1	1	10	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	1	1	0	2342		X2_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
SCZ	0.018	0.34	44	644	13	4002	AUTS2 , CDK5R1 , CHL1 , CSPG5 , DNM3 , GRIA2 , LRRC4B , NCAN , NRGN , NTRK3 , PPP3CA , RANBP9 , TLK1	X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ASD	0.066	0.51	44	330	7	4002	AUTS2 , EIF4E , GRIA2 , MYH10 , NTRK3 , PTEN , UGP2	X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Cannabis	0.1	0.51	44	10	1	4002	CALM1	X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BMI	0.11	0.51	44	1948	26	4002	ADGRB2 , ATP2B1 , AUTS2 , BSCL2 , CAPRIN2 , CCDC85B , CDK5R1 , CSPG5 , EIF4E , HPCAL4 , LRRC4B , LSM4 , MAST3 , MRFAP1L1 , MYH10 , NCAN , PIP4K2B , PPP3CA , PRKACB , PSMC5 , PTEN , RANBP9 , RAP2A , RHOT1 , USP10 , ZER1	X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
NDD	0.21	0.81	44	446	7	4002	AUTS2 , CHL1 , GRIA2 , PPP3CA , PRKACB , PTEN , UGP2	X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
MDD	0.27	0.84	44	726	10	4002	CAPRIN2 , CCDC85B , DNM3 , GRIA2 , LSM4 , NTRK3 , PPP3CA , RANBP9 , RHOT1 , UGP2	X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OCD	0.64	1	44	91	1	4002	ATP2B1	X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ADHD	0.88	1	44	188	1	4002	ADGRL3	X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AD	0.9	1	44	205	1	4002	CALM1	X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BIP	1	1	44	93	0	4002		X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AUD	1	1	44	78	0	4002		X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OUD	1	1	44	59	0	4002		X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Panic	1	1	44	22	0	4002		X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
PTSD	1	1	44	11	0	4002		X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Anorexia	1	1	44	29	0	4002		X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
GAD	1	1	44	15	0	4002		X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
TS	1	1	44	15	0	4002		X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Lefthanded	1	1	44	11	0	4002		X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
CannabisUseDisorder	1	1	44	4	0	4002		X7_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AUD	0.0019	0.037	68	58	6	2933	ADCY5 , CCK , GABRA1 , MBP , PPP1R1B , SNCA	X10_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
MDD	0.077	0.49	68	555	18	2933	ADCY5 , AGAP2 , ANO3 , BSN , CHD3 , CPLX1 , CRYM , DYNC1I2 , GABRA1 , GPR155 , NDFIP2 , NGEF , PPP1R1B , PRKCB , PTPN5 , SEZ6 , SNCA , WFS1	X10_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ASD	0.077	0.49	68	297	11	2933	ADCY5 , AGAP2 , BCAS1 , CHD3 , HEPACAM , PPP1R1B , PPP5C , PRKCB , PTPN11 , RYR2 , SRSF11	X10_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
BIP	0.12	0.57	68	82	4	2933	BSN , DDN , NDFIP2 , PRKCB	X10_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
SCZ	0.27	0.81	68	505	14	2933	CCK , CPLX1 , CYP46A1 , DKK3 , DYNC1I2 , GABRA1 , GNG7 , MBP , NDFIP2 , NGEF , PPP1R1B , PTPN5 , SNCA , TMED2	X10_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
OUD	0.29	0.81	68	46	2	2933	ACTN2 , BSN	X10_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Panic	0.3	0.81	68	15	1	2933	DYNC1I2	X10_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
AD	0.43	0.97	68	144	4	2933	ANXA11 , CYP46A1 , NGEF , PHACTR1	X10_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
Anorexia	0.46	0.97	68	26	1	2933	BSN	X10_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
NDD	0.87	1	68	365	6	2933	CHD3 , DYNC1I2 , GABRA1 , GOT2 , PHACTR1 , WFS1	X10_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
ADHD	0.95	1	68	124	1	2933	BSN	X10_MaleUp	BSpace_k15_HARMONYlmbna_nnsvg10
