Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to8,Feature log2 fold change topic 4to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12,Feature log2 fold change topic 12,Feature count topic 13,Feature log2 fold change topic 13
ENSG00000142784,WDTC1,22,-0.5701,33,0.04823,16,-1.0094,36,0.34139,40,0.37184,25,-0.3555,37,0.25319,30,-0.0658
ENSG00000186501,TMEM222,67,-0.8225,128,0.16654,94,-0.3182,140,0.48084,77,-0.6093,126,0.15176,81,-0.5416,100,-0.2156
ENSG00000158195,WASF2,39,0.18271,62,0.90062,5,-2.8569,16,-1.5717,19,-0.9016,24,-0.6036,76,1.26262,127,2.20568
ENSG00000126705,AHDC1,27,-0.8079,33,-0.5181,23,-1.0972,63,0.78924,25,-0.9694,52,0.16794,27,-0.8559,54,0.21828
ENSG00000126709,IFI6,62,-3.1717,1950,2.27392,301,-0.8400,198,-1.8653,146,-1.9142,1083,1.36587,117,-2.2442,1050,1.13474
ENSG00000009780,FAM76A,26,-0.1469,15,-0.9947,11,-1.3787,31,0.17381,15,-0.9457,36,0.35093,23,-0.3895,59,1.14708
ENSG00000117758,STX12,111,-0.0106,150,0.45537,74,-0.6327,105,-0.1528,109,-0.0410,125,0.18927,122,0.13155,117,0.05927
ENSG00000117751,PPP1R8,21,-0.6184,29,-0.1589,0,-5.8241,38,0.43448,31,-0.0338,37,0.27505,29,-0.1152,38,0.29326
ENSG00000130775,THEMIS2,36,1.14164,35,1.07498,1,-3.6094,17,-0.1020,7,-1.3693,12,-0.6606,31,0.91535,11,-0.6528
ENSG00000117748,RPA2,24,-1.4100,42,-0.5674,29,-1.1279,76,0.55584,55,-0.1734,66,0.13607,40,-0.6654,92,0.64847
ENSG00000126698,DNAJC8,89,-0.4401,114,-0.0557,37,-1.7537,127,0.16966,140,0.27101,149,0.40461,104,-0.1880,119,0.01109
ENSG00000130770,ATP5IF1,188,-1.9391,400,-0.8114,763,0.18151,822,0.47597,763,0.18139,963,0.61440,304,-1.2227,384,-0.8750
ENSG00000242125,SNHG3,17,-0.7132,67,1.40905,14,-1.0031,29,0.03780,24,-0.2645,31,0.17985,18,-0.7001,20,-0.5114
ENSG00000180098,TRNAU1AP,39,0.63412,18,-0.5850,1,-4.6943,32,0.51787,12,-1.0966,25,-0.0689,21,-0.3261,37,0.56584
ENSG00000197989,SNHG12,5,-2.1272,65,1.83116,3,-2.5692,15,-0.7455,20,-0.0847,27,0.38294,15,-0.5244,42,1.05863
ENSG00000120656,TAF12,0,-6.5457,18,-0.0137,52,1.78860,12,-0.7495,30,0.83355,20,0.18689,6,-1.6231,23,0.43425
ENSG00000198492,YTHDF2,29,-1.4117,39,-0.9681,81,0.13019,89,0.46186,48,-0.6575,88,0.29318,61,-0.3034,84,0.19268
ENSG00000159023,EPB41,4,-1.9627,17,-0.0680,20,0.24935,22,0.55147,16,-0.1229,22,0.43343,10,-0.7531,5,-1.8961
ENSG00000116350,SRSF4,27,-0.7682,70,0.70751,7,-2.7514,55,0.50524,47,0.06396,39,-0.2266,32,-0.5129,48,0.08992
ENSG00000116353,MECR,17,-1.2311,41,0.14427,31,-0.3060,36,-0.1058,32,-0.2644,54,0.62631,44,0.23079,38,0.01632
ENSG00000060656,PTPRU,45,0.24597,28,-0.4852,73,1.04988,37,-0.0375,20,-0.9686,49,0.43818,24,-0.6710,20,-0.9992
ENSG00000162511,LAPTM5,247,1.98371,238,1.91107,17,-2.2245,40,-1.3111,103,0.46636,35,-1.2488,70,-0.1429,50,-0.6544
ENSG00000162512,SDC3,243,-0.0240,80,-1.6901,163,-0.6370,274,0.25008,337,0.49165,198,-0.3712,291,0.25924,331,0.46296
ENSG00000134644,PUM1,23,-2.6548,76,-0.8860,96,-0.5361,174,0.64307,118,-0.2206,170,0.39013,90,-0.6372,151,0.16583
ENSG00000060688,SNRNP40,16,-1.2987,44,0.18223,16,-1.3224,36,-0.1745,39,-0.0025,67,0.96439,50,0.40339,27,-0.5387
ENSG00000121766,ZCCHC17,84,-0.3048,57,-0.8931,90,-0.1914,114,0.26149,116,0.20316,110,0.13296,103,0.01944,87,-0.2406
ENSG00000121769,FABP3,22,-1.1584,28,-0.7976,73,0.68756,53,0.28296,22,-1.1608,68,0.62699,39,-0.2883,30,-0.6957
ENSG00000162517,PEF1,39,-1.1723,96,0.18183,95,0.16569,97,0.31180,59,-0.5687,95,0.18429,63,-0.4674,82,-0.0528
ENSG00000084636,COL16A1,19,-1.3765,121,1.54469,51,0.11352,25,-1.2455,14,-1.8478,22,-1.2293,58,0.32250,182,2.31461
ENSG00000121753,ADGRB2,26,-1.8453,32,-1.5584,65,-0.5146,157,1.64998,97,0.09732,18,-2.4598,80,-0.1982,60,-0.6383
ENSG00000184007,PTP4A2,152,0.12523,166,0.26175,64,-1.1806,119,-0.3634,138,-0.0298,130,-0.1313,302,1.24906,146,0.06650
ENSG00000121774,KHDRBS1,74,-1.0026,217,0.65864,104,-0.4986,156,0.21065,127,-0.1909,154,0.12997,124,-0.2179,126,-0.2013
ENSG00000121775,TMEM39B,22,0.19547,15,-0.3147,4,-2.2391,26,0.79965,6,-1.6710,23,0.34520,18,-0.0593,6,-1.7297
ENSG00000025800,KPNA6,37,-0.0566,38,-0.0094,28,-0.4528,44,0.34680,40,0.07568,36,-0.1009,24,-0.7326,38,-0.0254
ENSG00000084652,TXLNA,29,-1.1596,145,1.35944,67,0.10945,59,-0.1561,33,-0.9802,80,0.41459,34,-0.9415,56,-0.1718
ENSG00000084623,EIF3I,96,-0.2635,160,0.53370,138,0.30376,108,-0.1340,133,0.24048,123,0.13407,90,-0.3631,81,-0.5322
ENSG00000116478,HDAC1,13,-1.0065,82,1.97133,0,-6.7732,29,0.31164,8,-1.6196,25,-0.0007,16,-0.6394,15,-0.8119
ENSG00000175130,MARCKSL1,247,-0.3192,95,-1.7465,55,-2.5614,250,-0.4376,289,-0.0816,286,-0.1046,1124,2.24979,324,0.10035
ENSG00000225828,FAM229A,6,-1.7822,31,0.58828,13,-0.7365,16,-0.5602,3,-2.8895,44,1.31104,14,-0.6283,41,1.04289
ENSG00000160058,BSDC1,28,-1.2293,46,-0.5044,84,0.41851,62,-0.0906,31,-1.1008,109,0.94985,45,-0.5482,74,0.22727
ENSG00000176261,ZBTB8OS,31,-0.9965,69,0.20709,68,0.17359,60,-0.0279,40,-0.6292,90,0.70087,29,-1.1181,71,0.24667
ENSG00000162521,RBBP4,90,-0.3517,107,-0.0959,69,-0.7511,121,0.14167,79,-0.5496,141,0.37164,101,-0.1745,145,0.38294
ENSG00000162522,KIAA1522,3,-2.3530,41,1.55610,0,-6.0517,21,0.66198,17,0.13557,12,-0.4180,11,-0.5791,6,-1.3252
ENSG00000134684,YARS,49,-1.1983,120,0.16689,106,-0.0262,137,0.60935,82,-0.4173,108,-0.0065,73,-0.5986,72,-0.6174
ENSG00000116497,S100PBP,21,-0.7220,21,-0.7501,6,-2.5151,38,0.29884,32,-0.0674,55,0.86010,17,-1.0412,42,0.33219
ENSG00000160097,FNDC5,9,-0.8030,20,0.42964,11,-0.5530,18,0.41137,18,0.24069,10,-0.6307,12,-0.4138,18,0.28615
ENSG00000121905,HPCA,11,-2.0692,2,-4.2916,33,-0.4938,82,1.75350,67,0.59799,9,-2.5138,44,-0.0774,15,-1.6319
ENSG00000121900,TMEM54,86,0.80758,50,-0.0519,27,-1.0075,33,-0.9591,60,0.22612,69,0.49493,56,0.12281,94,0.95717
ENSG00000116514,RNF19B,20,-0.7958,19,-0.8438,9,-1.8682,48,0.90414,47,0.51178,26,-0.4260,12,-1.5624,42,0.34270
ENSG00000004455,AK2,67,0.53551,93,1.06464,16,-1.6323,33,-0.7779,26,-0.9150,68,0.62312,81,0.83666,37,-0.3885
ENSG00000142920,AZIN2,1,-3.8777,7,-1.2808,39,1.27645,19,0.15331,9,-1.0051,20,0.17288,21,0.28014,19,0.08721
ENSG00000160094,ZNF362,9,-1.2081,30,0.60128,4,-2.4038,22,0.17221,7,-1.4408,28,0.59178,19,-0.0518,28,0.49261
ENSG00000134686,PHC2,74,-0.2929,316,2.14273,53,-0.8174,66,-0.6767,89,-0.0120,73,-0.3426,86,-0.0760,77,-0.2360
ENSG00000121904,CSMD2,0,-4.7839,27,0.66276,20,0.18986,22,0.62416,13,-0.4933,20,0.20238,6,-1.4844,10,-0.8173
ENSG00000163866,SMIM12,31,-1.7034,96,-0.0026,104,0.12211,121,0.56260,66,-0.5829,118,0.34919,75,-0.3803,43,-1.2356
ENSG00000116544,DLGAP3,18,-0.2458,8,-1.4000,30,0.56123,25,0.41687,36,0.87209,20,-0.0460,8,-1.3470,7,-1.6670
ENSG00000163867,ZMYM6,19,-0.2605,19,-0.3170,16,-0.5394,22,-0.0858,25,0.15575,27,0.28113,14,-0.7482,40,0.89572
ENSG00000116560,SFPQ,106,-0.7247,335,1.09306,108,-0.7055,155,-0.2088,189,0.16098,162,-0.0830,154,-0.1523,222,0.41462
ENSG00000146463,ZMYM4,11,-1.8620,25,-0.6508,27,-0.5498,50,0.69409,46,0.27710,37,-0.0617,36,-0.1026,29,-0.4246
ENSG00000142687,KIAA0319L,26,-1.1692,74,0.40490,40,-0.5305,70,0.48852,44,-0.4024,55,-0.0641,47,-0.3009,54,-0.0958
ENSG00000020129,NCDN,80,-2.3771,179,-1.1926,246,-0.7122,664,1.58015,461,0.25464,206,-1.0472,229,-0.8220,167,-1.2922
ENSG00000126067,PSMB2,66,-1.4662,141,-0.3158,195,0.18292,211,0.48880,135,-0.3852,216,0.38297,117,-0.5996,114,-0.6465
ENSG00000142686,C1orf216,17,-2.0070,44,-0.5842,71,0.16031,101,1.28966,51,-0.3405,43,-0.6406,23,-1.5124,35,-0.8965
ENSG00000134698,AGO4,18,0.38322,3,-2.2273,0,-5.9578,12,-0.3507,15,0.07533,26,1.11096,19,0.42878,17,0.25908
ENSG00000092847,AGO1,40,0.64115,29,0.15754,14,-0.9042,27,0.02775,20,-0.4170,19,-0.5422,42,0.73186,26,-0.0022
ENSG00000126070,AGO3,20,-0.6590,57,0.99422,18,-0.7865,29,-0.0861,23,-0.4235,29,-0.0962,41,0.45079,34,0.15166
ENSG00000116863,ADPRHL2,13,-1.1666,47,0.83061,26,-0.0793,29,0.11032,17,-0.7443,32,0.22538,25,-0.1911,25,-0.1816
ENSG00000054116,TRAPPC3,35,-1.0410,86,0.33220,48,-0.5674,76,0.20843,73,0.07042,85,0.34311,45,-0.6790,69,-0.0145
ENSG00000116871,MAP7D1,166,-0.2687,277,0.53337,244,0.33094,206,0.09541,168,-0.2480,163,-0.3205,228,0.22327,131,-0.6298
ENSG00000054118,THRAP3,86,0.29026,96,0.45934,28,-1.4281,79,0.23628,66,-0.1270,75,0.07039,56,-0.3676,55,-0.4162
ENSG00000196182,STK40,23,0.03576,104,2.72628,15,-0.6013,13,-1.0198,12,-0.8870,13,-0.7876,17,-0.4294,23,0.09045
ENSG00000181817,LSM10,61,-0.3993,85,0.09937,36,-1.2058,96,0.46169,65,-0.2975,101,0.41256,33,-1.3095,73,-0.1402
ENSG00000116885,OSCP1,9,-2.1337,55,0.49781,20,-1.0441,51,0.58140,31,-0.4014,44,0.15738,16,-1.3958,50,0.33893
ENSG00000116898,MRPS15,38,-0.7278,57,-0.0951,35,-0.8533,59,-0.0476,62,0.04331,94,0.78276,56,-0.1255,55,-0.1363
ENSG00000163873,GRIK3,6,-2.2511,89,1.92071,18,-0.6912,38,0.75952,24,-0.2372,8,-1.8587,19,-0.5857,5,-2.6168
ENSG00000163875,MEAF6,25,-2.8312,95,-0.8817,97,-0.8630,224,0.71377,189,0.16347,231,0.54221,80,-1.1454,142,-0.2816
ENSG00000163877,SNIP1,11,-0.6295,17,-0.0310,16,-0.1490,17,-0.0554,7,-1.2709,24,0.55680,7,-1.2732,34,1.08579
ENSG00000163879,DNALI1,3,-3.4218,74,1.33590,4,-2.8158,25,-0.5170,6,-2.3640,43,0.50464,16,-1.0912,104,1.95478
ENSG00000134697,GNL2,13,-0.4312,39,1.32600,15,-0.1849,13,-0.5330,16,-0.0737,23,0.54801,9,-1.0150,17,-0.0176
ENSG00000116922,C1orf109,0,-6.7281,23,0.40241,24,0.45751,21,0.37522,19,0.09106,17,-0.1328,13,-0.5273,17,-0.1208
ENSG00000183317,EPHA10,4,-2.0926,6,-1.4950,0,-5.2118,34,2.35091,17,0.01088,5,-1.7723,5,-1.8531,8,-1.0734
ENSG00000185090,MANEAL,16,-2.1038,47,-0.5499,82,0.31811,91,0.78969,47,-0.5324,77,0.24388,26,-1.4121,45,-0.6127
ENSG00000196449,YRDC,10,-0.9458,37,1.01164,13,-0.5912,20,0.01861,14,-0.4852,32,0.87401,4,-2.2499,13,-0.6252
ENSG00000197982,C1orf122,293,0.05291,261,-0.1222,150,-0.9666,251,-0.2695,196,-0.5669,390,0.56659,435,0.68530,307,0.12670
ENSG00000183431,SF3A3,26,-0.8113,55,0.30749,18,-1.3265,50,0.26163,46,0.02300,46,0.04831,43,-0.0658,53,0.25796
ENSG00000183520,UTP11,16,-1.3172,37,-0.0753,9,-2.0571,43,0.27608,35,-0.1612,52,0.53772,25,-0.6720,58,0.65570
ENSG00000116954,RRAGC,20,-1.4346,43,-0.2921,35,-0.5771,61,0.41249,49,-0.0723,41,-0.3890,51,-0.0339,87,0.82630
ENSG00000174574,AKIRIN1,40,-2.0787,106,-0.6223,106,-0.6215,189,0.42412,131,-0.2993,205,0.43946,182,0.21019,150,-0.0887
ENSG00000168653,NDUFS5,303,-0.7805,481,-0.0744,460,-0.1461,538,0.15200,644,0.38313,614,0.33924,343,-0.5947,415,-0.3046
ENSG00000127603,MACF1,107,-0.6553,202,0.32989,144,-0.1947,138,-0.3766,165,0.01058,170,0.06310,189,0.22851,290,0.91865
ENSG00000090621,PABPC4,84,0.63557,136,1.44071,25,-1.2139,46,-0.4484,47,-0.2661,53,-0.0895,56,0.00037,47,-0.2759
ENSG00000163909,HEYL,48,1.10282,28,0.21950,31,0.38415,13,-1.2820,45,0.97348,20,-0.3049,37,0.67286,22,-0.1247
ENSG00000116983,HPCAL4,42,-1.8434,18,-3.0786,87,-0.7817,254,1.71461,209,0.57851,46,-1.8122,96,-0.6395,72,-1.0625
ENSG00000084072,PPIE,42,-0.0165,70,0.78191,17,-1.3706,47,0.21941,19,-1.1808,43,0.00946,33,-0.4139,54,0.36847
ENSG00000043514,TRIT1,10,-0.8480,9,-0.9510,25,0.58421,18,0.08459,7,-1.3291,28,0.91575,11,-0.6845,15,-0.1920
ENSG00000168389,MFSD2A,67,0.83279,109,1.65330,58,0.58313,21,-1.2486,29,-0.4790,32,-0.3506,26,-0.6421,58,0.59689
ENSG00000131236,CAP1,188,0.57367,206,0.72037,71,-0.9312,129,-0.0387,108,-0.3014,111,-0.2773,148,0.19282,116,-0.1910
ENSG00000131238,PPT1,68,-1.0817,130,-0.1002,108,-0.3771,152,0.23465,136,-0.0311,124,-0.1782,164,0.26573,182,0.43133
ENSG00000259943,AL050341.2,1,-4.8727,20,-0.7413,23,-0.4845,35,0.18625,42,0.40627,49,0.75186,22,-0.5828,38,0.27006
ENSG00000084073,ZMPSTE24,39,-0.2956,47,0.00819,15,-1.6934,54,0.32076,52,0.14299,42,-0.1697,46,-0.0395,60,0.36911
ENSG00000049089,COL9A2,29,-0.1224,182,3.20095,0,-6.7711,13,-1.6484,13,-1.2797,11,-1.6641,73,1.35603,27,-0.2661
ENSG00000084070,SMAP2,88,-0.4141,118,0.03218,36,-1.7543,147,0.60356,162,0.52900,113,-0.0389,82,-0.5292,59,-1.0329
ENSG00000117016,RIMS3,18,-1.9426,16,-2.0910,54,-0.2924,101,1.19035,77,0.25206,56,-0.2697,50,-0.4138,23,-1.5410
ENSG00000066136,NFYC,30,-0.0959,22,-0.5817,34,0.05359,35,0.20466,28,-0.2447,35,0.15272,25,-0.4071,35,0.13170
ENSG00000179862,CITED4,71,0.67380,18,-1.3750,16,-1.5580,54,0.37128,34,-0.4831,51,0.17396,39,-0.2722,52,0.17434
ENSG00000171793,CTPS1,5,-1.9310,33,0.79859,14,-0.4898,24,0.42063,8,-1.3697,24,0.29749,18,-0.1637,15,-0.4534
ENSG00000010803,SCMH1,0,-5.3246,60,1.68706,28,0.40952,23,0.19675,13,-0.7083,21,-0.0649,8,-1.3805,11,-0.9363
ENSG00000198815,FOXJ3,32,-1.1211,74,0.16309,53,-0.3595,85,0.61686,54,-0.3343,66,-0.0176,38,-0.8391,59,-0.1778
ENSG00000177181,RIMKLA,9,-1.1796,15,-0.4438,58,1.78757,20,0.08710,14,-0.5119,16,-0.3777,23,0.23930,4,-2.2821
ENSG00000127125,PPCS,61,0.20695,49,-0.1175,16,-1.7564,54,0.02622,59,0.14943,68,0.41556,50,-0.0934,52,-0.0253
ENSG00000186409,CCDC30,0,-5.0085,10,-0.4837,0,-4.2016,14,0.06827,24,0.83696,24,0.96079,7,-0.9436,20,0.54356
ENSG00000065978,YBX1,160,0.89721,201,1.27930,77,-0.2617,44,-1.4314,65,-0.5230,85,-0.1281,157,0.86455,137,0.64227
ENSG00000117385,P3H1,38,1.15747,59,1.93959,24,0.42064,15,-0.3872,7,-1.3785,13,-0.5409,3,-2.6103,5,-1.9085
ENSG00000164008,C1orf50,21,-0.5979,9,-1.7980,57,0.94490,32,0.04433,40,0.40308,48,0.77069,9,-1.8701,14,-1.1600
ENSG00000177868,SVBP,33,-0.1768,12,-1.7051,39,0.07652,38,0.04243,62,0.78821,42,0.19200,20,-0.9343,46,0.32422
ENSG00000117394,SLC2A1,395,2.32947,238,1.37861,48,-1.1610,68,-0.8765,67,-0.6528,44,-1.3396,116,0.19265,43,-1.3111
ENSG00000117395,EBNA1BP2,11,-3.0709,95,0.09400,102,0.20021,103,0.34211,117,0.41847,98,0.14987,59,-0.6446,70,-0.3744
ENSG00000066322,ELOVL1,102,1.09971,76,0.61952,13,-2.0369,13,-2.4445,2,-4.6463,10,-2.5662,370,3.84939,22,-1.2752
ENSG00000159479,MED8,11,-1.3924,20,-0.4706,16,-0.8448,33,0.43938,19,-0.5633,43,0.75971,22,-0.3594,21,-0.3930
ENSG00000178922,HYI,58,0.39981,98,1.26889,10,-2.1908,37,-0.4192,13,-1.8483,57,0.41247,63,0.52795,42,-0.0914
ENSG00000142949,PTPRF,105,-0.4950,47,-1.7008,74,-1.0168,193,0.74317,176,0.30921,109,-0.4694,161,0.16183,138,-0.0730
ENSG00000066135,KDM4A,7,-1.1922,10,-0.6248,4,-1.7343,19,0.62967,21,0.53753,16,0.13484,8,-0.9352,16,0.08904
ENSG00000126091,ST3GAL3,35,-0.3175,38,-0.2108,16,-1.4732,59,0.80322,30,-0.5635,52,0.30655,18,-1.3314,28,-0.6528
ENSG00000117408,IPO13,71,0.31636,68,0.24896,13,-2.1852,61,0.09334,44,-0.4173,29,-1.1417,153,1.59511,47,-0.3378
ENSG00000117410,ATP6V0B,361,-0.5068,406,-0.3257,436,-0.2160,630,0.58545,428,-0.2448,540,0.12814,336,-0.6141,314,-0.7167
ENSG00000117411,B4GALT2,38,-0.6519,55,-0.0935,66,0.18073,59,0.00348,44,-0.4325,60,0.05105,51,-0.2039,93,0.73179
ENSG00000159214,CCDC24,14,-1.2728,30,-0.1108,44,0.48279,32,-0.0271,48,0.62425,35,0.14124,13,-1.3542,42,0.38464
ENSG00000196517,SLC6A9,41,0.69147,6,-2.1494,7,-1.8523,19,-0.7137,31,0.22534,9,-1.6792,128,2.79628,19,-0.5089
ENSG00000178028,DMAP1,31,-0.6096,68,0.58004,26,-0.8665,55,0.40968,34,-0.4789,45,-0.0828,41,-0.2091,43,-0.1483
ENSG00000117419,ERI3,139,-0.2934,123,-0.4785,132,-0.3693,201,0.45708,199,0.27053,137,-0.3431,160,-0.0715,147,-0.2068
ENSG00000187147,RNF220,26,-1.6617,66,-0.2833,47,-0.7873,92,0.36088,77,-0.0536,92,0.24966,114,0.56659,59,-0.4630
ENSG00000126106,TMEM53,20,-0.1088,25,0.25816,0,-6.5207,25,0.42415,33,0.69899,25,0.28823,14,-0.6010,7,-1.5489
ENSG00000142937,RPS8,1286,0.51382,1296,0.52532,578,-0.7323,771,-0.4163,1085,0.24146,1157,0.38012,852,-0.1375,827,-0.1826
ENSG00000173846,PLK3,16,-0.2093,74,2.43235,0,-6.3024,15,-0.4135,9,-1.0924,17,-0.1012,9,-0.9467,18,0.02374
ENSG00000117425,PTCH2,8,-1.1202,20,0.13856,7,-1.4579,23,0.63008,19,0.05215,20,0.16234,5,-1.9577,21,0.21735
ENSG00000070785,EIF2B3,7,-2.2663,13,-1.3726,25,-0.3757,46,0.92605,17,-0.9334,37,0.24578,46,0.57846,7,-2.1247
ENSG00000126088,UROD,129,0.38918,106,0.08062,116,0.23072,105,0.09795,104,0.05133,93,-0.1365,69,-0.5671,73,-0.4883
ENSG00000132773,TOE1,3,-2.1993,12,-0.4275,7,-1.2379,21,0.63048,22,0.40409,16,-0.0938,11,-0.6072,22,0.43412
ENSG00000117450,PRDX1,707,0.19017,637,0.02631,578,-0.1259,513,-0.4419,489,-0.3824,737,0.28226,871,0.52355,821,0.42726
ENSG00000117448,AKR1A1,42,-0.6042,56,-0.1693,41,-0.6395,72,0.33614,64,0.01890,55,-0.2239,76,0.30561,66,0.08666
ENSG00000132780,NASP,32,-0.2853,88,1.36882,0,-5.6669,27,-0.7287,28,-0.4437,48,0.38701,46,0.28652,70,0.98182
ENSG00000159592,GPBP1L1,46,0.02810,63,0.51820,13,-1.8360,49,0.16738,37,-0.3248,54,0.29149,42,-0.1319,38,-0.2673
ENSG00000159596,TMEM69,4,-2.2071,28,0.73370,9,-0.9291,16,-0.2351,16,-0.1926,21,0.33279,17,-0.0346,33,0.99333
ENSG00000086015,MAST2,22,-0.9077,45,0.22068,71,0.94231,40,0.02729,25,-0.6709,54,0.55747,19,-1.0639,22,-0.9031
ENSG00000117461,PIK3R3,24,0.14813,19,-0.2209,34,0.71583,20,-0.1726,45,1.16279,14,-0.7087,18,-0.2557,14,-0.6923
ENSG00000085998,POMGNT1,67,-0.2231,106,0.50808,78,0.02716,80,0.07806,46,-0.7864,65,-0.2970,81,0.07977,96,0.34478
ENSG00000132128,LRRC41,47,-0.7707,184,1.40674,57,-0.4691,74,-0.1147,54,-0.5635,87,0.18903,62,-0.3501,64,-0.3025
ENSG00000173660,UQCRH,210,-1.3340,312,-0.7408,727,0.57899,556,0.23449,432,-0.2402,706,0.59271,355,-0.5444,334,-0.6351
ENSG00000117481,NSUN4,19,0.17159,26,0.68303,19,0.21669,13,-0.5748,8,-1.1265,23,0.57114,9,-0.9530,27,0.73246
ENSG00000117480,FAAH,31,-0.4045,12,-1.7436,30,-0.4118,48,0.45158,27,-0.6151,41,0.02924,76,1.03085,22,-0.8870
ENSG00000282881,TMEM275,6,-2.2852,0,-6.7409,2,-3.7845,61,3.09307,31,0.18211,1,-4.0946,11,-1.2958,1,-4.1832
ENSG00000079277,MKNK1,12,-1.0933,31,0.36410,41,0.82644,25,0.06926,12,-1.0304,26,0.09321,10,-1.3736,35,0.53826
ENSG00000123472,ATPAF1,60,-0.8780,75,-0.5467,157,0.59969,107,-0.0176,88,-0.3117,122,0.21277,140,0.41470,100,-0.1057
ENSG00000159658,EFCAB14,74,0.24578,127,1.11290,70,0.14074,46,-0.6872,64,0.01238,29,-1.2432,102,0.75597,101,0.72914
ENSG00000186377,CYP4X1,15,-1.4373,11,-1.8931,21,-0.9731,56,0.91582,39,-0.0249,64,0.84871,3,-3.7957,19,-1.0753
ENSG00000162368,CMPK1,118,-0.3646,87,-0.8131,150,0.01019,159,0.15452,189,0.37220,170,0.23039,105,-0.5317,152,0.03343
ENSG00000162373,BEND5,18,-0.0844,13,-0.4935,20,0.11434,19,0.07526,6,-1.6295,31,0.91528,5,-1.8932,21,0.21080
ENSG00000162374,ELAVL4,56,-0.5146,8,-3.3600,197,1.50683,78,-0.0135,95,0.29290,109,0.56628,30,-1.4322,29,-1.5188
ENSG00000185104,FAF1,11,-1.8962,20,-1.0839,32,-0.3726,46,0.29142,47,0.21624,52,0.40982,45,0.13547,43,0.05606
ENSG00000123091,RNF11,123,-1.3466,185,-0.7324,194,-0.6575,402,0.78300,243,-0.3189,330,0.17355,265,-0.1857,198,-0.6296
ENSG00000085831,TTC39A,6,-1.6924,6,-1.7866,36,0.90702,28,0.82407,11,-0.8381,22,0.15570,9,-1.1817,11,-0.9102
ENSG00000085832,EPS15,69,-0.3315,62,-0.4975,71,-0.2831,86,0.01477,82,-0.0682,97,0.21537,100,0.24088,104,0.30672
ENSG00000117859,OSBPL9,28,-0.3841,66,0.95212,47,0.38122,36,-0.0645,15,-1.2832,33,-0.1777,18,-1.0550,57,0.69680
ENSG00000078618,NRDC,50,-0.7896,125,0.64626,106,0.37599,84,0.01523,91,0.13137,95,0.22472,53,-0.6926,50,-0.7888
ENSG00000169213,RAB3B,22,-2.5012,13,-3.1795,99,-0.2568,219,2.02317,156,0.44855,35,-1.9070,37,-1.7330,31,-1.9700
ENSG00000117862,TXNDC12,27,-0.9553,42,-0.2758,17,-1.5914,63,0.55242,40,-0.3602,55,0.16123,21,-1.3011,83,0.79875
ENSG00000134717,BTF3L4,50,-1.0934,113,0.15547,83,-0.3193,113,0.23928,124,0.30541,120,0.27948,79,-0.4022,75,-0.4670
ENSG00000157077,ZFYVE9,15,-0.5517,13,-0.7283,7,-1.6696,30,0.78627,21,-0.0838,26,0.25678,16,-0.4818,13,-0.7770
ENSG00000154222,CC2D1B,18,-0.2593,48,1.28925,16,-0.4693,16,-0.6935,12,-0.8801,35,0.82819,14,-0.7028,27,0.31850
ENSG00000134748,PRPF38A,23,-0.1344,53,1.21125,5,-2.3912,15,-1.0014,11,-1.1990,25,0.02674,41,0.77966,65,1.56407
ENSG00000134744,TUT4,20,-0.8609,56,0.71267,18,-1.0517,32,-0.2557,30,-0.2541,63,1.00138,20,-0.9157,37,0.04682
ENSG00000162377,COA7,20,0.29340,4,-1.8611,1,-3.4176,24,0.98460,16,-0.0630,13,-0.3709,8,-1.0727,19,0.22959
ENSG00000162378,ZYG11B,24,-2.4792,45,-1.5383,111,-0.1769,184,1.06442,124,-0.0056,118,-0.1002,74,-0.7982,89,-0.5235
ENSG00000121310,ECHDC2,34,-0.2509,106,1.61165,21,-0.9511,39,-0.0327,30,-0.4485,26,-0.7078,16,-1.3671,64,0.73741
ENSG00000116171,SCP2,104,-0.3907,179,0.45626,153,0.20244,130,-0.0846,119,-0.1934,122,-0.1642,112,-0.2847,189,0.53546
ENSG00000157184,CPT2,23,0.22619,18,-0.1509,17,-0.2454,13,-0.8012,11,-0.8959,22,0.18367,20,0.03699,57,1.74989
ENSG00000162384,CZIB,49,-0.4492,114,0.89765,47,-0.4898,69,0.13033,69,0.08659,57,-0.2177,43,-0.6482,67,0.03916
ENSG00000162385,MAGOH,8,-2.7305,92,0.92776,61,0.24667,54,0.10909,37,-0.5071,63,0.33401,28,-0.9066,49,-0.0661
ENSG00000157193,LRP8,21,-1.0233,17,-1.3144,26,-0.6805,61,1.04109,32,-0.4082,41,-0.0348,12,-1.7793,44,0.11321
ENSG00000058799,YIPF1,22,-0.3884,29,-0.0031,31,0.12871,39,0.78314,18,-0.7305,22,-0.4565,12,-1.3288,24,-0.2673
ENSG00000081870,HSPB11,35,-0.2769,42,-0.0014,35,-0.3113,41,-0.0787,31,-0.4917,63,0.68125,17,-1.3344,61,0.57486
ENSG00000116212,LRRC42,4,-2.3498,58,1.84000,14,-0.4756,18,-0.1053,8,-1.2956,19,-0.0541,10,-0.9600,27,0.52658
