ensg	z	p	f	symbol	dx	twas_method	twas_citation	method_thresh	tissue
ENSG00000141556	NA	NA	NA	TBCD	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000141965	NA	NA	NA	FEM1A	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000142230	NA	NA	NA	SAE1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000142606	NA	NA	NA	MMEL1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000142684	NA	NA	NA	ZNF593	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000142684	NA	NA	NA	ZNF593	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000142892	NA	NA	NA	PIGK	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000143353	NA	NA	NA	LYPLAL1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000143379	NA	NA	NA	SETDB1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000143416	NA	NA	NA	SELENBP1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000143549	NA	NA	NA	TPM3	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000143570	NA	NA	NA	SLC39A1	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000143575	NA	NA	NA	HAX1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000143756	NA	NA	NA	FBXO28	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000144161	NA	NA	NA	ZC3H8	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000144231	NA	NA	NA	POLR2D	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000144320	NA	NA	NA	LNPK	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000144426	NA	NA	NA	NBEAL1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000144619	NA	NA	NA	CNTN4	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000145012	NA	NA	NA	LPP	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000145012	NA	NA	NA	LPP	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000145506	NA	NA	NA	NKD2	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000145675	NA	NA	NA	PIK3R1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000145780	NA	NA	NA	FEM1C	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000145780	NA	NA	NA	FEM1C	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000145808	NA	NA	NA	ADAMTS19	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000145982	NA	NA	NA	FARS2	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000146242	NA	NA	NA	TPBG	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000146282	NA	NA	NA	RARS2	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000146555	NA	NA	NA	SDK1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000146833	NA	NA	NA	TRIM4	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000146833	NA	NA	NA	TRIM4	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000146918	NA	NA	NA	NCAPG2	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000147813	NA	NA	NA	NAPRT	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000148450	NA	NA	NA	MSRB2	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000150051	NA	NA	NA	MKX	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000150526	NA	NA	NA	MIA2	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000150867	NA	NA	NA	PIP4K2A	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000151779	NA	NA	NA	NBAS	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000152359	NA	NA	NA	POC5	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000152520	NA	NA	NA	PAN3	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000152583	NA	NA	NA	SPARCL1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000152749	NA	NA	NA	GPR180	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000152778	NA	NA	NA	IFIT5	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000152778	NA	NA	NA	IFIT5	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000152910	NA	NA	NA	CNTNAP4	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000152932	NA	NA	NA	RAB3C	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000153157	NA	NA	NA	SYCP2L	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000153179	NA	NA	NA	RASSF3	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000154080	NA	NA	NA	CHST9	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000154127	NA	NA	NA	UBASH3B	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000154822	NA	NA	NA	PLCL2	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000155034	NA	NA	NA	FBXL18	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000155367	NA	NA	NA	PPM1J	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000155530	NA	NA	NA	LRGUK	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000156398	NA	NA	NA	SFXN2	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000156599	NA	NA	NA	ZDHHC5	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000156603	NA	NA	NA	MED19	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000156639	NA	NA	NA	ZFAND3	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000156735	NA	NA	NA	BAG4	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000158092	NA	NA	NA	NCK1	SCZ	FUSION	TWASP000052	by_publication	Brain
ENSG00000158636	NA	NA	NA	EMSY	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000159314	NA	NA	NA	ARHGAP27	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000159363	NA	NA	NA	ATP13A2	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000159377	NA	NA	NA	PSMB4	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000160190	NA	NA	NA	SLC37A1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000160213	NA	NA	NA	CSTB	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000160213	NA	NA	NA	CSTB	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000160563	NA	NA	NA	MED27	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000160710	NA	NA	NA	ADAR	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000160862	NA	NA	NA	AZGP1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000161016	NA	NA	NA	RPL8	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000161533	NA	NA	NA	ACOX1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000161618	NA	NA	NA	ALDH16A1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000161791	NA	NA	NA	FMNL3	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000161791	NA	NA	NA	FMNL3	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000162374	NA	NA	NA	ELAVL4	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000162415	NA	NA	NA	ZSWIM5	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000162494	NA	NA	NA	LRRC38	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000162595	NA	NA	NA	DIRAS3	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000162994	NA	NA	NA	CLHC1	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000163125	NA	NA	NA	RPRD2	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000163235	NA	NA	NA	TGFA	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000163393	NA	NA	NA	SLC22A15	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000163485	NA	NA	NA	ADORA1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000163596	NA	NA	NA	ICA1L	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000163932	NA	NA	NA	PRKCD	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000163947	NA	NA	NA	ARHGEF3	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000163961	NA	NA	NA	RNF168	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000164073	NA	NA	NA	MFSD8	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000164142	NA	NA	NA	FHIP1A	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000164167	NA	NA	NA	LSM6	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000164535	NA	NA	NA	DAGLB	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000164609	NA	NA	NA	SLU7	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000164609	NA	NA	NA	SLU7	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000164758	NA	NA	NA	MED30	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000164934	NA	NA	NA	DCAF13	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000165061	NA	NA	NA	ZMAT4	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000165097	NA	NA	NA	KDM1B	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000165113	NA	NA	NA	GKAP1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000165115	NA	NA	NA	KIF27	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000165644	NA	NA	NA	COMTD1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000165650	NA	NA	NA	PDZD8	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000165650	NA	NA	NA	PDZD8	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000165684	NA	NA	NA	SNAPC4	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000165688	NA	NA	NA	PMPCA	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000165731	NA	NA	NA	RET	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000165792	NA	NA	NA	METTL17	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000165819	NA	NA	NA	METTL3	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000165966	NA	NA	NA	PDZRN4	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000166130	NA	NA	NA	IKBIP	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000166341	NA	NA	NA	DCHS1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000166387	NA	NA	NA	PPFIBP2	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000166411	NA	NA	NA	IDH3A	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000166436	NA	NA	NA	TRIM66	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000166436	NA	NA	NA	TRIM66	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000166669	NA	NA	NA	ATF7IP2	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000166881	NA	NA	NA	NEMP1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000166913	NA	NA	NA	YWHAB	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000166971	NA	NA	NA	AKTIP	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000166971	NA	NA	NA	AKTIP	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000167641	NA	NA	NA	PPP1R14A	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000168026	NA	NA	NA	TTC21A	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000168066	NA	NA	NA	SF1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000168214	NA	NA	NA	RBPJ	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000168216	NA	NA	NA	LMBRD1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000168453	NA	NA	NA	HR	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000168615	NA	NA	NA	ADAM9	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000168807	NA	NA	NA	SNTB2	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000168936	NA	NA	NA	TMEM129	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000169155	NA	NA	NA	ZBTB43	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000169299	NA	NA	NA	PGM2	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000169371	NA	NA	NA	SNUPN	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000169490	NA	NA	NA	TM2D2	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000169499	NA	NA	NA	PLEKHA2	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000169641	NA	NA	NA	LUZP1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000170113	NA	NA	NA	NIPA1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000170175	NA	NA	NA	CHRNB1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000170175	NA	NA	NA	CHRNB1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000170638	NA	NA	NA	TRABD	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000170959	NA	NA	NA	DCDC1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000170962	NA	NA	NA	PDGFD	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000171055	NA	NA	NA	FEZ2	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000171621	NA	NA	NA	SPSB1	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000171777	NA	NA	NA	RASGRP4	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000172456	NA	NA	NA	FGGY	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000172716	NA	NA	NA	SLFN11	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000172794	NA	NA	NA	RAB37	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000173210	NA	NA	NA	ABLIM3	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000173517	NA	NA	NA	PEAK1	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000173545	NA	NA	NA	ZNF622	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000173762	NA	NA	NA	CD7	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000174137	NA	NA	NA	FAM53A	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000174579	NA	NA	NA	MSL2	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000174720	NA	NA	NA	LARP7	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000174891	NA	NA	NA	RSRC1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000175294	NA	NA	NA	CATSPER1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000175324	NA	NA	NA	LSM1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000175582	NA	NA	NA	RAB6A	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000175806	NA	NA	NA	MSRA	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000176102	NA	NA	NA	CSTF3	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000176386	NA	NA	NA	CDC26	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000176399	NA	NA	NA	DMRTA1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000176834	NA	NA	NA	VSIG10	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000177225	NA	NA	NA	GATD1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000177542	NA	NA	NA	SLC25A22	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000177595	NA	NA	NA	PIDD1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000177600	NA	NA	NA	RPLP2	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000177663	NA	NA	NA	IL17RA	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000177666	NA	NA	NA	PNPLA2	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000177666	NA	NA	NA	PNPLA2	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000177674	NA	NA	NA	AGTRAP	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000177981	NA	NA	NA	ASB8	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000178229	NA	NA	NA	ZNF543	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000178358	NA	NA	NA	OR2D3	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000178878	NA	NA	NA	APOLD1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000178966	NA	NA	NA	RMI1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000178966	NA	NA	NA	RMI1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000178982	NA	NA	NA	EIF3K	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000179988	NA	NA	NA	PSTK	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000179988	NA	NA	NA	PSTK	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000181007	NA	NA	NA	ZFP82	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000181104	NA	NA	NA	F2R	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000181234	NA	NA	NA	TMEM132C	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000181381	NA	NA	NA	DDX60L	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000181722	NA	NA	NA	ZBTB20	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000182183	NA	NA	NA	SHISAL2A	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000182240	NA	NA	NA	BACE2	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000182362	NA	NA	NA	YBEY	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000182504	NA	NA	NA	CEP97	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000182600	NA	NA	NA	SNORC	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000182636	NA	NA	NA	NDN	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000183379	NA	NA	NA	SYNDIG1L	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000183722	NA	NA	NA	LHFPL6	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000183726	NA	NA	NA	TMEM50A	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000184113	NA	NA	NA	CLDN5	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000184221	NA	NA	NA	OLIG1	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000184221	NA	NA	NA	OLIG1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000184752	NA	NA	NA	NDUFA12	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000184990	NA	NA	NA	SIVA1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000185033	NA	NA	NA	SEMA4B	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000185658	NA	NA	NA	BRWD1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000185736	NA	NA	NA	ADARB2	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000185745	NA	NA	NA	IFIT1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000186298	NA	NA	NA	PPP1CC	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000186432	NA	NA	NA	KPNA4	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000186625	NA	NA	NA	KATNA1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000186666	NA	NA	NA	BCDIN3D	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000186792	NA	NA	NA	HYAL3	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000186792	NA	NA	NA	HYAL3	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000187010	NA	NA	NA	RHD	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000187260	NA	NA	NA	WDR86	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000187741	NA	NA	NA	FANCA	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000187866	NA	NA	NA	PABIR1	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000188321	NA	NA	NA	ZNF559	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000188554	NA	NA	NA	NBR1	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000188672	NA	NA	NA	RHCE	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000189362	NA	NA	NA	NEMP2	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000196072	NA	NA	NA	BLOC1S2	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000196072	NA	NA	NA	BLOC1S2	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000196072	NA	NA	NA	BLOC1S2	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000196353	NA	NA	NA	CPNE4	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000196378	NA	NA	NA	ZNF34	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000196511	NA	NA	NA	TPK1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000196535	NA	NA	NA	MYO18A	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000196961	NA	NA	NA	AP2A1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000197054	NA	NA	NA	ZNF763	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000197077	NA	NA	NA	KIAA1671	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000197142	NA	NA	NA	ACSL5	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000197345	NA	NA	NA	MRPL21	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000197345	NA	NA	NA	MRPL21	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000197345	NA	NA	NA	MRPL21	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000197579	NA	NA	NA	TOPORS	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000197930	NA	NA	NA	ERO1A	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000198171	NA	NA	NA	DDRGK1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000198346	NA	NA	NA	ZNF813	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000198624	NA	NA	NA	CCDC69	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000198752	NA	NA	NA	CDC42BPB	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000198792	NA	NA	NA	TMEM184B	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000198821	NA	NA	NA	CD247	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000203666	NA	NA	NA	EFCAB2	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000203791	NA	NA	NA	EEF1AKMT2	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000204262	NA	NA	NA	COL5A2	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000204519	NA	NA	NA	ZNF551	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000204961	NA	NA	NA	PCDHA9	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000204967	NA	NA	NA	PCDHA4	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000205927	NA	NA	NA	OLIG2	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000205929	NA	NA	NA	C21orf62	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000213672	NA	NA	NA	NCKIPSD	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000213759	NA	NA	NA	UGT2B11	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000213918	NA	NA	NA	DNASE1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000216937	NA	NA	NA	CCDC7	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000229474	NA	NA	NA	PATL2	ADHD	FUSION	TWASP000136	by_publication	Peripheral Blood
ENSG00000242616	NA	NA	NA	GNG10	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000242732	NA	NA	NA	RTL5	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000242732	NA	NA	NA	RTL5	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000242866	NA	NA	NA	STRC	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000250120	NA	NA	NA	PCDHA10	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000250565	NA	NA	NA	ATP6V1E2	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000254004	NA	NA	NA	ZNF260	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000254221	NA	NA	NA	PCDHGB1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000254999	NA	NA	NA	BRK1	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000256870	NA	NA	NA	SLC5A8	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000257103	NA	NA	NA	LSM14A	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000257218	NA	NA	NA	GATC	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
ENSG00000257727	NA	NA	NA	CNPY2	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000261701	NA	NA	NA	HPR	ADHD	FUSION	TWASP000136	by_publication	Brain
ENSG00000278259	NA	NA	NA	MYO19	ADHD	FUSION	TWASP000136	by_publication	Whole Blood
