gene	clus	fdr	logFC	bjm_annot	bjm_misc_notes
EYA4	X6	0.00133457	1.262815918	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
CDK1	X6	0.028674562	1.260729323	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
SFRP2	X6	0.028013924	1.244551507	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
TREM2	X6	0.05750701	1.242932253	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
NTNG2	X6	0.000413002	1.231165894	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
SAMD5	X6	5.45e-06	1.212127755	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
IDO1	X6	0.005741665	1.158497012	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
KRT8	X6	2.93e-06	1.156315429	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
IL18R1	X6	0.091114057	1.149085551	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
CX3CR1	X6	0.024236548	1.133431373	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
CD86	X6	0.058210554	1.075629709	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
DDR2	X6	0.005044432	1.065695116	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
VIP	X6	0.03955688	1.060794365	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
PLD5	X6	0.006916036	1.054755313	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
IGFBP5	X6	0.006266779	1.052168143	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
PTGDS	X6	1.99e-05	1.039235673	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
LOX	X6	0.04327153	1.028860248	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
P2RY13	X6	0.04954113	1.027180055	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
PWP2	X6	7.2e-13	1.014169369	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
TESPA1	X6	0.030814722	0.962434428	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
C1orf162	X6	0.022404788	0.926361166	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
POSTN	X6	0.065401591	0.910282957	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
KLRB1	X6	0.085189092	0.906700729	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
P2RY12	X6	0.09303884	0.88924505	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
ACVR1C	X6	0.043632469	0.835749684	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
PCNA	X6	1.99e-08	0.811593773	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
NES	X6	0.077761343	0.792508407	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
CTSH	X6	0.073337665	0.783453669	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
CDH6	X6	0.004281601	0.75340428	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
LINC02763	X6	0.06041052	0.695924499	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
SYNPR	X6	0.05812903	0.673153127	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
BMP8B	X6	0.091636585	0.64586792	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
NCSTN	X6	0.012700873	0.623342558	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
CAPG	X6	0.026512928	0.619686027	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
S100A4	X6	0.068472898	0.594993561	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
APP	X6	0.032837591	0.43578123	Oligodendrocyte_1	Mostly in large WM tract landmark. Interestingly, the top enriched Allen Brain Atlas area brain-wide for markers of cluster is """"upper dirsal lateral hypothalamus""""
MAG	X7	1.44e-06	3.442493718	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
CNDP1	X7	5.34e-07	3.410270276	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
MYRF	X7	2.98e-07	3.27895619	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
KLK6	X7	2.22e-05	3.212694034	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
MOG	X7	1.6e-06	2.754038932	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
OPALIN	X7	2.98e-07	2.706023383	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
CLDN11	X7	4.05e-06	2.683891951	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
UGT8	X7	1.08e-05	2.649169583	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
CDH1	X7	9.54e-06	2.587630008	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
ERBB3	X7	2.43e-05	2.389695437	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
CAPN3	X7	2.22e-05	2.308971181	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
CNTN2	X7	2.1e-06	2.273949306	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
PCSK6	X7	1.81e-06	2.207479044	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
MAL	X7	2.1e-06	2.196893607	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
ERMN	X7	4.11e-05	2.17875391	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
ST18	X7	2.46e-05	2.100875378	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
SOX10	X7	3.84e-05	2.086268003	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
MOBP	X7	0.000313443	1.664954537	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
CTNNA3	X7	0.002003279	1.589036758	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
OLIG2	X7	0.007312136	1.532952978	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
FEZF1	X7	0.014131053	1.492363843	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
NRGN	X7	0.065016333	1.485875415	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
NR5A1	X7	0.070610899	1.361788357	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
ADCYAP1	X7	0.035812741	1.255154032	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
TRH	X7	0.070610899	1.23746422	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
FGFR2	X7	0.002545546	1.232290672	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
HHATL	X7	0.03878732	1.126589307	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
HS3ST4	X7	0.077406342	1.08157917	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
EFHD1	X7	0.002918511	1.074097944	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
CRHBP	X7	0.014131053	1.060489133	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
OLIG1	X7	0.007867657	1.021450289	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
RAB3B	X7	0.07927479	0.838446228	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
PSEN1	X7	0.00796649	0.666119735	Oligodendrocyte_2	Mostly in large WM tract landmark, but sparser interiorly while dense at the borders of the WM bundle 
FCGR1A	X8	1.22e-09	3.429700923	Microglia_1	
ITGAX	X8	1.35e-11	3.313723783	Microglia_1	
PTPRC	X8	2.66e-07	3.29659575	Microglia_1	
P2RY13	X8	1.35e-11	3.270558297	Microglia_1	
P2RY12	X8	1.35e-11	3.227097883	Microglia_1	
FCGR3A	X8	4.62e-10	3.226347546	Microglia_1	
GPR183	X8	7.96e-07	3.190837392	Microglia_1	
TREM2	X8	6.69e-07	3.062703647	Microglia_1	
ITGB2	X8	1.81e-07	3.043029722	Microglia_1	
ITGAM	X8	5.51e-11	2.962207267	Microglia_1	
GPR34	X8	2.9e-08	2.93691138	Microglia_1	
CD86	X8	1.04e-07	2.827350137	Microglia_1	
CX3CR1	X8	1.97e-09	2.821301185	Microglia_1	
TMIGD3	X8	1.35e-11	2.805805316	Microglia_1	
RGS10	X8	8.88e-07	2.769347419	Microglia_1	
CD68	X8	1.6e-08	2.751680203	Microglia_1	
LRRK1	X8	7.96e-07	2.746800071	Microglia_1	
CD4	X8	1.26e-06	2.610538086	Microglia_1	
LY86	X8	1.2e-05	2.584086184	Microglia_1	
HLA-DMB	X8	1.95e-05	2.473652395	Microglia_1	
HLA-DQA1	X8	6.17e-05	2.450001158	Microglia_1	
CTSS	X8	7.96e-07	2.279682994	Microglia_1	
CD14	X8	4.1e-06	2.272516253	Microglia_1	
CYTIP	X8	0.001021612	2.254443968	Microglia_1	
AIF1	X8	2.9e-08	2.232464339	Microglia_1	
FCER1G	X8	6.74e-05	2.157853747	Microglia_1	
RNASET2	X8	3.68e-10	2.068487768	Microglia_1	
STXBP2	X8	7.21e-06	2.010227734	Microglia_1	
MS4A6A	X8	0.001006331	1.839321997	Microglia_1	
FEZF1	X8	0.001885884	1.690442209	Microglia_1	
CORO1A	X8	0.000330442	1.689602116	Microglia_1	
HS3ST4	X8	0.001006331	1.613717093	Microglia_1	
NR5A1	X8	0.032618369	1.483556461	Microglia_1	
NRGN	X8	0.057159697	1.457267428	Microglia_1	
SPI1	X8	8.56e-08	1.433858035	Microglia_1	
TGFB1	X8	0.001488642	1.364120015	Microglia_1	
GNLY	X8	0.044213911	1.280612695	Microglia_1	
HCRT	X8	0.088204992	1.263273637	Microglia_1	
ARHGAP24	X8	0.008338711	1.248967261	Microglia_1	
ADCYAP1	X8	0.043109476	1.183336855	Microglia_1	
CAPG	X8	0.044225848	0.672462381	Microglia_1	
GZMA	X9	0.000954494	2.223408089	Peripheral_immune_NK-or_Tcell_1	
TOP2A	X9	0.000174595	2.204415713	Peripheral_immune_NK-or_Tcell_1	
PVALB	X9	0.000302989	2.156591638	Peripheral_immune_NK-or_Tcell_1	
LINC01615	X9	0.000174595	2.006231064	Peripheral_immune_NK-or_Tcell_1	
SLC6A3	X9	0.000253901	1.99500314	Peripheral_immune_NK-or_Tcell_1	
CENPF	X9	9.27e-05	1.896663097	Peripheral_immune_NK-or_Tcell_1	
MKI67	X9	0.000713136	1.810778445	Peripheral_immune_NK-or_Tcell_1	
PROKR1	X9	9.01e-09	1.809678179	Peripheral_immune_NK-or_Tcell_1	
MOBP	X9	0.000110602	1.764051965	Peripheral_immune_NK-or_Tcell_1	
FASLG	X9	0.008632158	1.760629393	Peripheral_immune_NK-or_Tcell_1	
KLK6	X9	0.038430447	1.750605487	Peripheral_immune_NK-or_Tcell_1	
ROS1	X9	0.000625756	1.73857483	Peripheral_immune_NK-or_Tcell_1	
CD48	X9	0.000260759	1.714868596	Peripheral_immune_NK-or_Tcell_1	
CCL5	X9	0.044544645	1.701356777	Peripheral_immune_NK-or_Tcell_1	
CD3G	X9	0.027108538	1.647400797	Peripheral_immune_NK-or_Tcell_1	
MEPE	X9	0.006086089	1.63915358	Peripheral_immune_NK-or_Tcell_1	
CD52	X9	0.013478007	1.634291343	Peripheral_immune_NK-or_Tcell_1	
CDK1	X9	0.014761948	1.547463494	Peripheral_immune_NK-or_Tcell_1	
NKG7	X9	0.050603431	1.457065728	Peripheral_immune_NK-or_Tcell_1	
PTCHD4	X9	5.65e-05	1.451053348	Peripheral_immune_NK-or_Tcell_1	
ERMN	X9	0.015211476	1.423171558	Peripheral_immune_NK-or_Tcell_1	
CAPN3	X9	0.019610299	1.408918421	Peripheral_immune_NK-or_Tcell_1	
IDO1	X9	0.001930176	1.405571692	Peripheral_immune_NK-or_Tcell_1	
IL18R1	X9	0.059991996	1.404636298	Peripheral_immune_NK-or_Tcell_1	
SLC17A7	X9	0.075042268	1.364954555	Peripheral_immune_NK-or_Tcell_1	
TESPA1	X9	0.004576466	1.347271109	Peripheral_immune_NK-or_Tcell_1	
POSTN	X9	0.012343193	1.338250539	Peripheral_immune_NK-or_Tcell_1	
LBHD2	X9	0.013478007	1.337941512	Peripheral_immune_NK-or_Tcell_1	
MOG	X9	0.045649201	1.285554162	Peripheral_immune_NK-or_Tcell_1	
CD2	X9	0.083608407	1.210566703	Peripheral_immune_NK-or_Tcell_1	
SAMD5	X9	5.65e-05	1.180074491	Peripheral_immune_NK-or_Tcell_1	
CTNNA3	X9	0.027108538	1.165120528	Peripheral_immune_NK-or_Tcell_1	
SERPINA3	X9	0.066515533	1.11967399	Peripheral_immune_NK-or_Tcell_1	
KLRB1	X9	0.054023957	1.115168856	Peripheral_immune_NK-or_Tcell_1	
TMIGD3	X9	0.026956105	1.107965832	Peripheral_immune_NK-or_Tcell_1	
SLC26A4	X9	0.057125438	1.071003509	Peripheral_immune_NK-or_Tcell_1	
LOX	X9	0.066515533	1.050569618	Peripheral_immune_NK-or_Tcell_1	
GNLY	X9	0.085221064	1.049078728	Peripheral_immune_NK-or_Tcell_1	
LINC02763	X9	0.010094308	1.031158321	Peripheral_immune_NK-or_Tcell_1	
LHX6	X9	0.044544645	0.95970189	Peripheral_immune_NK-or_Tcell_1	
SHISAL2B	X9	0.09419404	0.777754444	Peripheral_immune_NK-or_Tcell_1	
CAPG	X9	0.026066372	0.69348704	Peripheral_immune_NK-or_Tcell_1	
KRT8	X9	0.034164723	0.629704076	Peripheral_immune_NK-or_Tcell_1	
S100A4	X9	0.093932332	0.621708236	Peripheral_immune_NK-or_Tcell_1	
CDH6	X9	0.050603431	0.59582621	Peripheral_immune_NK-or_Tcell_1	
SERPINA3	X10	1.5e-17	4.050813099	Astrocyte_2	
SFRP2	X10	6.18e-12	3.515905606	Astrocyte_2	
CTSH	X10	1.91e-18	3.335010536	Astrocyte_2	
ANXA1	X10	6.11e-06	3.320970472	Astrocyte_2	
RYR3	X10	4.99e-15	2.949170218	Astrocyte_2	
VCAN	X10	4.81e-18	2.831642736	Astrocyte_2	
HILPDA	X10	4.31e-16	2.721403573	Astrocyte_2	
ANGPT1	X10	1.82e-11	2.587244779	Astrocyte_2	
FOS	X10	6.23e-08	2.416465963	Astrocyte_2	
FRMPD2	X10	8.95e-08	2.415486209	Astrocyte_2	
ABCC9	X10	6.13e-08	2.406216179	Astrocyte_2	
SOX9	X10	1.44e-10	2.36725096	Astrocyte_2	
AQP4	X10	1.91e-18	2.363519441	Astrocyte_2	
PAX6	X10	1.25e-11	2.320807408	Astrocyte_2	
PLCE1	X10	1.31e-07	2.320693209	Astrocyte_2	
KIT	X10	4.35e-08	2.319443619	Astrocyte_2	
ADRA1A	X10	5.77e-12	2.305184655	Astrocyte_2	
TRIL	X10	3.08e-15	2.297738404	Astrocyte_2	
GJA1	X10	4.77e-13	2.187138032	Astrocyte_2	
IGFBP5	X10	3.03e-09	2.154953571	Astrocyte_2	
MT2A	X10	2.54e-05	2.138072105	Astrocyte_2	
HES1	X10	1.35e-06	2.083703018	Astrocyte_2	
GDF10	X10	4.42e-07	2.056089992	Astrocyte_2	
KRT8	X10	4.2e-18	2.044169622	Astrocyte_2	
TGFB2	X10	1.23e-11	2.03416968	Astrocyte_2	
HHATL	X10	1.44e-06	1.979843151	Astrocyte_2	
GPNMB	X10	0.000686121	1.96272145	Astrocyte_2	
MGST1	X10	1.3e-12	1.867696496	Astrocyte_2	
KLF2	X10	0.005366389	1.846337554	Astrocyte_2	
CXCR4	X10	0.001228656	1.825513337	Astrocyte_2	
FBLN1	X10	0.000127906	1.769668671	Astrocyte_2	
IFITM3	X10	0.000109541	1.727936867	Astrocyte_2	
KLF4	X10	0.005050861	1.727869401	Astrocyte_2	
SPON1	X10	6.13e-06	1.660269672	Astrocyte_2	
NOTCH1	X10	1.3e-06	1.653399361	Astrocyte_2	
EGFR	X10	6.82e-05	1.601922877	Astrocyte_2	
NES	X10	0.000114107	1.598956109	Astrocyte_2	
DDR2	X10	1.44e-05	1.594942087	Astrocyte_2	
SOX2	X10	1.48e-07	1.580113886	Astrocyte_2	
PTGDS	X10	3.21e-11	1.567467515	Astrocyte_2	
NTNG2	X10	5.41e-06	1.555208028	Astrocyte_2	
LY86	X10	0.008971538	1.552496158	Astrocyte_2	
GPR183	X10	0.021560114	1.538904267	Astrocyte_2	
SULF1	X10	1.42e-07	1.529670833	Astrocyte_2	
PTPRZ1	X10	1.69e-06	1.515737622	Astrocyte_2	
LYVE1	X10	0.004894383	1.513195802	Astrocyte_2	
RFTN1	X10	6.86e-07	1.50646281	Astrocyte_2	
FGFR3	X10	0.000109541	1.500616211	Astrocyte_2	
ADAMTS12	X10	0.007257389	1.400051189	Astrocyte_2	
GZMA	X10	0.032561616	1.380229553	Astrocyte_2	
TTYH1	X10	1.44e-06	1.373864798	Astrocyte_2	
CCL5	X10	0.069435029	1.36228305	Astrocyte_2	
CCL4	X10	0.066807932	1.356014569	Astrocyte_2	
TSHZ2	X10	5.98e-06	1.349135603	Astrocyte_2	
HLA-DQA1	X10	0.029831321	1.333075032	Astrocyte_2	
CAPG	X10	2.73e-07	1.325935333	Astrocyte_2	
AR	X10	0.001319075	1.324304954	Astrocyte_2	
GPR34	X10	0.018017737	1.311015348	Astrocyte_2	
RGS10	X10	0.025665171	1.306185421	Astrocyte_2	
BCAN	X10	2.72e-05	1.303413303	Astrocyte_2	
ADAMTS3	X10	0.020262694	1.291011628	Astrocyte_2	
APOE	X10	1.53e-07	1.268906945	Astrocyte_2	
CD36	X10	0.06369465	1.267812784	Astrocyte_2	
TREM2	X10	0.048851531	1.26457614	Astrocyte_2	
TP53	X10	5.33e-06	1.251335175	Astrocyte_2	
PVALB	X10	0.03174818	1.244059615	Astrocyte_2	
DNER	X10	8.2e-06	1.237477727	Astrocyte_2	
ZBBX	X10	0.025877759	1.211298175	Astrocyte_2	
MEIS2	X10	0.005050861	1.193543557	Astrocyte_2	
