gene_id	gene_name	V12D07-075_D1	V13M13-362_A1	V12D07-075_A1	V12Y31-080_A1	V12D05-348_D1	V12D05-350_D1	V13M13-362_D1	V12D05-348_C1	V12D05-350_C1	V13Y24-346_C1	meanrank	samples_signif
ENSG00000051523	CYBA	1596			2822	987	575		1674	1440	459	1364.71428571429	8
ENSG00000051620	HEBP2	1729	909	2045	674	3168	3930	2858	1719	2442	2020	2149.4	11
ENSG00000052126	PLEKHA5					3676	2970		3946	4743		3833.75	5
ENSG00000052795	FNIP2						5259					5259	2
ENSG00000052802	MSMO1	1805	1357	891	2010	1576	2108	1351	2050	2235	1079	1646.2	11
ENSG00000052841	TTC17						5079					5079	2
ENSG00000053371	AKR7A2						4810	4969	4815	5680		5068.5	5
ENSG00000053372	MRTO4					5778	6062			6062		5967.33333333333	4
ENSG00000053438	NNAT	292	39	535	144	103	137	151	88	67	131	168.7	11
ENSG00000053501	USE1								4813	6742		5777.5	3
ENSG00000053770	AP5M1	3325	2512		3053	3649	5169	3889	4732	4498		3853.375	9
ENSG00000054116	TRAPPC3	3905		3751	3463	4285	5396	3725	3736	3920		4022.625	9
ENSG00000054118	THRAP3	3962				5790		4248	5093	4011		4620.8	6
ENSG00000054148	PHPT1	3337		2236	2165	2253	4336	2483	2206	2707	2285	2667.55555555556	10
ENSG00000054179	ENTPD2								1782	1995		1888.5	3
ENSG00000054267	ARID4B	4652				4947	5789			5346		5183.5	5
ENSG00000054282	SDCCAG8			3899	3898	4209			4724	5246		4395.2	6
ENSG00000054356	PTPRN	185	459	277	242	159	157	96	72	96	221	196.4	11
ENSG00000054523	KIF1B	3354	1876	1308		2644	3545	2027	2860	1471	2150	2359.44444444444	10
ENSG00000054611	TBC1D22A									5683		5683	2
ENSG00000054690	PLEKHH1	381						248		2030		886.333333333333	4
ENSG00000054793	ATP9A	1972	1481	792	1664	1367	1123	862	1522	1261	1374	1341.8	11
ENSG00000054803	CBLN4	196	640	468	250	380	439	273	286	401	360	369.3	11
ENSG00000054965	FAM168A	4343				5130	3744		5025	6619		4972.2	6
ENSG00000054983	GALC						6030	4908				5469	3
ENSG00000055044	NOP58	3137		3600	2860	3065	4381	4643	4253	2996		3616.875	9
ENSG00000055070	SZRD1						4771			6772		5771.5	3
ENSG00000055118	KCNH2	2926			1489	1312	2200	2580	1670	1713	1559	1931.125	9
ENSG00000055130	CUL1	3069	1936			3439	3538	2512	2957	3106	2714	2908.875	9
ENSG00000055163	CYFIP2	890	1518	584	2086	1015	1052	758	502	641	1135	1018.1	11
ENSG00000055208	TAB2	4711	3065	2607		3453	4870	4245	4184	5271		4050.75	9
ENSG00000055211	GINM1					3636	4101	4760	4397	5065		4391.8	6
ENSG00000055332	EIF2AK2	3022		2398	2717	4494	5568	2222	3417	3682	2741	3362.33333333333	10
ENSG00000055609	KMT2C	4495				5043	5829		5707	5230		5260.8	6
ENSG00000055813	CCDC85A	3012	811	3372	1244	1402	1450	2406	4823	5962		2720.22222222222	10
ENSG00000055917	PUM2	2980	2976	3870		4461	4676	2779	3526	3623	2410	3477.88888888889	10
ENSG00000055950	MRPL43	3939		3429	2331	5411	5903	4570	4001	4802	3112	4166.44444444444	10
ENSG00000056050	HPF1					4333	6186	4779	4309	5516	3119	4707	7
ENSG00000056097	ZFR	2593	3030	2715	3868	4465		3201	3679	3792	2721	3340.44444444444	10
ENSG00000056586	RC3H2	3540						4843		5403		4595.33333333333	4
ENSG00000057019	DCBLD2									2088		2088	2
ENSG00000057608	GDI2	3436	1834	3651	2947	4127	3739	3002	4808	4260		3533.77777777778	10
ENSG00000057663	ATG5					5617	5318			6200		5711.66666666667	4
ENSG00000057757	PITHD1	1016	608	949	1188	777	630	561	988	868	726	831.1	11
ENSG00000057935	MTA3						5788	4318	4910	5972		5247	5
ENSG00000058091	CDK14	2353	2219	1467	2820	3288	2449	1373	1755	2291	2555	2257	11
ENSG00000058262	SEC61A1	1645	1648	2415	2301	2776	2413	4815	2256	1596	1001	2286.6	11
ENSG00000058272	PPP1R12A	3509		3707	2468	4741	4461	4002	5016	4795		4087.375	9
ENSG00000058335	RASGRF1	3860		3174	3637	3743	2277	4109		5416		3745.14285714286	8
ENSG00000058404	CAMK2B	567	249	389	375	478	327	308	465	317	596	407.1	11
ENSG00000058453	CROCC								1917	1566		1741.5	3
ENSG00000058668	ATP2B4	1388	968	652	435	1245	918	960	931	1456	1191	1014.4	11
ENSG00000058799	YIPF1						6131					6131	2
ENSG00000059122	FLYWCH1	4367				5748	5165	3411	3750	4505	2204	4164.28571428571	8
ENSG00000059573	ALDH18A1									6028		6028	2
ENSG00000059588	TARBP1	3417				3015	1980	3854	3013	3309		3098	7
ENSG00000059758	CDK17	1668	301	1656	2155	2365	3241	2594	2477	4171	2300	2292.8	11
ENSG00000059769	DNAJC25									3734		3734	2
ENSG00000059804	SLC2A3	1286	1524	1251	1638	878	1293	860	531	581	2625	1246.7	11
ENSG00000059915	PSD	835	256	618	1114	817	898	477	505	660	929	710.9	11
ENSG00000060138	YBX3			1101					3455	2860	368	1946	5
ENSG00000060237	WNK1	1777		1065		4119	5482	1443	4946	4830	1210	3109	9
ENSG00000060339	CCAR1			3258		4395	5514	4438	5407	6337		4891.5	7
ENSG00000060491	OGFR							3886		4844		4365	3
ENSG00000060656	PTPRU	2383			1969	5127	3757		2847	3874		3326.16666666667	7
ENSG00000060688	SNRNP40					5151	5505			6926		5860.66666666667	4
ENSG00000060709	RIMBP2	1776			3527	2237	2365	1010	1999	2250	2311	2184.375	9
ENSG00000060718	COL11A1				660		5253					2956.5	3
ENSG00000060749	QSER1									6536		6536	2
ENSG00000060762	MPC1	2680		1701			5920	1604	4582			3297.4	6
ENSG00000060971	ACAA1			3491			5956		4369	4351	2765	4186.4	6
ENSG00000060982	BCAT1	1887	793	2487	1180	1615	1462	4164	1345	1680		1845.88888888889	10
ENSG00000061676	NCKAP1	1015	1566	1076	2041	1299	2094	1104	553	774	1123	1264.5	11
ENSG00000061794	MRPS35	4645	2950	3607		3583	3353	3353	3264	3859	1769	3375.88888888889	10
ENSG00000061918	GUCY1B1	940	1074	678	1875	481	538	372	405	398	536	729.7	11
ENSG00000061938	TNK2	4609	2932			3459	3227	3291	4915	2526	2665	3453	9
ENSG00000061987	MON2	4728				4782	5039	4740	5610	6196		5182.5	7
ENSG00000062194	GPBP1	4017	3026	2746		3118	4918	4175	4466	4115	2678	3695.44444444444	10
ENSG00000062485	CS	1732	2466	2778	2799	2676	3704	2907	1538	2214	2437	2525.1	11
ENSG00000062582	MRPS24			2825	2660	2555	3537	2549	2253	3526		2843.57142857143	8
ENSG00000062598	ELMO2	4684					5806		5153	6965		5652	5
ENSG00000062716	VMP1			2728	2923	2578	4560		3699	3639	1181	3044	8
ENSG00000062725	APPBP2			3037		5971	4193		5333	5894		4885.6	6
ENSG00000063015	SEZ6		315			2231	1194	1711				1362.75	5
ENSG00000063046	EIF4B	2575	1828	1499	1735	2255	3956	4288	3401	3597	1995	2712.9	11
ENSG00000063177	RPL18	964	809	943	1132	785	1398	877	942	2061	764	1067.5	11
ENSG00000063180	CA11	3119	438	1754	1491	3484	1889	2268	2542	2934	2913	2283.2	11
ENSG00000063241	ISOC2	4647				4032	5671		4763	5317		4886	6
ENSG00000063244	U2AF2							5035		6146		5590.5	3
ENSG00000063245	EPN1	1986	2633	3693	3920	4296	4757	2070	3498	2334	3172	3235.9	11
ENSG00000063322	MED29	3725	1299	3119	3436	3976	3797	3450	4330	2760		3321.33333333333	10
ENSG00000063660	GPC1	3411		3982	3413	3427	2345	1853	2264	2384	2072	2794.55555555556	10
ENSG00000063854	HAGH	902	2212	1575	1017	1728	1503	1638	1364	2251	1501	1569.1	11
ENSG00000063978	RNF4			3329			5861	4948	5588	6641		5273.4	6
ENSG00000064042	LIMCH1	1432	2573	1568	1868	4326	3482	3070	5508	6999		3425.11111111111	10
ENSG00000064115	TM7SF3	3654	2659		3651	3437	3089	3844	5259	5796	2452	3760.11111111111	10
ENSG00000064199	SPA17					4657	4473		1842	1235		3051.75	5
ENSG00000064300	NGFR		73			36	15		271	170		113	6
ENSG00000064393	HIPK2	682	1310	639	994	2956	1673	1031	2788	4717	1172	1796.2	11
ENSG00000064419	TNPO3				2742			4428				3585	3
ENSG00000064490	RFXANK									6582		6582	2
ENSG00000064601	CTSA	2290		3622	3446	4656	3904	3899	2910	3079		3475.75	9
ENSG00000064607	SUGP2	1701		2921	3779	3578	2235	1984	2329	1825	1983	2481.66666666667	10
ENSG00000064651	SLC12A2	586	2503	342	1883	5033	3060	541	2873	3584		2267.22222222222	10
ENSG00000064726	BTBD1					4408	5578	3835	4097	4202		4424	6
ENSG00000064787	BCAS1	97	1293	111	387	1020	733	125	431	458	179	483.4	11
ENSG00000064886	CHI3L2			196								196	2
ENSG00000064989	CALCRL					198	109		427	158		223	5
ENSG00000065000	AP3D1	2236	1796	2215	3402	1753	1888	1956	1577	2441	2248	2151.2	11
ENSG00000065054	SLC9A3R2						5225		4404	4344		4657.66666666667	4
ENSG00000065150	IPO5	3849			2912	4361	4577	4374	4459	5571		4300.42857142857	8
ENSG00000065154	OAT	1763	772	1788	1471	1407	3001	1446	1613	1577	1578	1641.6	11
ENSG00000065361	ERBB3							762				762	2
ENSG00000065427	KARS	2793		3101		4005	4906	3052	3012	4060	2845	3471.75	9
ENSG00000065518	NDUFB4	760	1164	1014	360	932	1919	745	1045	1008	612	955.9	11
ENSG00000065526	SPEN								5553	6788		6170.5	3
ENSG00000065534	MYLK	307		157			914	793	788	1006		660.833333333333	7
ENSG00000065548	ZC3H15	2282	3195	2118	3543	2505	2028	1423	3048	3470	2738	2635	11
ENSG00000065559	MAP2K4	1314	1221	1165	1338	1223	910	961	849	838	1264	1108.3	11
ENSG00000065600	PACC1							1628				1628	2
ENSG00000065609	SNAP91	668	773	622	1616	576	560	486	372	475	695	684.3	11
ENSG00000065613	SLK		1358	3482			6051					3630.33333333333	4
ENSG00000065665	SEC61A2	1328	1184		2111	1632	1547	2534	2497	2965	2197	1999.44444444444	10
ENSG00000065717	TLE2						2952	2045				2498.5	3
ENSG00000065802	ASB1				2062	3258				5862		3727.33333333333	4
ENSG00000065809	FAM107B	728	3006	303	1068	3319	1864	439	1874	2921		1724.66666666667	10
ENSG00000065833	ME1	1751		3200	1371	4112	4014	2357	1924	2034	3061	2647.11111111111	10
ENSG00000065883	CDK13				3146	5720	5006		5049	6985		5181.2	6
ENSG00000065911	MTHFD2			1920								1920	2
ENSG00000065923	SLC9A7	1395	1265	1283	2297	2169	1313	1522	1220	1493	1283	1524	11
ENSG00000065978	YBX1	1817		1027	3454	875	1067	2071	2504	3609	2125	2061	10
ENSG00000065989	PDE4A					3278	2777					3027.5	3
ENSG00000066027	PPP2R5A							4482		5782		5132	3
ENSG00000066032	CTNNA2	4077	3067	1645		4562	3179	1002	1858	2417		2725.875	9
ENSG00000066044	ELAVL1	3736	2617	3800		5721		4246	4711	4532	2834	4024.625	9
ENSG00000066084	DIP2B	4436	3134	3027	3441			3285	4864			3697.83333333333	7
ENSG00000066136	NFYC						6140					6140	2
ENSG00000066248	NGEF		53			2643	1890	1240		2825		1730.2	6
ENSG00000066322	ELOVL1	305		138				257	1299	1673		734.4	6
ENSG00000066382	MPPED2	1877	2180		1226	2573	2275		2431	1318		1982.85714285714	8
ENSG00000066422	ZBTB11	3432	2994	3338		4321	3408			5122		3769.16666666667	7
ENSG00000066468	FGFR2	765		525			670	401	1732	2018		1018.5	7
ENSG00000066557	LRRC40					4734	4279			6535		5182.66666666667	4
ENSG00000066583	ISOC1	3808	931	2314	2290	2239	1587	3336	3141	2847		2499.22222222222	10
ENSG00000066651	TRMT11									6616		6616	2
ENSG00000066654	THUMPD1			3745		4585	3695	4507	4624	5756		4485.33333333333	7
ENSG00000066739	ATG2B	3927				3787	5652	3647	4484	4812		4384.83333333333	7
ENSG00000066777	ARFGEF1	4330					4760			6661		5250.33333333333	4
ENSG00000066926	FECH					5776						5776	2
ENSG00000066933	MYO9A	4522				5688	6095			6067		5593	5
ENSG00000067048	DDX3Y	2641			1966							2303.5	3
ENSG00000067057	PFKP	635	370	569	827	405	380	320	508	626	524	516.4	11
ENSG00000067064	IDI1	1376	813	951	3014	1638	1927	1595	2234	1950	884	1638.2	11
ENSG00000067082	KLF6	2360		3194					3821	3397	1602	2874.8	6
ENSG00000067113	PLPP1	4202				3343	1758	3634	4273	4135		3557.5	7
ENSG00000067141	NEO1							3477				3477	2
ENSG00000067167	TRAM1			3476	2382	1062	1142	5032	3384	2380		2694	8
ENSG00000067182	TNFRSF1A			2074						3925		2999.5	3
ENSG00000067191	CACNB1	3147			3759	4364	3774	2135		2721		3316.66666666667	7
ENSG00000067208	EVI5			3856		5040				6851		5249	4
ENSG00000067221	STOML1	1792		2625	2211	2457	2401	1163	1729	2448	1965	2087.88888888889	10
ENSG00000067225	PKM	290	1152	396	1196	693	929	414	217	285	621	619.3	11
ENSG00000067334	DNTTIP2			3582		5080	5596		5725			4995.75	5
ENSG00000067369	TP53BP1	1276	1046	2369	1264	1590	2475	1508	1276	1249	1183	1523.6	11
ENSG00000067445	TRO	1417	712	1536	1526	1413	1196	1119	1507	1873	1052	1335.1	11
ENSG00000067560	RHOA	2054	1365	1254	3878	1713	1960	2046	2251	3755	1575	2185.1	11
ENSG00000067606	PRKCZ	1533	1911	2102	2918	1419	1207	1867	1721	1211	1498	1738.7	11
ENSG00000067704	IARS2					4989		4586	3940	4024		4384.75	5
ENSG00000067715	SYT1	84	182	114	293	81	96	25	66	79	139	115.9	11
ENSG00000067829	IDH3G	4333		2904		3873	5260	2558	4008	4453		3912.71428571429	8
ENSG00000067836	ROGDI	3187		2868	3387	3175	2388	1980	5328	4928	2506	3305.22222222222	10
ENSG00000067840	PDZD4		1652	2539	2968	2958	3504	2277	3396	4877		3021.375	9
ENSG00000067842	ATP2B3					3383	2437					2910	3
ENSG00000067900	ROCK1	3130		3220	3813		4885		5350			4079.6	6
ENSG00000067992	PDK3		2947	2710		4322	3266	3235	4358	2916		3393.42857142857	8
ENSG00000068001	HYAL2									4473		4473	2
ENSG00000068024	HDAC4	4130					3926			4101		4052.33333333333	4
ENSG00000068078	FGFR3	1764	416	1394	1441	2144	1231	1270	1510	796	2454	1442	11
ENSG00000068120	COASY				3771					6578		5174.5	3
ENSG00000068305	MEF2A			3470	3261	4601	3743			5447		4104.4	6
ENSG00000068308	OTUD5	3782	2353	3994		5407	4886	3128	3903	3512	2532	3721.88888888889	10
ENSG00000068323	TFE3				2626			3595	4402	4773	1672	3413.6	6
ENSG00000068366	ACSL4	1342	2156	1600	1266	1664	1713	728	1621	2324	2200	1661.4	11
ENSG00000068383	INPP5A		1182				5453			4200		3611.66666666667	4
ENSG00000068394	GPKOW									5325		5325	2
ENSG00000068400	GRIPAP1	4512		3240		2779	3224	2502	3188	2792	2758	3124.375	9
ENSG00000068438	FTSJ1									5848		5848	2
ENSG00000068615	REEP1	422	1139	957	836	649	637	627	305	338	1036	694.6	11
ENSG00000068697	LAPTM4A	1138	564	1501	1328	936	1260	1769	1484	1018	1253	1225.1	11
ENSG00000068745	IP6K2	2676	1881	1396	1784	2744	2692	2835	1491	1549	3075	2212.3	11
ENSG00000068796	KIF2A			4010	3325	5516	5708	4659				4643.6	6
ENSG00000068885	IFT80						5375			5043		5209	3
ENSG00000068903	SIRT2	1384		454		5297	3367	405	1593	2849	1070	2052.375	9
ENSG00000068912	ERLEC1	1655	1926	2596	810	1582	1805	1586	1710	1158	1252	1608	11
ENSG00000068971	PPP2R5B	3617	2823	2911		2902	2792	2452	2989	2531		2877.125	9
ENSG00000069020	MAST4		1554			4809	3499	3617	4343	4855		3779.5	7
ENSG00000069248	NUP133					5171	6057			5502		5576.66666666667	4
ENSG00000069275	NUCKS1	1840	2549	998		3033	5048	2355	2599	4170	2008	2733.33333333333	10
ENSG00000069329	VPS35	1209	641	1333	1019	1129	1204	601	1067	786	1148	1013.7	11
ENSG00000069345	DNAJA2	2092	2256	2505	2568	2073	3118	3039	1264	2556	2048	2351.9	11
ENSG00000069424	KCNAB2	2790	1162	2165	1517	2284	2325	1703	1565	1882	1714	1910.7	11
ENSG00000069482	GAL	20	16	50	5	10	19	155	45	56	75	45.1	11
ENSG00000069509	FUNDC1		2759		1990	2963	3780	3016	2778	3821	3127	3029.25	9
ENSG00000069535	MAOB	1076	460	905	2948	1935	1344	98	2544	2260	574	1414.4	11
ENSG00000069702	TGFBR3						2680			2446		2563	3
ENSG00000069849	ATP1B3	1066	853	1518	2791	2391	1692	1247	1482	1810	293	1514.3	11
ENSG00000069956	MAPK6		2099	2499		2223	3084	3273	3799	3571		2935.42857142857	8
ENSG00000069966	GNB5	1087	2281	1491	2372	1177	1670	1034	832	1126	1982	1505.2	11
ENSG00000069974	RAB27A						476			930		703	3
ENSG00000070010	UFD1	4321		3305		5752	4111	3912		5138		4423.16666666667	7
ENSG00000070018	LRP6									5878		5878	2
ENSG00000070061	ELP1	4100	1904	2422	1852	1986	1712	2562	2361	2558	2507	2396.4	11
ENSG00000070081	NUCB2	1601		2720	3569	3027	2611	4496	4401	2844		3158.625	9
ENSG00000070087	PFN2	1197	1226	531	1872	1031	1125	864	1206	1244	1208	1150.4	11
ENSG00000070214	SLC44A1	199	2522	297	681	899	506	227	1442	2383	648	980.4	11
ENSG00000070366	SMG6									5445		5445	2
ENSG00000070367	EXOC5	4542	2313	3756	2462	2988	4550	4346	5021	4061		3782.11111111111	10
ENSG00000070413	DGCR2	1422	1359	1437	1187	2917	1542	1569	2481	1711	2064	1768.9	11
ENSG00000070423	RNF126					4578	4896	4854	5463	5348		5027.8	6
ENSG00000070444	MNT						5104					5104	2
ENSG00000070610	GBA2	3260	1721	4032		4951	3106	2624	2440	2668		3100.25	9
ENSG00000070614	NDST1							4139				4139	2
ENSG00000070718	AP3M2	2069	1225	1869	2398	2972	1569	1493	1644	1363	1462	1806.4	11
ENSG00000070729	CNGB1						1883					1883	2
ENSG00000070756	PABPC1	236	1467	541		184	318	958	690	722	411	614.111111111111	10
ENSG00000070761	CFAP20	2037		1419	2600	2636	2121	3306	2101	1895	1783	2210.88888888889	10
ENSG00000070770	CSNK2A2	3327					6208			6755		5430	4
ENSG00000070785	EIF2B3									5522		5522	2
ENSG00000070808	CAMK2A	576	584	405	227	1111	873	599	480	768	926	654.9	11
ENSG00000070831	CDC42	2243	861	1658	1886	1206	1343	1285	2047	2169	1324	1602.2	11
ENSG00000070961	ATP2B1	1143	95	1102	1033	1581	1820	574	1190	1373	1114	1102.5	11
ENSG00000071054	MAP4K4	508		1214	2613	4616	2450	639	2458	2770		2158.5	9
ENSG00000071073	MGAT4A		2830			5032	4364	4996		6590		4762.4	6
ENSG00000071082	RPL31	949	936	589	555	559	988	1045	1004	1976	1186	978.7	11
ENSG00000071127	WDR1	3236	668	2545	2280	2981	2652	1375	3574	4652	1803	2576.6	11
ENSG00000071189	SNX13					5766			5380	6188		5778	4
ENSG00000071242	RPS6KA2	2894		1360	3809	3698	3361	2732	4947	4892	2153	3316.22222222222	10
ENSG00000071462	BUD23	2617	2881	3452	1789	2570	4525	3701	2864	3678	2407	3048.4	11
ENSG00000071537	SEL1L	4331	2972			4003	3206	2816	4818	6135		4040.14285714286	8
ENSG00000071553	ATP6AP1	974	1477	1225	1570	1099	1146	985	927	1019	1275	1169.7	11
ENSG00000071575	TRIB2						3185			2130		2657.5	3
ENSG00000071655	MBD3								5160	6474		5817	3
ENSG00000071794	HLTF		3235		2172	2687	4472		5023	4692	2186	3495.28571428571	8
ENSG00000071859	FAM50A	4037				5741	4748	4593	3975	6646		4956.66666666667	7
ENSG00000071889	FAM3A	2904				5913	5979		5728	5178		5140.4	6
ENSG00000071894	CPSF1					4936	5339		5196	4646		5029.25	5
ENSG00000071967	CYBRD1					439	225	3865	2554	2095		1835.6	6
ENSG00000071994	PDCD2					5431	3646	4231	4103	5752		4632.6	6
ENSG00000072041	SLC6A15	754	919	3193	2500	1127	1093	780	616	969	1173	1312.4	11
ENSG00000072042	RDH11	4310	2078	2400	3886	4540	4963	2964	5618	6181	2748	3968.8	11
ENSG00000072062	PRKACA	884	605	1320	1954	1606	1526	1126	1201	1542	1445	1320.9	11
ENSG00000072071	ADGRL1	1535		1868	1559	2091	1899	1655	2623	2273	1316	1868.77777777778	10
ENSG00000072110	ACTN1	1735	1506	1588	1674	1543	1163	1898	1720	1975	952	1575.4	11
ENSG00000072134	EPN2					5244		2338	4829	6986		4849.25	5
ENSG00000072135	PTPN18									6538		6538	2
ENSG00000072195	SPEG						3580					3580	2
ENSG00000072210	ALDH3A2	3367		3889	3859	4895	1740	3875	3351	3399		3546.875	9
ENSG00000072274	TFRC	4304		3692		4133	4263			6968	3182	4423.66666666667	7
ENSG00000072310	SREBF1	3936		3439		3330	3697	4675	3581	2869		3646.71428571429	8
ENSG00000072364	AFF4	2619	2167	3118	3291	3991	3518	2817	3572	3518	1465	3007.6	11
ENSG00000072401	UBE2D1						5481					5481	2
ENSG00000072415	MPP5		2332	2844		4261	3469	4312	3823	4486		3646.71428571429	8
ENSG00000072506	HSD17B10		2754		1334	2869	6044		3310	4094		3400.83333333333	7
ENSG00000072778	ACADVL	3904	1437			2251	2481	2616	1699	1601	1337	2165.75	9
ENSG00000072803	FBXW11		2906	3030	3936	2939	3972	2673	3093	3568		3264.625	9
ENSG00000072818	ACAP1			2919		4029	5921		2946	3011		3765.2	6
ENSG00000072832	CRMP1	570	2098	597	646	925	824	425	684	576	545	789	11
ENSG00000072849	DERL2					5907	5644		5390	5617		5639.5	5
ENSG00000072952	MRVI1			965	3200				5645	3833		3410.75	5
ENSG00000072954	TMEM38A				2349	4541	4668			5929		4371.75	5
ENSG00000072958	AP1M1	4358	2312	3084		4104	3260	1796	3769	3005	3067	3195	10
ENSG00000073008	PVR						5307					5307	2
ENSG00000073060	SCARB1					4449	5981			6031		5487	4
ENSG00000073150	PANX2				2827	4688	4891			3162		3892	5
ENSG00000073464	CLCN4		2871	3771	2720	4381	3371	4697	4458	5051	1688	3667.55555555556	10
ENSG00000073578	SDHA			3025		4962	4951	4550	3472	3422		4063.66666666667	7
ENSG00000073584	SMARCE1				2733	4232	5822	4956	5116	5733		4765.33333333333	7
ENSG00000073712	FERMT2								5311	6150		5730.5	3
ENSG00000073803	MAP3K13	4556				5711	4220	5006		4360		4770.6	6
ENSG00000073849	ST6GAL1								4779			4779	2
ENSG00000073910	FRY	3030		2481	3098	3545	3760	1775	1751	3347	2909	2855.11111111111	10
ENSG00000073921	PICALM	3980		3042		4506		1896				3356	5
ENSG00000073969	NSF	231	467	97	197	130	138	91	81	105	190	172.7	11
ENSG00000074054	CLASP1	1809	2668	1956	2915	2983	4005	2461	2336	2789	2317	2623.9	11
ENSG00000074071	MRPS34	3001	3073	3627		3672	5249	4726	4090	6195	3177	4090	10
ENSG00000074181	NOTCH3					3567	4464		4154	3705		3972.5	5
ENSG00000074201	CLNS1A	4250	2768	3943		3898	3615	3879	2866	3186	2497	3433.55555555556	10
ENSG00000074211	PPP2R2C	1536	2449	1111	3408	1574	2080	1649	2093	1091	1487	1847.8	11
ENSG00000074317	SNCB	1110	527	497	219	456	311	271	289	182	328	419	11
ENSG00000074319	TSG101	2795	2669	3685	1895	4783	5167	3520	3803	3699	2795	3481.1	11
ENSG00000074416	MGLL						4389		4789	6038		5072	4
ENSG00000074527	NTN4					653	771					712	3
ENSG00000074582	BCS1L					5442	5853			6865		6053.33333333333	4
ENSG00000074603	DPP8			3781	3478					6169		4476	4
ENSG00000074657	ZNF532					3372	4183		5343	6680		4894.5	5
ENSG00000074695	LMAN1	3114	1999	3249	852	1221	957		2560	1477	2530	1995.44444444444	10
ENSG00000074696	HACD3	723	263	710	1548	702	767	524	710	900	644	749.1	11
ENSG00000074800	ENO1	1083	1126	805	2800	2028	2248	849	759	1168	960	1382.6	11
ENSG00000074842	MYDGF	955	920	2346	958	1823	2238	3293	1838	2842	2642	1985.5	11
ENSG00000074855	ANO8									6431		6431	2
ENSG00000074935	TUBE1						4554			5061		4807.5	3
ENSG00000074964	ARHGEF10L									4596		4596	2
ENSG00000075035	WSCD2				1018	2117	1337			2097		1642.25	5
ENSG00000075043	KCNQ2	2038	2315	2002		3411	2778	1251	1252	1836	1906	2087.66666666667	10
ENSG00000075089	ACTR6	2422	3020		2092	2289	3865	3262	3404	3205	1619	2797.55555555556	10
ENSG00000075142	SRI	1504	486	1057	629	1602	2595	1079	1325	1197	783	1225.7	11
ENSG00000075151	EIF4G3	2554	2787	2770	3576	2484	2515	4321	2664	2377		2894.22222222222	10
ENSG00000075223	SEMA3C	2855			1759			1181	4497			2573	5
ENSG00000075239	ACAT1	3797	3086	3296	3173	3803	4504	4819	2657	3647		3642.44444444444	10
ENSG00000075240	GRAMD4									3631		3631	2
ENSG00000075292	ZNF638	3744	2795	3180	3796	4290	5517	2902	4351	4394		3885.44444444444	10
ENSG00000075303	SLC25A40							4061				4061	2
ENSG00000075336	TIMM21					5912		4361	4077	6784		5283.5	5
ENSG00000075340	ADD2	2508	3262	1685	1686	1665	1897	1062	1625	1083	1601	1807.4	11
ENSG00000075399	VPS9D1					5456	3668			3381		4168.33333333333	4
