"label" "pval" "genesource_alldxes_domain_FDR" "signature" "geneset" "overlap" "background" "hits" "spdomain_sex" "genesource" "globalfdr"
"766" "AD" 0.79 1 224 326 5 11111 "SLC8B1,HBEGF,SPPL2A,TNFRSF21,FCGRT" "x7_FemUp" "twas" 1
"767" "BMI" 0.9 1 224 3438 61 11111 "RRAS,FCGRT,RNF5,TTLL4,TGFBR2,SMIM1,NINJ2,BAK1,PDE6D,PYGM,DBI,CCDC57,CARD19,MYH9,RALGDS,IFI27,FBRS,MUSTN1,MYL12A,CNN3,TNFRSF21,TIMP4,B3GNT9,ITGA7,BEST1,ENTPD5,S100A11,DDR1,TNFRSF1A,MGP,SMIM30,HBEGF,TIMM23B,COL18A1,MRPL53,PRORP,HLA-F,PLPP1,SERPING1,JPX,RNF185,EIF4EBP3,YBEY,ITM2B,MDFIC,CC2D1B,SLC2A1,RAMP2,GNG11,STAT6,ZNF384,ANXA5,PPDPF,PRMT3,ABHD4,GSN,TNC,TMEM59,RFLNB,FNTB,TAGLN" "x7_FemUp" "twas" 1
"768" "BIP" 0.97 1 224 165 1 11111 "MUSTN1" "x7_FemUp" "twas" 1
"769" "MDD" 0.99 1 224 242 1 11111 "MGP" "x7_FemUp" "twas" 1
"770" "Lefthanded" 1 1 224 8 0 11111 "" "x7_FemUp" "twas" 1
"771" "GAD" 1 1 224 8 0 11111 "" "x7_FemUp" "twas" 1
"772" "TS" 1 1 224 4 0 11111 "" "x7_FemUp" "twas" 1
"773" "Anorexia" 1 1 224 15 0 11111 "" "x7_FemUp" "twas" 1
"774" "AUD" 1 1 224 1 0 11111 "" "x7_FemUp" "twas" 1
"775" "BMI" 0.17 1 338 4112 100 15158 "AXIN2,TM6SF1,NCSTN,MVP,SMN2,GABRD,MLXIP,TDRD9,DUSP14,ATXN2L,SOCS1,IL1R2,HSD3B7,BMP2,CCDC39,KCNH3,MMRN2,HAPLN4,ZDHHC19,SIPA1L2,PROS1,DBI,RGL2,KDM6A,CALN1,VPS37B,TPM2,SERPINF1,CROCC,PHF12,MLLT10,PPP4C,OPLAH,MCRS1,RAB37,HAT1,ATN1,EIF4A3,RGS14,A4GALT,CEBPD,GIMAP7,HRH1,SHISAL2B,CORO1B,DAPL1,ABHD17A,MGP,IL18R1,IKZF4,TMEM158,ANTXR2,DNALI1,ALKAL2,TGM2,MTA1,EPHB6,YBX1,HLA-F,IFI30,CNTNAP1,MRI1,CMTM6,CCBE1,SEMA4B,TANC1,JPX,SBNO2,PRDM8,GRAMD4,COL21A1,HSD17B7,RPGR,FAM66D,ENSA,TMEM216,CTHRC1,NKAIN2,FXYD5,RAMP2,ZC3H7A,COL8A2,SERPINE2,VGF,LEF1,KHSRP,ANXA5,SMIM15,SHISA9,IL18BP,TNXB,PANK4,TNFAIP3,LTBR,NPY,EWSR1,KLF9,TAGLN,IFNGR1,SH2D5" "x8_FemUp" "twas" 0.936261127596439
"776" "SCZ" 0.29 1 338 1206 30 15158 "CCDC39,ATF4,CCDC122,HLA-C,HLA-F,TEAD4,HAPLN4,SEMA4B,TH,TDRD9,VGF,BTBD1,PPP4C,STAB1,MVP,NES,COL8A2,RGL2,CALN1,FAM221A,CD14,KCNG2,MLXIP,EIF4EBP1,HSD3B7,TNXB,RAMP3,ZDHHC19,ENSA,GALNT2" "x8_FemUp" "twas" 1
"777" "Anorexia" 0.32 1 338 17 1 15158 "IKZF4" "x8_FemUp" "twas" 1
"778" "ADHD" 0.56 1 338 545 12 15158 "CROCC,SPEF1,RASSF3,RAB37,CLDN5,SEMA4B,VWF,EVA1B,MCRS1,VWA1,ANTXR2,MVP" "x8_FemUp" "twas" 1
"779" "MDD" 0.81 1 338 304 5 15158 "GCH1,KCNG2,HLA-C,MGP,HSD3B7" "x8_FemUp" "twas" 1
"780" "BIP" 0.95 1 338 214 2 15158 "HAPLN4,HSD3B7" "x8_FemUp" "twas" 1
"781" "AD" 0.96 1 338 414 5 15158 "HSD3B7,CD14,MAPK8IP1,TPM2,POLR2G" "x8_FemUp" "twas" 1
"782" "ASD" 1 1 338 43 0 15158 "" "x8_FemUp" "twas" 1
"783" "Lefthanded" 1 1 338 9 0 15158 "" "x8_FemUp" "twas" 1
"784" "GAD" 1 1 338 10 0 15158 "" "x8_FemUp" "twas" 1
"785" "TS" 1 1 338 4 0 15158 "" "x8_FemUp" "twas" 1
"786" "AUD" 1 1 338 2 0 15158 "" "x8_FemUp" "twas" 1
"787" "SCZ" 0.21 1 206 1121 21 13258 "SLC12A4,GPER1,MUSTN1,NMB,HLA-F,LPCAT4,MRPL2,BTBD1,APH1A,HLA-E,PPM1M,MOG,STAB1,SERPING1,RPL10,LCAT,ESAM,RRAS,TIMM10,GTPBP2,ENSA" "x9_FemUp" "twas" 0.99175572519084
"788" "AD" 0.53 1 206 376 6 13258 "DMPK,CD34,LACTB2,FAM241A,CTSH,MRPL15" "x9_FemUp" "twas" 1
"789" "BIP" 0.58 1 206 194 3 13258 "MUSTN1,PPM1M,NMB" "x9_FemUp" "twas" 1
"790" "BMI" 0.78 1 206 3829 55 13258 "TM6SF1,RRAS,LTBP3,MRPL2,SULT1A1,SOCS1,CD151,NDUFB3,PDE6D,URM1,PPM1M,ABHD3,IFI27,DGLUCY,MUSTN1,LSR,BLVRB,CTSL,MYL12A,RBM38,ZSWIM4,ATN1,BEST1,S100A11,MGP,ISLR,CA2,MRPS18C,SLC38A5,ALKAL2,SPP1,TGM2,HLA-F,DECR2,SRSF5,SERPING1,JPX,ARHGEF1,XAB2,ENSA,ITM2B,SLC2A1,HYAL2,FXYD5,RAMP2,HLA-E,GNG11,REXO2,ANXA5,PPDPF,NDUFA6,TNC,TMEM59,IFNGR1,LMNA" "x9_FemUp" "twas" 1
"791" "ADHD" 0.8 1 206 507 6 13258 "VIM,CA2,LRRC32,CLDN5,VWF,VWA1" "x9_FemUp" "twas" 1
"792" "MDD" 0.99 1 206 276 1 13258 "MGP" "x9_FemUp" "twas" 1
"793" "ASD" 1 1 206 43 0 13258 "" "x9_FemUp" "twas" 1
"794" "Lefthanded" 1 1 206 9 0 13258 "" "x9_FemUp" "twas" 1
"795" "GAD" 1 1 206 11 0 13258 "" "x9_FemUp" "twas" 1
"796" "TS" 1 1 206 4 0 13258 "" "x9_FemUp" "twas" 1
"797" "Anorexia" 1 1 206 17 0 13258 "" "x9_FemUp" "twas" 1
"798" "AUD" 1 1 206 1 0 13258 "" "x9_FemUp" "twas" 1
"799" "AD" 0.034 0.41 65 298 5 10709 "BIN1,LACTB2,DACT3,PYDC1,TPM2" "x10_FemUp" "twas" 0.49688188976378
"800" "SCZ" 0.33 1 65 931 7 10709 "SLC35G2,LPCAT4,HLA-A,VPS37A,DIRAS1,SPA17,GDPD1" "x10_FemUp" "twas" 1
"801" "BMI" 0.48 1 65 3192 20 10709 "SLC35G2,GDPD1,SULT1A1,NDUFB3,DIRAS1,PYDC1,NDUFA4,CHPT1,TPM2,UTP4,SERPINF1,HLA-A,ARHGEF11,CAMKMT,DACT3,SLC6A1,JPX,BABAM2,CD47,EWSR1" "x10_FemUp" "twas" 1
"802" "ADHD" 1 1 65 406 0 10709 "" "x10_FemUp" "twas" 1
"803" "ASD" 1 1 65 35 0 10709 "" "x10_FemUp" "twas" 1
"804" "Lefthanded" 1 1 65 8 0 10709 "" "x10_FemUp" "twas" 1
"805" "MDD" 1 1 65 221 0 10709 "" "x10_FemUp" "twas" 1
"806" "BIP" 1 1 65 156 0 10709 "" "x10_FemUp" "twas" 1
"807" "GAD" 1 1 65 9 0 10709 "" "x10_FemUp" "twas" 1
"808" "TS" 1 1 65 4 0 10709 "" "x10_FemUp" "twas" 1
"809" "Anorexia" 1 1 65 14 0 10709 "" "x10_FemUp" "twas" 1
"810" "AUD" 1 1 65 1 0 10709 "" "x10_FemUp" "twas" 1
"811" "MDD" 0.24 1 44 190 2 8916 "SYVN1,AQP1" "x11_FemUp" "twas" 1
"812" "BMI" 0.32 1 44 2854 16 8916 "ETAA1,SYVN1,CALN1,CRISPLD1,IFI27,MYL12A,LRIG1,GNG7,TYW1,RBM7,POC1B,C18orf25,WASHC5,ANXA5,SUSD6,FNTB" "x11_FemUp" "twas" 1
"813" "SCZ" 0.77 1 44 805 3 8916 "GNG7,CALN1,POC1B" "x11_FemUp" "twas" 1
"814" "ADHD" 1 1 44 365 0 8916 "" "x11_FemUp" "twas" 1
"815" "AD" 1 1 44 247 0 8916 "" "x11_FemUp" "twas" 1
"816" "ASD" 1 1 44 31 0 8916 "" "x11_FemUp" "twas" 1
"817" "Lefthanded" 1 1 44 5 0 8916 "" "x11_FemUp" "twas" 1
"818" "BIP" 1 1 44 125 0 8916 "" "x11_FemUp" "twas" 1
"819" "GAD" 1 1 44 5 0 8916 "" "x11_FemUp" "twas" 1
"820" "TS" 1 1 44 1 0 8916 "" "x11_FemUp" "twas" 1
"821" "Anorexia" 1 1 44 12 0 8916 "" "x11_FemUp" "twas" 1
"822" "AUD" 1 1 44 1 0 8916 "" "x11_FemUp" "twas" 1
"823" "AD" 0.1 1 41 196 3 7092 "HLA-DRB1,ERCC1,TPM2" "x12_FemUp" "twas" 0.754471544715447
"824" "MDD" 0.21 1 41 148 2 7092 "HLA-C,CLIC1" "x12_FemUp" "twas" 0.99175572519084
"825" "SCZ" 0.31 1 41 640 5 7092 "HLA-C,CLIC1,HLA-A,SERPING1,HLA-DRB1" "x12_FemUp" "twas" 1
"826" "BMI" 0.45 1 41 2284 14 7092 "BCL7C,TPM2,MYL12A,HLA-A,ERCC1,S100A11,HSPB1,COL18A1,NPC2,LGALS3,SERPING1,ANXA5,CLIC1,TAGLN" "x12_FemUp" "twas" 1
"827" "ADHD" 0.81 1 41 277 1 7092 "VIM" "x12_FemUp" "twas" 1
"828" "ASD" 1 1 41 23 0 7092 "" "x12_FemUp" "twas" 1
"829" "Lefthanded" 1 1 41 5 0 7092 "" "x12_FemUp" "twas" 1
"830" "BIP" 1 1 41 100 0 7092 "" "x12_FemUp" "twas" 1
"831" "GAD" 1 1 41 2 0 7092 "" "x12_FemUp" "twas" 1
"832" "TS" 1 1 41 1 0 7092 "" "x12_FemUp" "twas" 1
"833" "Anorexia" 1 1 41 9 0 7092 "" "x12_FemUp" "twas" 1
"834" "AUD" 1 1 41 1 0 7092 "" "x12_FemUp" "twas" 1
"835" "SCZ" 0.011 0.13 280 1191 34 14716 "GPN3,MUSTN1,HLA-F,RCN3,HAPLN4,KCTD13,LPCAT4,SEMA4B,RNF5,SCAF1,BTBD1,TAPBP,MVP,NES,SPA17,SERPING1,COL8A2,RGL2,FAM221A,CD14,KCNG2,PPM1G,ABCC8,TRMT61B,MYO1C,ATP8B2,TAP2,EGFL8,PSMB8-AS1,TNXB,DNPH1,ASTN1,ENSA,GALNT2" "x13_FemUp" "twas" 0.279671232876712
"836" "ADHD" 0.45 1 280 539 11 14716 "ABCC8,CROCC,SPEF1,CA2,CLDN5,SEMA4B,CCDC24,VWF,VWA1,MXRA8,MVP" "x13_FemUp" "twas" 1
"837" "AD" 0.79 1 280 407 6 14716 "COG4,ARHGAP29,LIMS2,RPL4,SIX5,CD14" "x13_FemUp" "twas" 1
"838" "BIP" 0.92 1 280 213 2 14716 "HAPLN4,MUSTN1" "x13_FemUp" "twas" 1
"839" "BMI" 0.97 1 280 4042 64 14716 "TRMT61B,ILVBL,MVP,VPS51,ATXN2L,RNF5,SOCS1,EHBP1L1,TAP2,FMC1,HAPLN4,GTF2IRD2B,SIPA1L2,PROS1,HAAO,DBI,RGL2,KCTD13,KDM6A,COG4,MUSTN1,CROCC,GPN3,BLVRB,MYL12A,ZNF467,ATN1,B3GNT9,EIF4A3,TMEM43,S100A11,UBA1,PLEKHH3,ISLR,CA2,PPM1G,SLC38A3,SNHG19,TGM2,HLA-F,IFI30,CAVIN1,TAPBP,SEMA4B,SERPING1,JPX,RPGR,ENSA,TMEM216,SLC9A3R2,ASTN1,CREG1,CFAP99,ACAT1,FXYD5,TP53I13,RAMP2,COL8A2,FRS3,ANXA5,TNXB,DENND5A,LTBR,TAGLN" "x13_FemUp" "twas" 1
"840" "MDD" 0.98 1 280 296 2 14716 "GTF2IRD2B,KCNG2" "x13_FemUp" "twas" 1
"841" "ASD" 1 1 280 43 0 14716 "" "x13_FemUp" "twas" 1
"842" "Lefthanded" 1 1 280 9 0 14716 "" "x13_FemUp" "twas" 1
"843" "GAD" 1 1 280 10 0 14716 "" "x13_FemUp" "twas" 1
"844" "TS" 1 1 280 4 0 14716 "" "x13_FemUp" "twas" 1
"845" "Anorexia" 1 1 280 17 0 14716 "" "x13_FemUp" "twas" 1
"846" "AUD" 1 1 280 1 0 14716 "" "x13_FemUp" "twas" 1
"847" "ASD" 0.2 1 271 31 2 10147 "MLF1,ANXA1" "x14_FemUp" "twas" 0.99175572519084
"848" "Anorexia" 0.3 1 271 13 1 10147 "CD63" "x14_FemUp" "twas" 1
"849" "ADHD" 0.55 1 271 413 11 10147 "VIM,RABL2B,AEBP1,PLSCR4,GPR108,GFPT2,ANXA1,CSTB,SNORC,EFCAB2,CD9" "x14_FemUp" "twas" 1
"850" "MDD" 0.7 1 271 220 5 10147 "MLF1,NEK4,RHOA,DDAH2,MGP" "x14_FemUp" "twas" 1
"851" "SCZ" 0.81 1 271 921 21 10147 "ZNF664,NEK4,DDR1,CDK2AP1,PSD2,RNF5,STARD7,SNORC,HLA-E,TAPBP,DDAH2,ALDH7A1,SERPING1,RGL2,HSPE1,RPL10,ZNF446,EGFL8,FMN2,PLXNB2,SFRP2" "x14_FemUp" "twas" 1
"852" "BMI" 0.81 1 271 3190 79 10147 "ILVBL,GNAI2,ALDH6A1,LTBP3,RNF5,EHBP1L1,STK33,CYBRD1,RHOA,COPZ2,DDX23,FEZ1,APLNR,ANO6,PDE6D,PROS1,SLC41A1,LAMP2,DBI,RGL2,DNER,DDX5,PLXNB2,SLC6A8,VPS37B,NEK4,CHPT1,CRISPLD1,IFI27,HSPE1,SNRPG,IFI27L1,CMTM3,CTSL,LRIG1,CD63,ZNF664,S100A11,DDR1,DDAH2,MGP,PTTG1IP,HDGF,SF3B6,COL18A1,PXMP2,PHF11,SLC38A3,TOR1AIP1,SMOX,FZD7,HMGN1,TSC22D4,BBOX1,NPC2,TAPBP,SERPING1,JPX,WLS,TMEM14B,EXD2,PSD2,ITM2B,GNA12,CYSTM1,AK1,YAP1,HLA-E,NSMF,ANXA5,C5orf49,PPDPF,ZNF446,ALDH9A1,SERF2,SORBS1,B2M,TNC,IFI27L2" "x14_FemUp" "twas" 1
"853" "BIP" 0.91 1 271 149 2 10147 "NEK4,ADD3" "x14_FemUp" "twas" 1
"854" "AD" 0.99 1 271 299 3 10147 "CLU,AEBP1,DCLK2" "x14_FemUp" "twas" 1
"855" "Lefthanded" 1 1 271 7 0 10147 "" "x14_FemUp" "twas" 1
"856" "GAD" 1 1 271 6 0 10147 "" "x14_FemUp" "twas" 1
"857" "TS" 1 1 271 4 0 10147 "" "x14_FemUp" "twas" 1
"858" "AUD" 1 1 271 1 0 10147 "" "x14_FemUp" "twas" 1
"859" "MDD" 0.017 0.21 132 247 7 12272 "RHOA,HLA-B,P4HA1,CLIC1,SORBS3,MGP,TNKS1BP1" "x15_FemUp" "twas" 0.350577777777778
"860" "BMI" 0.16 0.67 132 3655 45 12272 "LMOD1,RHOA,PROS1,TNKS1BP1,MYH9,NECTIN2,SNRPG,CYBA,TPM2,AKAP13,CTSL,MYL12A,CNN3,CD63,HLA-B,HLA-A,PTBP1,CCDC146,S100A11,BTG1,ELOVL5,MGP,GYPC,COL18A1,SERPINH1,HLA-F,TCIRG1,PLPP1,FGFR1,SERPING1,JPX,ODC1,RPGR,RPLP0,PFN1,FXYD5,TP53I13,ANXA5,PPDPF,CLIC1,B2M,PDIA6,TESC,TAGLN,LMNA" "x15_FemUp" "twas" 0.91938080495356
"861" "Anorexia" 0.17 0.67 132 17 1 12272 "CD63" "x15_FemUp" "twas" 0.936261127596439
"862" "SCZ" 0.26 0.78 132 1069 14 12272 "CNN3,CLIC1,HLA-F,FGFR1,HLA-A,HLA-B,PLPP5,NES,SERPING1,SLC35A4,P4HA1,RPL10,CTNNA1,RNF145" "x15_FemUp" "twas" 1
"863" "ASD" 0.33 0.79 132 37 1 12272 "PDIA6" "x15_FemUp" "twas" 1
"864" "ADHD" 0.41 0.81 132 477 6 12272 "VIM,GPR108,CCDC146,SLC39A1,P4HA1,VWA1" "x15_FemUp" "twas" 1
"865" "AD" 0.51 0.87 132 344 4 12272 "NECTIN2,PLIN2,FCER1G,TPM2" "x15_FemUp" "twas" 1
"866" "Lefthanded" 1 1 132 7 0 12272 "" "x15_FemUp" "twas" 1
"867" "BIP" 1 1 132 179 0 12272 "" "x15_FemUp" "twas" 1
"868" "GAD" 1 1 132 7 0 12272 "" "x15_FemUp" "twas" 1
"869" "TS" 1 1 132 4 0 12272 "" "x15_FemUp" "twas" 1
"870" "AUD" 1 1 132 1 0 12272 "" "x15_FemUp" "twas" 1
"871" "ADHD" 0.093 0.59 60 16 1 9853 "GRM5" "x1_MaleUp" "dgn" 0.754471544715447
"872" "SCZ" 0.093 0.59 60 517 6 9853 "GRM5,GRM3,CACNA1C,GRIN2A,DLGAP1,GABRA4" "x1_MaleUp" "dgn" 0.754471544715447
"873" "GAD" 0.12 0.59 60 21 1 9853 "CACNA1C" "x1_MaleUp" "dgn" 0.815824175824176
"874" "BMI" 0.16 0.59 60 117 2 9853 "VPS13B,RMST" "x1_MaleUp" "dgn" 0.91938080495356
"875" "MDD" 0.19 0.59 60 245 3 9853 "CACNA1C,GRM5,GRIN2A" "x1_MaleUp" "dgn" 0.979555555555556
"876" "AUD" 0.22 0.59 60 146 2 9853 "GRIN2A,GRM3" "x1_MaleUp" "dgn" 1
"877" "ASD" 0.3 0.69 60 59 1 9853 "DNMT3A" "x1_MaleUp" "dgn" 1
"878" "NDD" 0.9 1 60 367 1 9853 "DNMT3A" "x1_MaleUp" "dgn" 1
"879" "Cannabis" 1 1 60 19 0 9853 "" "x1_MaleUp" "dgn" 1
"880" "AD" 1 1 60 54 0 9853 "" "x1_MaleUp" "dgn" 1
"881" "Anorexia" 1 1 60 1 0 9853 "" "x1_MaleUp" "dgn" 1
"882" "OUD" 1 1 60 3 0 9853 "" "x1_MaleUp" "dgn" 1
"883" "Panic" 1 1 60 1 0 9853 "" "x1_MaleUp" "dgn" 1
"884" "OCD" 1 1 60 2 0 9853 "" "x1_MaleUp" "dgn" 1
"885" "TS" 1 1 60 2 0 9853 "" "x1_MaleUp" "dgn" 1
"886" "BIP" 1 1 60 6 0 9853 "" "x1_MaleUp" "dgn" 1
"887" "MDD" 0.11 1 5 273 1 11704 "TTR" "x2_MaleUp" "dgn" 0.788262548262548
"888" "ASD" 1 1 5 59 0 11704 "" "x2_MaleUp" "dgn" 1
"889" "ADHD" 1 1 5 18 0 11704 "" "x2_MaleUp" "dgn" 1
"890" "AUD" 1 1 5 161 0 11704 "" "x2_MaleUp" "dgn" 1
"891" "Cannabis" 1 1 5 22 0 11704 "" "x2_MaleUp" "dgn" 1
"892" "AD" 1 1 5 61 0 11704 "" "x2_MaleUp" "dgn" 1
"893" "Anorexia" 1 1 5 1 0 11704 "" "x2_MaleUp" "dgn" 1
"894" "SCZ" 1 1 5 586 0 11704 "" "x2_MaleUp" "dgn" 1
"895" "BMI" 1 1 5 131 0 11704 "" "x2_MaleUp" "dgn" 1
"896" "OUD" 1 1 5 3 0 11704 "" "x2_MaleUp" "dgn" 1
"897" "Panic" 1 1 5 2 0 11704 "" "x2_MaleUp" "dgn" 1
"898" "OCD" 1 1 5 2 0 11704 "" "x2_MaleUp" "dgn" 1
"899" "TS" 1 1 5 2 0 11704 "" "x2_MaleUp" "dgn" 1
"900" "GAD" 1 1 5 25 0 11704 "" "x2_MaleUp" "dgn" 1
"901" "NDD" 1 1 5 410 0 11704 "" "x2_MaleUp" "dgn" 1
"902" "BIP" 1 1 5 5 0 11704 "" "x2_MaleUp" "dgn" 1
"903" "ASD" 0.0097 0.12 31 71 2 14750 "CHD8,DNMT3A" "x3_MaleUp" "dgn" 0.268985507246377
"904" "BIP" 0.015 0.12 31 7 1 14750 "PON1" "x3_MaleUp" "dgn" 0.323720930232558
"905" "NDD" 0.24 1 31 439 2 14750 "CHD8,DNMT3A" "x3_MaleUp" "dgn" 1
"906" "SCZ" 0.41 1 31 668 2 14750 "PON1,AUTS2" "x3_MaleUp" "dgn" 1
"907" "MDD" 0.49 1 31 321 1 14750 "PON1" "x3_MaleUp" "dgn" 1
"908" "ADHD" 1 1 31 21 0 14750 "" "x3_MaleUp" "dgn" 1
"909" "AUD" 1 1 31 199 0 14750 "" "x3_MaleUp" "dgn" 1
"910" "Cannabis" 1 1 31 25 0 14750 "" "x3_MaleUp" "dgn" 1
"911" "AD" 1 1 31 71 0 14750 "" "x3_MaleUp" "dgn" 1
"912" "Anorexia" 1 1 31 1 0 14750 "" "x3_MaleUp" "dgn" 1
"913" "BMI" 1 1 31 153 0 14750 "" "x3_MaleUp" "dgn" 1
"914" "OUD" 1 1 31 4 0 14750 "" "x3_MaleUp" "dgn" 1
"915" "Panic" 1 1 31 4 0 14750 "" "x3_MaleUp" "dgn" 1
"916" "OCD" 1 1 31 4 0 14750 "" "x3_MaleUp" "dgn" 1
"917" "TS" 1 1 31 2 0 14750 "" "x3_MaleUp" "dgn" 1
"918" "GAD" 1 1 31 33 0 14750 "" "x3_MaleUp" "dgn" 1
"919" "SCZ" 0.075 0.96 126 617 10 13043 "NDE1,DLG4,PLCL2,ARC,HTR5A,ELAVL2,SLC1A6,SLC6A12,LRP8,MBNL1" "x4_MaleUp" "dgn" 0.679024390243902
"920" "ASD" 0.12 0.96 126 62 2 13043 "DLG4,FOXP1" "x4_MaleUp" "dgn" 0.815824175824176
"921" "GAD" 0.22 1 126 25 1 13043 "PAM" "x4_MaleUp" "dgn" 1
"922" "MDD" 0.3 1 126 288 4 13043 "DLG4,SLC1A6,LRP8,NR4A1" "x4_MaleUp" "dgn" 1
"923" "NDD" 0.39 1 126 424 5 13043 "DLL1,PEX6,KLHL15,DLG4,AP4E1" "x4_MaleUp" "dgn" 1
"924" "AD" 0.47 1 126 66 1 13043 "ARC" "x4_MaleUp" "dgn" 1
"925" "AUD" 0.52 1 126 181 2 13043 "ARC,LRP8" "x4_MaleUp" "dgn" 1
"926" "ADHD" 1 1 126 17 0 13043 "" "x4_MaleUp" "dgn" 1
"927" "Cannabis" 1 1 126 23 0 13043 "" "x4_MaleUp" "dgn" 1
"928" "Anorexia" 1 1 126 1 0 13043 "" "x4_MaleUp" "dgn" 1
"929" "BMI" 1 1 126 143 0 13043 "" "x4_MaleUp" "dgn" 1
"930" "OUD" 1 1 126 4 0 13043 "" "x4_MaleUp" "dgn" 1
"931" "Panic" 1 1 126 2 0 13043 "" "x4_MaleUp" "dgn" 1
"932" "OCD" 1 1 126 2 0 13043 "" "x4_MaleUp" "dgn" 1
"933" "TS" 1 1 126 2 0 13043 "" "x4_MaleUp" "dgn" 1
"934" "BIP" 1 1 126 7 0 13043 "" "x4_MaleUp" "dgn" 1
"935" "ASD" 0.0093 0.15 181 64 4 14060 "CHD8,NRXN2,MEF2C,DNMT3A" "x5_MaleUp" "dgn" 0.268985507246377
"936" "SCZ" 0.021 0.16 181 649 15 14060 "SYNGAP1,NOS1AP,MIR137HG,HHAT,MARK2,ADNP,GRID1,GABRB1,LPL,HRH1,NAV1,NRXN2,CELF2,CHD4,SBNO1" "x5_MaleUp" "dgn" 0.401814432989691
"937" "TS" 0.038 0.2 181 3 1 14060 "SLITRK1" "x5_MaleUp" "dgn" 0.518588235294118
"938" "NDD" 0.19 0.68 181 429 8 14060 "NAA15,SYNGAP1,CHD8,DNMT3A,BPTF,PUM1,MEF2C,NRXN2" "x5_MaleUp" "dgn" 0.979555555555556
"939" "MDD" 0.21 0.68 181 311 6 14060 "TTR,MC4R,ARRB1,NTM,BCR,GRID1" "x5_MaleUp" "dgn" 0.99175572519084
"940" "BMI" 0.3 0.8 181 149 3 14060 "MC4R,LPL,KSR2" "x5_MaleUp" "dgn" 1
"941" "AUD" 0.71 1 181 191 2 14060 "GABRB1,GABRG3" "x5_MaleUp" "dgn" 1
"942" "ADHD" 1 1 181 21 0 14060 "" "x5_MaleUp" "dgn" 1
"943" "Cannabis" 1 1 181 26 0 14060 "" "x5_MaleUp" "dgn" 1
"944" "AD" 1 1 181 71 0 14060 "" "x5_MaleUp" "dgn" 1
"945" "Anorexia" 1 1 181 1 0 14060 "" "x5_MaleUp" "dgn" 1
"946" "OUD" 1 1 181 4 0 14060 "" "x5_MaleUp" "dgn" 1
"947" "Panic" 1 1 181 4 0 14060 "" "x5_MaleUp" "dgn" 1
"948" "OCD" 1 1 181 3 0 14060 "" "x5_MaleUp" "dgn" 1
"949" "GAD" 1 1 181 31 0 14060 "" "x5_MaleUp" "dgn" 1
"950" "BIP" 1 1 181 6 0 14060 "" "x5_MaleUp" "dgn" 1
"951" "MDD" 0.051 0.81 121 330 6 15022 "CACNA1C,MC4R,PEX5L,HDAC4,BCR,SLC1A6" "x6_MaleUp" "dgn" 0.599088607594937
"952" "Cannabis" 0.19 1 121 26 1 15022 "CHRM5" "x6_MaleUp" "dgn" 0.979555555555556
"953" "GAD" 0.24 1 121 34 1 15022 "CACNA1C" "x6_MaleUp" "dgn" 1
"954" "SCZ" 0.31 1 121 680 7 15022 "CACNA1C,SLC1A6,HDAC4,CHRM5,KCNJ3,NRXN2,SH3PXD2A" "x6_MaleUp" "dgn" 1
"955" "ASD" 0.43 1 121 69 1 15022 "NRXN2" "x6_MaleUp" "dgn" 1
"956" "NDD" 0.69 1 121 441 3 15022 "HDAC4,AGO1,NRXN2" "x6_MaleUp" "dgn" 1
"957" "BMI" 0.73 1 121 160 1 15022 "MC4R" "x6_MaleUp" "dgn" 1
"958" "AUD" 0.8 1 121 200 1 15022 "AGO1" "x6_MaleUp" "dgn" 1
"959" "ADHD" 1 1 121 22 0 15022 "" "x6_MaleUp" "dgn" 1
"960" "AD" 1 1 121 73 0 15022 "" "x6_MaleUp" "dgn" 1
"961" "Anorexia" 1 1 121 1 0 15022 "" "x6_MaleUp" "dgn" 1
"962" "OUD" 1 1 121 4 0 15022 "" "x6_MaleUp" "dgn" 1
"963" "Panic" 1 1 121 4 0 15022 "" "x6_MaleUp" "dgn" 1
"964" "OCD" 1 1 121 4 0 15022 "" "x6_MaleUp" "dgn" 1
"965" "TS" 1 1 121 3 0 15022 "" "x6_MaleUp" "dgn" 1
"966" "BIP" 1 1 121 6 0 15022 "" "x6_MaleUp" "dgn" 1
"967" "MDD" 0.0014 0.022 361 248 18 10974 "POMC,PCLO,GRM5,GRIN2B,HCRT,PDE4A,PDE1B,NRXN1,MYT1L,CPLX2,ACSL4,SYNE1,ARRB1,NEFL,RAPH1,LRP8,NEFM,MAP2" "x7_MaleUp" "dgn" 0.06496
"968" "SCZ" 0.0036 0.029 361 542 30 10974 "GRIN2B,HTR2A,NRXN1,PPP3R1,GRM5,CPLX2,ANK3,NRGN,SYN2,NLGN1,PSD3,PLCL2,NDEL1,CHL1,UHMK1,NEFL,PDE4A,SMARCA2,MYT1L,NCS1,GABRG2,ELAVL2,ADARB1,GABRB1,LRP8,KCNJ3,SPTBN2,RETREG2,NRXN2,RIMS2" "x7_MaleUp" "dgn" 0.1392
"969" "NDD" 0.0054 0.029 361 393 23 10974 "PRRT2,PTCHD1,MYT1L,GRIN2B,SCN3A,ATP8A2,YWHAG,SYNE1,USP27X,ASS1,NRXN1,PUM1,MAPT,CHL1,SYT1,NRXN2,PRKN,PDE1B,TANC2,KIF5A,NSF,GON4L,RGS7" "x7_MaleUp" "dgn" 0.189101886792453
