gene	cluster_set	cluster
ATP6V1H	hvg20_SNNk10	1
BLCAP	hvg20_SNNk10	1
CDH2	hvg20_SNNk10	1
PJA1	hvg20_SNNk10	1
STK25	hvg20_SNNk10	1
ACYP1	hvg20_SNNk10	1
BOLA3	hvg20_SNNk10	1
SUMO1	hvg20_SNNk10	1
AAMP	hvg20_SNNk10	1
PHYHIP	hvg20_SNNk10	1
STXBP1	hvg20_SNNk10	1
ERO1A	hvg20_SNNk10	1
FKBP1A	hvg20_SNNk10	1
IQSEC1	hvg20_SNNk10	1
NKIRAS1	hvg20_SNNk10	1
YIPF3	hvg20_SNNk10	1
PNMA2	hvg20_SNNk10	1
ARMCX1	hvg20_SNNk10	1
UBE2Q1	hvg20_SNNk10	1
PRMT1	hvg20_SNNk10	1
ACP2	hvg20_SNNk10	1
ARHGEF17	hvg20_SNNk10	1
CYFIP2	hvg20_SNNk10	1
AP1S1	hvg20_SNNk10	1
HRAS	hvg20_SNNk10	1
SEZ6L2	hvg20_SNNk10	1
CLTB	hvg20_SNNk10	1
CCDC92	hvg20_SNNk10	1
FBXO11	hvg20_SNNk10	1
ATP6V1A	hvg20_SNNk10	1
TMEM222	hvg20_SNNk10	1
BCAS2	hvg20_SNNk10	1
SMARCD3	hvg20_SNNk10	1
SYNGR1	hvg20_SNNk10	1
TOMM5	hvg20_SNNk10	1
FAM3C	hvg20_SNNk10	1
ZYG11B	hvg20_SNNk10	1
EEF1A2	hvg20_SNNk10	1
DUSP3	hvg20_SNNk10	1
NPTN	hvg20_SNNk10	1
GSPT2	hvg20_SNNk10	1
DDA1	hvg20_SNNk10	1
PPFIA3	hvg20_SNNk10	1
ANAPC13	hvg20_SNNk10	1
SLC25A36	hvg20_SNNk10	1
HERC1	hvg20_SNNk10	1
PAFAH1B3	hvg20_SNNk10	1
MRPS11	hvg20_SNNk10	1
AUXG01000058.1	hvg20_SNNk10	1
BTBD6	hvg20_SNNk10	1
NME1	hvg20_SNNk10	1
KIAA1191	hvg20_SNNk10	1
ADGRL1	hvg20_SNNk10	1
ZNF331	hvg20_SNNk10	1
FBXO9	hvg20_SNNk10	1
SDF2	hvg20_SNNk10	1
RERE	hvg20_SNNk10	1
SRSF8	hvg20_SNNk10	1
PSMD8	hvg20_SNNk10	1
GPS1	hvg20_SNNk10	1
MYO5A	hvg20_SNNk10	1
PISD	hvg20_SNNk10	1
AKIRIN2	hvg20_SNNk10	1
NCS1	hvg20_SNNk10	1
RLIM	hvg20_SNNk10	1
CLASP1	hvg20_SNNk10	1
B9D1	hvg20_SNNk10	1
ACTR10	hvg20_SNNk10	1
GRK2	hvg20_SNNk10	1
AGAP3	hvg20_SNNk10	1
CHN1	hvg20_SNNk10	1
HIKESHI	hvg20_SNNk10	1
UBR1	hvg20_SNNk10	1
UBE2I	hvg20_SNNk10	1
GRIPAP1	hvg20_SNNk10	1
UBE2E3	hvg20_SNNk10	1
MRPL21	hvg20_SNNk10	1
ATP6V1C1	hvg20_SNNk10	1
CUL2	hvg20_SNNk10	1
RELCH	hvg20_SNNk10	1
NDN	hvg20_SNNk10	1
SLC4A3	hvg20_SNNk10	1
CNTN1	hvg20_SNNk10	1
CCT2	hvg20_SNNk10	1
CNRIP1	hvg20_SNNk10	1
RPL7L1	hvg20_SNNk10	1
AFG3L2	hvg20_SNNk10	1
ISCU	hvg20_SNNk10	1
STRAP	hvg20_SNNk10	1
SUMO3	hvg20_SNNk10	1
NOMO1	hvg20_SNNk10	1
ATXN7L3B	hvg20_SNNk10	1
CNTNAP1	hvg20_SNNk10	1
CCND3	hvg20_SNNk10	1
AASDHPPT	hvg20_SNNk10	1
GSK3B	hvg20_SNNk10	1
SELENOH	hvg20_SNNk10	1
CLPTM1	hvg20_SNNk10	1
HNRNPA0	hvg20_SNNk10	1
BRD3OS	hvg20_SNNk10	1
MYH10	hvg20_SNNk10	1
TMEM255A	hvg20_SNNk10	1
SIN3B	hvg20_SNNk10	1
DCUN1D4	hvg20_SNNk10	1
SNRNP25	hvg20_SNNk10	1
USP11	hvg20_SNNk10	1
NRBP1	hvg20_SNNk10	1
MRPS15	hvg20_SNNk10	1
CD320	hvg20_SNNk10	1
LRRC47	hvg20_SNNk10	1
COPS8	hvg20_SNNk10	1
ATAD1	hvg20_SNNk10	1
DYNLT3	hvg20_SNNk10	1
HARS	hvg20_SNNk10	1
WTAP	hvg20_SNNk10	1
ASTN1	hvg20_SNNk10	1
CDO1	hvg20_SNNk10	1
WRNIP1	hvg20_SNNk10	1
ABAT	hvg20_SNNk10	1
MRFAP1L1	hvg20_SNNk10	1
MDH2	hvg20_SNNk10	1
SRP68	hvg20_SNNk10	1
CAP2	hvg20_SNNk10	1
KLHDC2	hvg20_SNNk10	1
MTLN	hvg20_SNNk10	1
PITHD1	hvg20_SNNk10	1
XPO6	hvg20_SNNk10	1
UBA2	hvg20_SNNk10	1
AP2A2	hvg20_SNNk10	1
UBE2V2	hvg20_SNNk10	1
TOLLIP	hvg20_SNNk10	1
KCNQ2	hvg20_SNNk10	1
ISCA1	hvg20_SNNk10	1
BABAM1	hvg20_SNNk10	1
ATP1A3	hvg20_SNNk10	1
DHX30	hvg20_SNNk10	1
IDH3A	hvg20_SNNk10	1
STOML1	hvg20_SNNk10	1
IARS	hvg20_SNNk10	1
PITPNB	hvg20_SNNk10	1
GABARAPL1	hvg20_SNNk10	1
IMP3	hvg20_SNNk10	1
PSMA6	hvg20_SNNk10	1
EXOSC6	hvg20_SNNk10	1
ITFG1	hvg20_SNNk10	1
TSNAX	hvg20_SNNk10	1
FAM32A	hvg20_SNNk10	1
M6PR	hvg20_SNNk10	1
ABCB6	hvg20_SNNk10	1
OLA1	hvg20_SNNk10	1
UHMK1	hvg20_SNNk10	1
AP3D1	hvg20_SNNk10	1
TSC22D3	hvg20_SNNk10	1
TMEM9	hvg20_SNNk10	1
TMEM208	hvg20_SNNk10	1
PRPF8	hvg20_SNNk10	1
PRRC2B	hvg20_SNNk10	1
MRPL3	hvg20_SNNk10	1
GFPT1	hvg20_SNNk10	1
MSRB2	hvg20_SNNk10	1
TRMT112	hvg20_SNNk10	1
FBXL15	hvg20_SNNk10	1
GNB2	hvg20_SNNk10	1
CS	hvg20_SNNk10	1
MANBAL	hvg20_SNNk10	1
WDR82	hvg20_SNNk10	1
GARS	hvg20_SNNk10	1
SUCLA2	hvg20_SNNk10	1
SCAMP1	hvg20_SNNk10	1
RETREG2	hvg20_SNNk10	1
COX7A2L	hvg20_SNNk10	1
SEPHS2	hvg20_SNNk10	1
CADM3	hvg20_SNNk10	1
ATP6V1D	hvg20_SNNk10	1
CCDC6	hvg20_SNNk10	1
DGCR2	hvg20_SNNk10	1
NRDC	hvg20_SNNk10	1
C16orf58	hvg20_SNNk10	1
RANBP9	hvg20_SNNk10	1
TRAP1	hvg20_SNNk10	1
TMEM70	hvg20_SNNk10	1
SGSM3	hvg20_SNNk10	1
PTMS	hvg20_SNNk10	1
ARPC1A	hvg20_SNNk10	1
SLC30A9	hvg20_SNNk10	1
PSMD13	hvg20_SNNk10	1
CAMLG	hvg20_SNNk10	1
NEIL2	hvg20_SNNk10	1
RRAGA	hvg20_SNNk10	1
DNM1L	hvg20_SNNk10	1
VDAC3	hvg20_SNNk10	1
OTUB1	hvg20_SNNk10	1
B3GAT3	hvg20_SNNk10	1
EMC4	hvg20_SNNk10	1
PNMA1	hvg20_SNNk10	1
UBE2N	hvg20_SNNk10	1
DLAT	hvg20_SNNk10	1
AP2S1	hvg20_SNNk10	1
SNCG	hvg20_SNNk10	1
COPG1	hvg20_SNNk10	1
LRPAP1	hvg20_SNNk10	1
SHFL	hvg20_SNNk10	1
YPEL5	hvg20_SNNk10	1
ATP6V1G1	hvg20_SNNk10	1
RCN2	hvg20_SNNk10	1
NAA20	hvg20_SNNk10	1
EFR3A	hvg20_SNNk10	1
FOCAD	hvg20_SNNk10	1
C1QBP	hvg20_SNNk10	1
PRPS1	hvg20_SNNk10	1
TXNRD1	hvg20_SNNk10	1
TCEAL2	hvg20_SNNk10	1
ADAR	hvg20_SNNk10	1
AZI2	hvg20_SNNk10	1
UBE2K	hvg20_SNNk10	1
FIBP	hvg20_SNNk10	1
BCL7B	hvg20_SNNk10	1
TMX4	hvg20_SNNk10	1
EVL	hvg20_SNNk10	1
OLFM1	hvg20_SNNk10	1
RNPS1	hvg20_SNNk10	1
ORC4	hvg20_SNNk10	1
SPIN1	hvg20_SNNk10	1
MAT2B	hvg20_SNNk10	1
CAND1	hvg20_SNNk10	1
DENR	hvg20_SNNk10	1
DNAJC7	hvg20_SNNk10	1
REX1BD	hvg20_SNNk10	1
ATP1B3	hvg20_SNNk10	1
SAE1	hvg20_SNNk10	1
PKIA	hvg20_SNNk10	1
GABBR1	hvg20_SNNk10	1
GLRX5	hvg20_SNNk10	1
EIF4E	hvg20_SNNk10	1
H2AFY	hvg20_SNNk10	1
COPRS	hvg20_SNNk10	1
BRWD1	hvg20_SNNk10	1
KLHDC3	hvg20_SNNk10	1
PIN1	hvg20_SNNk10	1
ATP6V0D1	hvg20_SNNk10	1
LSM4	hvg20_SNNk10	1
CREBL2	hvg20_SNNk10	1
PTEN	hvg20_SNNk10	1
OS9	hvg20_SNNk10	1
OPA1	hvg20_SNNk10	1
NDUFA12	hvg20_SNNk10	1
NT5C3B	hvg20_SNNk10	1
ZNF483	hvg20_SNNk10	1
LYRM9	hvg20_SNNk10	1
TCEA2	hvg20_SNNk10	1
STUB1	hvg20_SNNk10	1
MYL6B	hvg20_SNNk10	1
PDXK	hvg20_SNNk10	1
DDX1	hvg20_SNNk10	1
MAGED2	hvg20_SNNk10	1
GPI	hvg20_SNNk10	1
TSPYL1	hvg20_SNNk10	1
MPC2	hvg20_SNNk10	1
RAB1A	hvg20_SNNk10	1
PTGES2	hvg20_SNNk10	1
JTB	hvg20_SNNk10	1
NDUFA8	hvg20_SNNk10	1
WIF1	hvg20_SNNk10	2
EDN3	hvg20_SNNk10	3
MOBP	hvg20_SNNk10	4
VSNL1	hvg20_SNNk10	5
GAD1	hvg20_SNNk10	5
GABRA1	hvg20_SNNk10	5
GAD2	hvg20_SNNk10	5
SYNGR3	hvg20_SNNk10	5
SLC26A11	hvg20_SNNk10	5
ARHGAP36	hvg20_SNNk10	5
DLX1	hvg20_SNNk10	5
CALB2	hvg20_SNNk10	5
NAP1L3	hvg20_SNNk10	5
SCN2A	hvg20_SNNk10	5
GABRG2	hvg20_SNNk10	5
SNCB	hvg20_SNNk10	5
CNR1	hvg20_SNNk10	5
GPRASP2	hvg20_SNNk10	5
GLRB	hvg20_SNNk10	5
NGB	hvg20_SNNk10	5
SEZ6L	hvg20_SNNk10	5
TUSC3	hvg20_SNNk10	5
NEFL	hvg20_SNNk10	5
NAP1L2	hvg20_SNNk10	5
LONRF2	hvg20_SNNk10	5
CD200	hvg20_SNNk10	5
ELAVL2	hvg20_SNNk10	5
SLIT1	hvg20_SNNk10	5
TMEM35A	hvg20_SNNk10	5
RAB3C	hvg20_SNNk10	5
INA	hvg20_SNNk10	5
PNMA3	hvg20_SNNk10	5
TSPAN13	hvg20_SNNk10	5
VSTM2L	hvg20_SNNk10	5
SLC12A5	hvg20_SNNk10	5
GUCY1B1	hvg20_SNNk10	5
VSTM2A	hvg20_SNNk10	5
CHGA	hvg20_SNNk10	5
HPCAL1	hvg20_SNNk10	5
SYN2	hvg20_SNNk10	5
GABBR2	hvg20_SNNk10	5
DNM1	hvg20_SNNk10	5
GRIN1	hvg20_SNNk10	5
CELF4	hvg20_SNNk10	5
PNCK	hvg20_SNNk10	5
DIRAS3	hvg20_SNNk10	5
PNMA8B	hvg20_SNNk10	5
ELAVL4	hvg20_SNNk10	5
SYT1	hvg20_SNNk10	5
ATCAY	hvg20_SNNk10	5
RAB3B	hvg20_SNNk10	5
SLC8A1	hvg20_SNNk10	5
EPDR1	hvg20_SNNk10	5
MLLT11	hvg20_SNNk10	5
NSG1	hvg20_SNNk10	5
NSG2	hvg20_SNNk10	5
RALYL	hvg20_SNNk10	5
CELF5	hvg20_SNNk10	5
NNAT	hvg20_SNNk10	5
UBE2QL1	hvg20_SNNk10	5
CDK5R1	hvg20_SNNk10	5
SYT13	hvg20_SNNk10	5
CLSTN3	hvg20_SNNk10	5
SULT4A1	hvg20_SNNk10	5
SYN1	hvg20_SNNk10	5
L1CAM	hvg20_SNNk10	5
NSF	hvg20_SNNk10	5
CALB1	hvg20_SNNk10	5
SYT4	hvg20_SNNk10	5
SV2A	hvg20_SNNk10	5
PACSIN1	hvg20_SNNk10	5
ELMOD1	hvg20_SNNk10	5
PRKAR1B	hvg20_SNNk10	5
SNX10	hvg20_SNNk10	5
NECAP1	hvg20_SNNk10	5
SCG2	hvg20_SNNk10	5
CAMK2N2	hvg20_SNNk10	5
BAIAP3	hvg20_SNNk10	5
HPRT1	hvg20_SNNk10	5
MEG3	hvg20_SNNk10	5
PNMA8A	hvg20_SNNk10	5
MAP7D2	hvg20_SNNk10	5
TMEM130	hvg20_SNNk10	5
BEX5	hvg20_SNNk10	5
CHGB	hvg20_SNNk10	5
SYP	hvg20_SNNk10	5
GPRASP1	hvg20_SNNk10	5
NAPB	hvg20_SNNk10	5
TSPYL2	hvg20_SNNk10	5
SPINT2	hvg20_SNNk10	5
GOT1	hvg20_SNNk10	5
SNAP91	hvg20_SNNk10	5
NAP1L5	hvg20_SNNk10	5
GNG2	hvg20_SNNk10	5
PTPRN	hvg20_SNNk10	5
TSPYL4	hvg20_SNNk10	5
AUXG01000058.1	hvg20_SNNk10	5
INPP5F	hvg20_SNNk10	5
SCN3B	hvg20_SNNk10	5
MOAP1	hvg20_SNNk10	5
SNAP25	hvg20_SNNk10	5
NRXN1	hvg20_SNNk10	5
STXBP1	hvg20_SNNk10	5
AMPH	hvg20_SNNk10	5
PAK3	hvg20_SNNk10	5
TTC9B	hvg20_SNNk10	5
RAB3A	hvg20_SNNk10	5
ZCCHC12	hvg20_SNNk10	5
HSPA4L	hvg20_SNNk10	5
PAM	hvg20_SNNk10	5
GNG3	hvg20_SNNk10	5
PEG10	hvg20_SNNk10	5
ACHE	hvg20_SNNk10	5
NCDN	hvg20_SNNk10	5
CSRNP3	hvg20_SNNk10	5
DNAJA4	hvg20_SNNk10	5
VAT1L	hvg20_SNNk10	5
PNMA2	hvg20_SNNk10	5
FRRS1L	hvg20_SNNk10	5
TAGLN3	hvg20_SNNk10	5
ATP1A3	hvg20_SNNk10	5
PDXP	hvg20_SNNk10	5
PODXL2	hvg20_SNNk10	5
PTPRN2	hvg20_SNNk10	5
RFK	hvg20_SNNk10	5
SNCG	hvg20_SNNk10	5
TUBA4A	hvg20_SNNk10	5
SEZ6L2	hvg20_SNNk10	5
NPTN	hvg20_SNNk10	5
BLCAP	hvg20_SNNk10	5
ATP6V1B2	hvg20_SNNk10	5
MAPRE3	hvg20_SNNk10	5
OLFM1	hvg20_SNNk10	5
ATP6V1A	hvg20_SNNk10	5
MAPK8IP2	hvg20_SNNk10	5
NDN	hvg20_SNNk10	5
USP11	hvg20_SNNk10	5
EEF1A2	hvg20_SNNk10	5
BASP1	hvg20_SNNk10	5
KIF5A	hvg20_SNNk10	5
TSPYL1	hvg20_SNNk10	5
SYBU	hvg20_SNNk10	5
HK1	hvg20_SNNk10	5
ARHGDIG	hvg20_SNNk10	5
ACOT7	hvg20_SNNk10	5
THY1	hvg20_SNNk10	5
HSPH1	hvg20_SNNk10	5
STMN3	hvg20_SNNk10	5
DIRAS3	hvg20_SNNk10	6
VSNL1	hvg20_SNNk10	6
RAB3C	hvg20_SNNk10	6
SLC17A6	hvg20_SNNk10	6
NRGN	hvg20_SNNk10	6
SEZ6L	hvg20_SNNk10	6
GABRQ	hvg20_SNNk10	6
CALB2	hvg20_SNNk10	6
GABRG2	hvg20_SNNk10	6
LONRF2	hvg20_SNNk10	6
NEFL	hvg20_SNNk10	6
CTXN1	hvg20_SNNk10	6
TMEM35A	hvg20_SNNk10	6
ZCCHC12	hvg20_SNNk10	6
CELF5	hvg20_SNNk10	6
FXYD7	hvg20_SNNk10	6
BEX5	hvg20_SNNk10	6
GNG2	hvg20_SNNk10	6
SYT4	hvg20_SNNk10	6
MLLT11	hvg20_SNNk10	6
NSG2	hvg20_SNNk10	6
CHGB	hvg20_SNNk10	6
SYT1	hvg20_SNNk10	6
NAP1L3	hvg20_SNNk10	6
GPX3	hvg20_SNNk10	6
TMEM130	hvg20_SNNk10	6
DNM1	hvg20_SNNk10	6
NSG1	hvg20_SNNk10	6
INA	hvg20_SNNk10	6
NGB	hvg20_SNNk10	6
SYNGR3	hvg20_SNNk10	6
PTPRN	hvg20_SNNk10	6
NSF	hvg20_SNNk10	6
PRKAR1B	hvg20_SNNk10	6
GRIN1	hvg20_SNNk10	6
SLC12A5	hvg20_SNNk10	6
L1CAM	hvg20_SNNk10	6
CLSTN3	hvg20_SNNk10	6
BAIAP3	hvg20_SNNk10	6
ECEL1	hvg20_SNNk10	6
TAGLN3	hvg20_SNNk10	6
SULT4A1	hvg20_SNNk10	6
SPINT2	hvg20_SNNk10	6
EPDR1	hvg20_SNNk10	6
PNMA8A	hvg20_SNNk10	6
MEG3	hvg20_SNNk10	6
CELF4	hvg20_SNNk10	6
ACHE	hvg20_SNNk10	6
SNCG	hvg20_SNNk10	6
NAP1L5	hvg20_SNNk10	6
SYN1	hvg20_SNNk10	6
STXBP1	hvg20_SNNk10	6
CNIH2	hvg20_SNNk10	6
NCDN	hvg20_SNNk10	6
PAK3	hvg20_SNNk10	6
NAPB	hvg20_SNNk10	6
SYP	hvg20_SNNk10	6
TSPYL2	hvg20_SNNk10	6
JPT1	hvg20_SNNk10	6
HPRT1	hvg20_SNNk10	6
VAT1L	hvg20_SNNk10	6
ATP1A3	hvg20_SNNk10	6
PNMA2	hvg20_SNNk10	6
EEF1A2	hvg20_SNNk10	6
ANKRD34B	hvg20_SNNk10	7
FEZF1	hvg20_SNNk10	7
SLC17A6	hvg20_SNNk10	7
RBFOX1	hvg20_SNNk10	7
ADCYAP1	hvg20_SNNk10	7
CDH13	hvg20_SNNk10	7
LAMP5	hvg20_SNNk10	7
NRGN	hvg20_SNNk10	7
GABRA5	hvg20_SNNk10	7
HS3ST4	hvg20_SNNk10	7
NPTX2	hvg20_SNNk10	7
NR2F2	hvg20_SNNk10	7
CBLN1	hvg20_SNNk10	7
PCDH19	hvg20_SNNk10	7
RASGRF2	hvg20_SNNk10	7
CD24	hvg20_SNNk10	7
TAC1	hvg20_SNNk10	7
TMEM215	hvg20_SNNk10	7
CA10	hvg20_SNNk10	7
NPTX1	hvg20_SNNk10	7
SEZ6L	hvg20_SNNk10	7
TMEM35A	hvg20_SNNk10	7
HS6ST2	hvg20_SNNk10	7
SYT6	hvg20_SNNk10	7
SOX14	hvg20_SNNk10	7
GABRG2	hvg20_SNNk10	7
GDA	hvg20_SNNk10	7
LBHD2	hvg20_SNNk10	7
FXYD7	hvg20_SNNk10	7
PCSK1	hvg20_SNNk10	7
VSTM2A	hvg20_SNNk10	7
CLEC2L	hvg20_SNNk10	7
SOX1	hvg20_SNNk10	7
DOC2A	hvg20_SNNk10	7
PNCK	hvg20_SNNk10	7
VSNL1	hvg20_SNNk10	7
TENM2	hvg20_SNNk10	7
CACNA2D1	hvg20_SNNk10	7
RBP4	hvg20_SNNk10	7
SNCA	hvg20_SNNk10	7
NGB	hvg20_SNNk10	7
HRH3	hvg20_SNNk10	7
PENK	hvg20_SNNk10	7
DGKK	hvg20_SNNk10	7
TMEM163	hvg20_SNNk10	7
CNR1	hvg20_SNNk10	7
SCN2A	hvg20_SNNk10	7
CAMKV	hvg20_SNNk10	7
CAMK2A	hvg20_SNNk10	7
GABRB2	hvg20_SNNk10	7
TMEM158	hvg20_SNNk10	7
PCSK2	hvg20_SNNk10	7
GLRA3	hvg20_SNNk10	7
GABRA1	hvg20_SNNk10	7
SYN2	hvg20_SNNk10	7
RAB3C	hvg20_SNNk10	7
KLHL1	hvg20_SNNk10	7
FGF12	hvg20_SNNk10	7
CARTPT	hvg20_SNNk10	7
NCAM2	hvg20_SNNk10	7
CCK	hvg20_SNNk10	7
SYT13	hvg20_SNNk10	7
EFNB3	hvg20_SNNk10	7
CAMK1G	hvg20_SNNk10	7
LONRF2	hvg20_SNNk10	7
CPNE2	hvg20_SNNk10	7
GRIN1	hvg20_SNNk10	7
CLSTN3	hvg20_SNNk10	7
C22orf42	hvg20_SNNk10	7
SLITRK4	hvg20_SNNk10	7
CBLN4	hvg20_SNNk10	7
RAB3B	hvg20_SNNk10	7
MYT1L	hvg20_SNNk10	7
LMO3	hvg20_SNNk10	7
CALB2	hvg20_SNNk10	7
DIRAS3	hvg20_SNNk10	7
PLPPR4	hvg20_SNNk10	7
CELF5	hvg20_SNNk10	7
VSTM2L	hvg20_SNNk10	7
RTP5	hvg20_SNNk10	7
MRTFB	hvg20_SNNk10	7
ELK1	hvg20_SNNk10	7
NUDT11	hvg20_SNNk10	7
CDK5R1	hvg20_SNNk10	7
GNAL	hvg20_SNNk10	7
TSPAN13	hvg20_SNNk10	7
SLIT1	hvg20_SNNk10	7
CHGA	hvg20_SNNk10	7
ITPR1	hvg20_SNNk10	7
CDKN2D	hvg20_SNNk10	7
PCDH7	hvg20_SNNk10	7
SNCB	hvg20_SNNk10	7
SYT4	hvg20_SNNk10	7
GRIA2	hvg20_SNNk10	7
SLC12A5	hvg20_SNNk10	7
PNMA6F	hvg20_SNNk10	7
GNG2	hvg20_SNNk10	7
NEFL	hvg20_SNNk10	7
GABBR2	hvg20_SNNk10	7
HPCAL4	hvg20_SNNk10	7
DNM1	hvg20_SNNk10	7
NT5DC3	hvg20_SNNk10	7
CTXN1	hvg20_SNNk10	7
SCN2B	hvg20_SNNk10	7
NEFM	hvg20_SNNk10	7
TTC9B	hvg20_SNNk10	7
PPP3R1	hvg20_SNNk10	7
SLC8A2	hvg20_SNNk10	7
L1CAM	hvg20_SNNk10	7
EPCAM	hvg20_SNNk10	7
SEMA5A	hvg20_SNNk10	7
NAP1L2	hvg20_SNNk10	7
JPH4	hvg20_SNNk10	7
FKBP1A	hvg20_SNNk10	7
PNMA3	hvg20_SNNk10	7
AC107398.3	hvg20_SNNk10	7
UBE2QL1	hvg20_SNNk10	7
QPCT	hvg20_SNNk10	7
SLC24A3	hvg20_SNNk10	7
GPX3	hvg20_SNNk10	7
CAMK2B	hvg20_SNNk10	7
PHYHIP	hvg20_SNNk10	7
NNAT	hvg20_SNNk10	7
GUCY1B1	hvg20_SNNk10	7
NSG2	hvg20_SNNk10	7
GABRB3	hvg20_SNNk10	7
ENC1	hvg20_SNNk10	7
CD83	hvg20_SNNk10	7
EPDR1	hvg20_SNNk10	7
SYN1	hvg20_SNNk10	7
HAP1	hvg20_SNNk10	7
RALYL	hvg20_SNNk10	7
CALB1	hvg20_SNNk10	7
FGF14	hvg20_SNNk10	7
PCLO	hvg20_SNNk10	7
SULT4A1	hvg20_SNNk10	7
INA	hvg20_SNNk10	7
GALNT16	hvg20_SNNk10	7
NSF	hvg20_SNNk10	7
PNMA8C	hvg20_SNNk10	7
GRIA1	hvg20_SNNk10	7
CAMK2N2	hvg20_SNNk10	7
BTBD11	hvg20_SNNk10	7
PLPPR3	hvg20_SNNk10	7
PIANP	hvg20_SNNk10	7
PNMA8B	hvg20_SNNk10	7
STX1B	hvg20_SNNk10	7
NRXN1	hvg20_SNNk10	7
PACSIN1	hvg20_SNNk10	7
SYT1	hvg20_SNNk10	7
FBXL16	hvg20_SNNk10	7
SLC4A10	hvg20_SNNk10	7
CHST1	hvg20_SNNk10	7
NOL4	hvg20_SNNk10	7
KIF3C	hvg20_SNNk10	7
SLC8A1	hvg20_SNNk10	7
GLRB	hvg20_SNNk10	7
MLLT11	hvg20_SNNk10	7
NELL2	hvg20_SNNk10	7
PRRT2	hvg20_SNNk10	7
BAIAP2	hvg20_SNNk10	7
SSBP4	hvg20_SNNk10	7
SYT5	hvg20_SNNk10	7
ATP2B4	hvg20_SNNk10	7
NRSN1	hvg20_SNNk10	7
NCALD	hvg20_SNNk10	7
SH3GL2	hvg20_SNNk10	7
BEX5	hvg20_SNNk10	7
PSD	hvg20_SNNk10	7
CNIH2	hvg20_SNNk10	7
FKBP1B	hvg20_SNNk10	7
NAP1L3	hvg20_SNNk10	7
ELMOD1	hvg20_SNNk10	7
MAGEE1	hvg20_SNNk10	7
TUBA4A	hvg20_SNNk10	7
PTPN5	hvg20_SNNk10	7
NECAB2	hvg20_SNNk10	7
CHGB	hvg20_SNNk10	7
TMEM246	hvg20_SNNk10	7
CITED1	hvg20_SNNk10	7
PAK3	hvg20_SNNk10	7
ERICH3	hvg20_SNNk10	7
CAP2	hvg20_SNNk10	7
NAPB	hvg20_SNNk10	7
SNX10	hvg20_SNNk10	7
RAP1GAP	hvg20_SNNk10	7
PTPRN	hvg20_SNNk10	7
TMEM255A	hvg20_SNNk10	7
PGAP1	hvg20_SNNk10	7
CRIP2	hvg20_SNNk10	7
JPT1	hvg20_SNNk10	7
HPRT1	hvg20_SNNk10	7
FABP6	hvg20_SNNk10	7
SNAP91	hvg20_SNNk10	7
PGM2L1	hvg20_SNNk10	7
PRKCE	hvg20_SNNk10	7
RAB3A	hvg20_SNNk10	7
CNTNAP1	hvg20_SNNk10	7
DYNC1I1	hvg20_SNNk10	7
PTPRM	hvg20_SNNk10	7
ZCCHC12	hvg20_SNNk10	7
GPRASP2	hvg20_SNNk10	7
AHI1	hvg20_SNNk10	7
MAP2K4	hvg20_SNNk10	7
BAIAP3	hvg20_SNNk10	7
SYNGR3	hvg20_SNNk10	7
ATCAY	hvg20_SNNk10	7
NSG1	hvg20_SNNk10	7
OPCML	hvg20_SNNk10	7
SUSD4	hvg20_SNNk10	7
PRKAR1B	hvg20_SNNk10	7
RUNDC3A	hvg20_SNNk10	7
KCNQ3	hvg20_SNNk10	7
ATP8A2	hvg20_SNNk10	7
TSPYL4	hvg20_SNNk10	7
TMEM181	hvg20_SNNk10	7
KIAA1549L	hvg20_SNNk10	7
ACHE	hvg20_SNNk10	7
CELF4	hvg20_SNNk10	7
CHD5	hvg20_SNNk10	7
PLXNA1	hvg20_SNNk10	7
PLPPR2	hvg20_SNNk10	7
MIAT	hvg20_SNNk10	7
RAB6B	hvg20_SNNk10	7
RFPL1S	hvg20_SNNk10	7
SYP	hvg20_SNNk10	7
CLSTN2	hvg20_SNNk10	7
PNMA8A	hvg20_SNNk10	7
ADD2	hvg20_SNNk10	7
MEG3	hvg20_SNNk10	7
HMGCR	hvg20_SNNk10	7
NCDN	hvg20_SNNk10	7
AKAP12	hvg20_SNNk10	7
SCN3B	hvg20_SNNk10	7
CX3CL1	hvg20_SNNk10	7
DMTN	hvg20_SNNk10	7
NECAP1	hvg20_SNNk10	7
MAP2K1	hvg20_SNNk10	7
KCNIP4	hvg20_SNNk10	7
TUSC3	hvg20_SNNk10	7
TSPYL2	hvg20_SNNk10	7
RBFOX2	hvg20_SNNk10	7
TAGLN3	hvg20_SNNk10	7
USP27X	hvg20_SNNk10	7
TMEM14A	hvg20_SNNk10	7
SVOP	hvg20_SNNk10	7
CELF3	hvg20_SNNk10	7
SYBU	hvg20_SNNk10	7
PPP3CB	hvg20_SNNk10	7
ST8SIA3	hvg20_SNNk10	7
ZMYM3	hvg20_SNNk10	7
MAOA	hvg20_SNNk10	7
ELOVL4	hvg20_SNNk10	7
CMIP	hvg20_SNNk10	7
PEG10	hvg20_SNNk10	7
VWA5A	hvg20_SNNk10	7
SPINT2	hvg20_SNNk10	7
TBC1D9	hvg20_SNNk10	7
MAPRE3	hvg20_SNNk10	7
ADGRB3	hvg20_SNNk10	7
GPRASP1	hvg20_SNNk10	7
CHN1	hvg20_SNNk10	7
