gene_id	gene_name	V12D07-075_D1	V12D07-075_A1	V12Y31-080_A1	V12D05-348_D1	V12D05-350_D1	V13M13-362_D1	V12D05-348_C1	V12D05-350_C1	V13Y24-346_C1	nsigsamps	meanrank
ENSG00000101152	DNAJC5					1139		267			2	703
ENSG00000101160	CTSZ		350								1	350
ENSG00000101180	HRH3		679	398	419	127		133	228		6	330.666666666667
ENSG00000101182	PSMA7				156	778	848			152	4	483.5
ENSG00000101191	DIDO1				679						1	679
ENSG00000101198	NKAIN4					590	607				2	598.5
ENSG00000101200	AVP	27	902	443	4	1	191	8	1	8	9	176.111111111111
ENSG00000101204	CHRNA4				1149					112	2	630.5
ENSG00000101210	EEF1A2	87			211		468	151	184		5	220.2
ENSG00000101247	NDUFAF5							331			1	331
ENSG00000101298	SNPH	284									1	284
ENSG00000101327	PDYN		54	518	143	108		397	257		6	246.166666666667
ENSG00000101333	PLCB4					437	704	593			3	578
ENSG00000101335	MYL9				330	352					2	341
ENSG00000101336	HCK						338				1	338
ENSG00000101353	MROH8		213					535			2	374
ENSG00000101405	OXT	29			248	20	73		34	19	6	70.5
ENSG00000101413	RPRD1B					557					1	557
ENSG00000101421	CHMP4B						974				1	974
ENSG00000101438	SLC32A1	304			251		574		411		4	385
ENSG00000101439	CST3	123	43	35	23	12	117	754	52		8	144.875
ENSG00000101444	AHCY			653			533				2	593
ENSG00000101460	MAP1LC3A						953				1	953
ENSG00000101463	SYNDIG1					1165					1	1165
ENSG00000101474	APMAP		840								1	840
ENSG00000101489	CELF4				1030						1	1030
ENSG00000101542	CDH20					393					1	393
ENSG00000101558	VAPA					1137					1	1137
ENSG00000101605	MYOM1					1091					1	1091
ENSG00000101746	NOL4	282		191				208	116		4	199.25
ENSG00000101773	RBBP8		661								1	661
ENSG00000101782	RIOK3								415		1	415
ENSG00000101843	PSMD10			718							1	718
ENSG00000101856	PGRMC1				132	93		223	225		4	168.25
ENSG00000101871	MID1						973				1	973
ENSG00000101938	CHRDL1					1018					1	1018
ENSG00000101958	GLRA2		329		942	1087	911				4	817.25
ENSG00000101977	MCF2		183								1	183
ENSG00000102003	SYP	277					273				2	275
ENSG00000102038	SMARCA1		727		163		388	716			4	498.5
ENSG00000102109	PCSK1N	34	74	25	90	76	88	569	89	334	9	153.222222222222
ENSG00000102144	PGK1		525								1	525
ENSG00000102225	CDK16		433								1	433
ENSG00000102226	USP11		704	253			884		387		4	557
ENSG00000102241	HTATSF1	128	583		115		727				4	388.25
ENSG00000102265	TIMP1		342								1	342
ENSG00000102287	GABRE	22	145	23	70	118		698	114		7	170
ENSG00000102290	PCDH11X			507							1	507
ENSG00000102316	MAGED2			559							1	559
ENSG00000102401	ARMCX3					699					1	699
ENSG00000102409	BEX4				179		355		220		3	251.333333333333
ENSG00000102445	RUBCNL						581				1	581
ENSG00000102466	FGF14			189		1109	733				3	677
ENSG00000102531	FNDC3A				1035	306					2	670.5
ENSG00000102543	CDADC1	152									1	152
ENSG00000102606	ARHGEF7			627				140			2	383.5
ENSG00000102678	FGF9					276					1	276
ENSG00000102710	SUPT20H				809						1	809
ENSG00000102755	FLT1						292				1	292
ENSG00000102804	TSC22D1					692					1	692
ENSG00000102879	CORO1A		863								1	863
ENSG00000102897	LYRM1		269							174	2	221.5
ENSG00000102901	CENPT				642						1	642
ENSG00000102924	CBLN1	172		155	877	92	96	541			6	322.166666666667
ENSG00000102931	ARL2BP		904								1	904
ENSG00000102934	PLLP				553	1118	826				3	832.333333333333
ENSG00000102981	PARD6A				931						1	931
ENSG00000102996	MMP15							123			1	123
ENSG00000103018	CYB5B						445				1	445
ENSG00000103034	NDRG4		804			700					2	752
ENSG00000103043	VAC14		955								1	955
ENSG00000103051	COG4					486					1	486
ENSG00000103061	SLC7A6OS				403						1	403
ENSG00000103145	HCFC1R1						865				1	865
ENSG00000103150	MLYCD						966				1	966
ENSG00000103187	COTL1						462				1	462
ENSG00000103194	USP10					951					1	951
ENSG00000103199	ZNF500					1117					1	1117
ENSG00000103248	MTHFSD							630			1	630
ENSG00000103260	METRN		395						280		2	337.5
ENSG00000103266	STUB1	253					1075				2	664
ENSG00000103275	UBE2I				1041			492			2	766.5
ENSG00000103316	CRYM					151	44				2	97.5
ENSG00000103319	EEF2K				402						1	402
ENSG00000103335	PIEZO1						1055				1	1055
ENSG00000103351	CLUAP1			705							1	705
ENSG00000103363	ELOB	110		414	544	961	271	260		260	7	402.857142857143
ENSG00000103460	TOX3		778			1054					2	916
ENSG00000103479	RBL2								303		1	303
ENSG00000103495	MAZ			564							1	564
ENSG00000103512	NOMO1				967		634				2	800.5
ENSG00000103528	SYT17					342					1	342
ENSG00000103647	CORO2B					1187					1	1187
ENSG00000103653	CSK	104						563			2	333.5
ENSG00000103657	HERC1							416			1	416
ENSG00000103740	ACSBG1				968						1	968
ENSG00000103769	RAB11A				653	840			246		3	579.666666666667
ENSG00000103932	RPAP1				708						1	708
ENSG00000103942	HOMER2				680						1	680
ENSG00000103994	ZNF106	208									1	208
ENSG00000104093	DMXL2					1007					1	1007
ENSG00000104112	SCG3	90	748		529		1008				4	593.75
ENSG00000104164	BLOC1S6			618		764					2	691
ENSG00000104177	MYEF2						1054				1	1054
ENSG00000104219	ZDHHC2						788				1	788
ENSG00000104228	TRIM35							508	404		2	456
ENSG00000104231	ZFAND1					1002					1	1002
ENSG00000104267	CA2				668		768				2	718
ENSG00000104312	RIPK2	151									1	151
ENSG00000104320	NBN	175									1	175
ENSG00000104327	CALB1		41	56	62	193	51		76		6	79.8333333333333
ENSG00000104341	LAPTM4B				506						1	506
ENSG00000104343	UBE2W					632					1	632
ENSG00000104381	GDAP1	371									1	371
ENSG00000104388	RAB2A			735	1038	339					3	704
ENSG00000104408	EIF3E				823	724				200	3	582.333333333333
ENSG00000104435	STMN2	206	270	460		90	81	160	108		7	196.428571428571
ENSG00000104450	SPAG1	222									1	222
ENSG00000104490	NCALD		240	100	376	361		348	98		6	253.833333333333
ENSG00000104549	SQLE		847			722					2	784.5
ENSG00000104635	SLC39A14		423								1	423
ENSG00000104660	LEPROTL1		931			698					2	814.5
ENSG00000104695	PPP2CB			754	615						2	684.5
ENSG00000104722	NEFM			78	239	206		401	143		5	213.4
ENSG00000104723	TUSC3		394		438	215		411	395		5	370.6
ENSG00000104738	MCM4		850								1	850
ENSG00000104756	KCTD9		784	406							2	595
ENSG00000104763	ASAH1				387						1	387
ENSG00000104765	BNIP3L				1095						1	1095
ENSG00000104823	ECH1			156			469	524			3	383
ENSG00000104825	NFKBIB		572								1	572
ENSG00000104833	TUBB4A		137		811	1031		697			4	669
ENSG00000104835	SARS2				1033						1	1033
ENSG00000104853	CLPTM1				1008				440		2	724
ENSG00000104863	LIN7B									198	1	198
ENSG00000104904	OAZ1		579				266				2	422.5
ENSG00000104907	TRMT1									110	1	110
ENSG00000104957	CCDC130						943				1	943
ENSG00000104964	TLE5		964				774				2	869
ENSG00000104967	NOVA2						779				1	779
ENSG00000104969	SGTA						677				1	677
ENSG00000104973	MED25		344								1	344
ENSG00000105171	POP4			539							1	539
ENSG00000105185	PDCD5			473		611					2	542
ENSG00000105193	RPS16				142		434	235		145	4	239
ENSG00000105197	TIMM50			703							1	703
ENSG00000105202	FBL				820						1	820
ENSG00000105220	GPI					866					1	866
ENSG00000105223	PLD3	135	492	373	87	235	97	291	85		8	224.375
ENSG00000105254	TBCB						562				1	562
ENSG00000105258	POLR2I			332	535	378					3	415
ENSG00000105270	CLIP3			504							1	504
ENSG00000105278	ZFR2					1180					1	1180
ENSG00000105290	APLP1		961	376		765	178				4	570
ENSG00000105323	HNRNPUL1		117						397		2	257
ENSG00000105325	FZR1				934						1	934
ENSG00000105364	MRPL4							605			1	605
ENSG00000105372	RPS19					267		233			2	250
ENSG00000105376	ICAM5				911	782		734	134		4	640.25
ENSG00000105401	CDC37			678							1	678
ENSG00000105402	NAPA				940						1	940
ENSG00000105404	RABAC1			278		791					2	534.5
ENSG00000105409	ATP1A3			356		340	297				3	331
ENSG00000105427	CNFN						658				1	658
ENSG00000105438	KDELR1			340							1	340
ENSG00000105443	CYTH2	254									1	254
ENSG00000105472	CLEC11A			345			554				2	449.5
ENSG00000105519	CAPS								30		1	30
ENSG00000105520	PLPPR2		930		289		1047				3	755.333333333333
ENSG00000105568	PPP2R1A		404								1	404
ENSG00000105576	TNPO2					1012					1	1012
ENSG00000105583	WDR83OS			412	1100		490				3	667.333333333333
ENSG00000105605	CACNG7		605								1	605
ENSG00000105612	DNASE2								231		1	231
ENSG00000105618	PRPF31								414		1	414
ENSG00000105619	TFPT				307						1	307
ENSG00000105640	RPL18A			422	453	260				142	4	319.25
ENSG00000105642	KCNN1						675				1	675
ENSG00000105643	ARRDC2		553								1	553
ENSG00000105649	RAB3A							654			1	654
ENSG00000105671	DDX49									324	1	324
ENSG00000105677	TMEM147				451						1	451
ENSG00000105695	MAG					1166	406			67	3	546.333333333333
ENSG00000105696	TMEM59L			321	108	275	65		342		5	222.2
ENSG00000105698	USF2					889					1	889
ENSG00000105701	FKBP8	63					346				2	204.5
ENSG00000105723	GSK3A				751						1	751
ENSG00000105737	GRIK5		312								1	312
ENSG00000105755	ETHE1			527							1	527
ENSG00000105793	GTPBP10			592							1	592
ENSG00000105835	NAMPT			697							1	697
ENSG00000105854	PON2			510							1	510
ENSG00000105887	MTPN				597	664	235		95		4	397.75
ENSG00000105894	PTN						371				1	371
ENSG00000105928	GSDME		940								1	940
ENSG00000105989	WNT2						752				1	752
ENSG00000105993	DNAJB6					199					1	199
ENSG00000106009	BRAT1			711			1041		119		3	623.666666666667
ENSG00000106070	GRB10						341				1	341
ENSG00000106089	STX1A					337					1	337
ENSG00000106105	GARS	249									1	249
ENSG00000106123	EPHB6	139									1	139
ENSG00000106153	CHCHD2	281									1	281
ENSG00000106211	HSPB1		49		713						2	381
ENSG00000106236	NPTX2	49	94	42	79	63	25	24	36	157	9	63.2222222222222
ENSG00000106245	BUD31				1093						1	1093
ENSG00000106263	EIF3B	311									1	311
ENSG00000106278	PTPRZ1				1083	322					2	702.5
ENSG00000106290	TAF6						859				1	859
ENSG00000106299	WASL					1160		622			2	891
ENSG00000106346	USP42		166						483		2	324.5
ENSG00000106351	AGFG2	243									1	243
ENSG00000106355	LSM5			264	1151						2	707.5
ENSG00000106367	AP1S1			744			805				2	774.5
ENSG00000106399	RPA3				1139						1	1139
ENSG00000106443	PHF14							294			1	294
ENSG00000106460	TMEM106B					476	645			288	3	469.666666666667
ENSG00000106477	CEP41		401								1	401
ENSG00000106537	TSPAN13				774	911	740				3	808.333333333333
ENSG00000106554	CHCHD3					558				186	2	372
ENSG00000106571	GLI3		584								1	584
ENSG00000106591	MRPL32				501						1	501
ENSG00000106615	RHEB						743				1	743
ENSG00000106617	PRKAG2									298	1	298
ENSG00000106624	AEBP1				552						1	552
ENSG00000106633	GCK						971				1	971
ENSG00000106635	BCL7B			694							1	694
ENSG00000106636	YKT6	290									1	290
ENSG00000106638	TBL2	178									1	178
ENSG00000106665	CLIP2	238									1	238
ENSG00000106682	EIF4H				1171						1	1171
ENSG00000106689	LHX2		121								1	121
ENSG00000106723	SPIN1		360		750						2	555
ENSG00000106771	TMEM245				914		990			130	3	678
ENSG00000106785	TRIM14					1178					1	1178
ENSG00000106799	TGFBR1	291		459		257		303			4	327.5
ENSG00000106803	SEC61B									215	1	215
ENSG00000106948	AKNA				652						1	652
ENSG00000106976	DNM1	376	758					215			3	449.666666666667
ENSG00000106992	AK1							758			1	758
ENSG00000107105	ELAVL2		221					706		242	3	389.666666666667
ENSG00000107130	NCS1					842					1	842
ENSG00000107147	KCNT1			457							1	457
ENSG00000107164	FUBP3		456			886					2	671
ENSG00000107175	CREB3				1006						1	1006
ENSG00000107223	EDF1			327			742				2	534.5
ENSG00000107249	GLIS3		429								1	429
ENSG00000107282	APBA1							334			1	334
ENSG00000107295	SH3GL2			213	663	914	272	663			5	545
ENSG00000107317	PTGDS			51	39	30		745	48	173	6	181
ENSG00000107362	ABHD17B				543						1	543
ENSG00000107372	ZFAND5				356	485	555				3	465.333333333333
ENSG00000107518	ATRNL1						83				1	83
ENSG00000107551	RASSF4		631								1	631
ENSG00000107560	RAB11FIP2				556	1186				375	3	705.666666666667
ENSG00000107581	EIF3A		535								1	535
ENSG00000107651	SEC23IP				674						1	674
ENSG00000107669	ATE1							211			1	211
ENSG00000107731	UNC5B						1100				1	1100
ENSG00000107738	VSIR	185				526					2	355.5
ENSG00000107742	SPOCK2			550		564	478	232			4	456
ENSG00000107758	PPP3CB				273	498	871	181			4	455.75
ENSG00000107779	BMPR1A		699								1	699
ENSG00000107796	ACTA2				165		267	54	234		4	180
ENSG00000107872	FBXL15				987						1	987
ENSG00000107937	GTPBP4	164									1	164
ENSG00000107957	SH3PXD2A	244									1	244
ENSG00000107960	STN1					333					1	333
ENSG00000108018	SORCS1						368				1	368
ENSG00000108106	UBE2S			468							1	468
ENSG00000108107	RPL28					224					1	224
ENSG00000108176	DNAJC12						775				1	775
ENSG00000108231	LGI1				541	357					2	449
ENSG00000108298	RPL19			423	220	580		616			4	459.75
ENSG00000108306	FBXL20		635								1	635
ENSG00000108309	RUNDC3A					386					1	386
ENSG00000108312	UBTF								327		1	327
ENSG00000108387	SEPTIN4		834								1	834
ENSG00000108389	MTMR4		981			552					2	766.5
ENSG00000108395	TRIM37					916					1	916
ENSG00000108465	CDK5RAP3								369		1	369
ENSG00000108551	RASD1			407	121	49	395				4	243
ENSG00000108561	C1QBP						590				1	590
ENSG00000108592	FTSJ3		321								1	321
ENSG00000108654	DDX5		258			1081					2	669.5
ENSG00000108669	CYTH1					890					1	890
ENSG00000108679	LGALS3BP			432	139						2	285.5
ENSG00000108684	ASIC2			629		822					2	725.5
ENSG00000108691	CCL2		24								1	24
ENSG00000108774	RAB5C						294				1	294
ENSG00000108797	CNTNAP1					501					1	501
ENSG00000108819	PPP1R9B		703								1	703
ENSG00000108826	MRPL27				676						1	676
ENSG00000108828	VAT1	245		96	240		53		285		5	183.8
ENSG00000108829	LRRC59			635							1	635
ENSG00000108854	SMURF2		77								1	77
ENSG00000108861	DUSP3					284	804				2	544
ENSG00000108946	PRKAR1A				140	817	516				3	491
ENSG00000108947	EFNB3			125	399	603	175		261	286	6	308.166666666667
ENSG00000108953	YWHAE			544	933		336				3	604.333333333333
ENSG00000108960	MMD					583					1	583
ENSG00000109046	WSB1					345					1	345
ENSG00000109107	ALDOC					77		636	207	301	4	305.25
ENSG00000109118	PHF12	448									1	448
ENSG00000109133	TMEM33				808						1	808
ENSG00000109158	GABRA4				961						1	961
ENSG00000109180	OCIAD1		809		504	96	524	191			5	424.8
ENSG00000109189	USP46				1053						1	1053
ENSG00000109255	NMU		106		17	31	42				4	49
ENSG00000109270	LAMTOR3				1089	606					2	847.5
ENSG00000109323	MANBA					626					1	626
ENSG00000109332	UBE2D3						765			210	2	487.5
ENSG00000109339	MAPK10						512				1	512
ENSG00000109381	ELF2	326	124								2	225
ENSG00000109390	NDUFC1				409	213					2	311
ENSG00000109436	TBC1D9						976				1	976
ENSG00000109458	GAB1							702			1	702
ENSG00000109472	CPE	61	79	267	102		154	61	57	97	8	109.75
ENSG00000109475	RPL34		97	131	98	67		41	295	351	7	154.285714285714
ENSG00000109501	WFS1	202			846		325				3	457.666666666667
ENSG00000109572	CLCN3					690					1	690
ENSG00000109606	DHX15				1112		639				2	875.5
ENSG00000109610	SOD3		257								1	257
ENSG00000109654	TRIM2			679							1	679
ENSG00000109670	FBXW7						916				1	916
ENSG00000109680	TBC1D19								511		1	511
ENSG00000109685	NSD2		578								1	578
ENSG00000109689	STIM2						1044				1	1044
ENSG00000109736	MFSD10					969					1	969
ENSG00000109738	GLRB				258					172	2	215
ENSG00000109756	RAPGEF2					746					1	746
ENSG00000109787	KLF3		927								1	927
ENSG00000109846	CRYAB		127			905	252	249	226		5	351.8
ENSG00000109854	HTATIP2						907				1	907
ENSG00000109861	CTSC						691				1	691
ENSG00000109906	ZBTB16						699			283	2	491
ENSG00000109929	SC5D					794		489			2	641.5
ENSG00000109956	B3GAT1				1121						1	1121
ENSG00000109971	HSPA8	32	78	44	195	59	58	482			7	135.428571428571
ENSG00000110002	VWA5A			489	478	525	76				4	392
ENSG00000110025	SNX15						708				1	708
ENSG00000110074	FOXRED1				757						1	757
ENSG00000110076	NRXN2							477			1	477
ENSG00000110108	TMEM109		974								1	974
ENSG00000110200	ANAPC15								355		1	355
ENSG00000110218	PANX1				613						1	613
ENSG00000110237	ARHGEF17		977				1023				2	1000
ENSG00000110328	GALNT18							761			1	761
ENSG00000110344	UBE4A			600							1	600
ENSG00000110422	HIPK3								284		1	284
ENSG00000110427	KIAA1549L				786						1	786
ENSG00000110436	SLC1A2			153	133	83	40	606		72	6	181.166666666667
ENSG00000110492	MDK				500	725					2	612.5
ENSG00000110497	AMBRA1								265		1	265
ENSG00000110675	ELMOD1					621		721			2	671
ENSG00000110700	RPS13				605						1	605
ENSG00000110756	HPS5		950								1	950
ENSG00000110786	PTPN5					481					1	481
ENSG00000110799	VWF		612				275		350		3	412.333333333333
ENSG00000110811	P3H3					702					1	702
ENSG00000110881	ASIC1						605				1	605
ENSG00000110888	CAPRIN2				620						1	620
ENSG00000110911	SLC11A2							574			1	574
ENSG00000110921	MVK		504								1	504
ENSG00000110955	ATP5F1B				904						1	904
ENSG00000110958	PTGES3	360				960	1066	341			4	681.75
ENSG00000110987	BCL7A			747							1	747
ENSG00000111057	KRT18					370	93		443		3	302
ENSG00000111229	ARPC3		620		688						2	654
ENSG00000111269	CREBL2				1026						1	1026
ENSG00000111341	MGP		113		61						2	87
ENSG00000111344	RASAL1							216			1	216
ENSG00000111361	EIF2B1							137			1	137
ENSG00000111371	SLC38A1				975	715					2	845
ENSG00000111530	CAND1					421					1	421
ENSG00000111605	CPSF6				1068						1	1068
ENSG00000111640	GAPDH	228		59	508	414	80	722			6	335.166666666667
ENSG00000111669	TPI1		676			1049	609	553			4	721.75
ENSG00000111674	ENO2		824	625			162	390			4	500.25
ENSG00000111678	C12orf57				932	458	309				3	566.333333333333
ENSG00000111684	LPCAT3	273									1	273
ENSG00000111696	NT5DC3		613		199	207	49				4	267
ENSG00000111726	CMAS						387				1	387
ENSG00000111728	ST8SIA1					835					1	835
ENSG00000111737	RAB35	100									1	100
ENSG00000111752	PHC1		767								1	767
ENSG00000111775	COX6A1		260				580	56			3	298.666666666667
ENSG00000111843	TMEM14C				952					377	2	664.5
ENSG00000111885	MAN1A1				122	293		207			3	207.333333333333
ENSG00000111897	SERINC1					111		283			2	197
ENSG00000111906	HDDC2		634								1	634
ENSG00000111907	TPD52L1	201		242	899	678		76	101		6	366.166666666667
ENSG00000111911	HINT3		737								1	737
ENSG00000111913	RIPOR2			534							1	534
ENSG00000112038	OPRM1				173	553					2	363
ENSG00000112062	MAPK14					1184					1	1184
ENSG00000112110	MRPL18				949						1	949
ENSG00000112137	PHACTR1					693	339				2	516
ENSG00000112139	MDGA1							158			1	158
ENSG00000112146	FBXO9							778			1	778
ENSG00000112149	CD83					372					1	372
ENSG00000112159	MDN1						854				1	854
ENSG00000112164	GLP1R				514						1	514
ENSG00000112186	CAP2					675	1095	468			3	746
ENSG00000112232	KHDRBS2		707								1	707
ENSG00000112237	CCNC				884						1	884
ENSG00000112238	PRDM13								171		1	171
ENSG00000112276	BVES						145				1	145
ENSG00000112290	WASF1					709					1	709
ENSG00000112293	GPLD1								288		1	288
ENSG00000112304	ACOT13						255				1	255
ENSG00000112305	SMAP1		454								1	454
ENSG00000112306	RPS12				129			490	277		3	298.666666666667
ENSG00000112309	B3GAT2		100	218		354					3	224
ENSG00000112335	SNX3				1017		404		121		3	514
ENSG00000112419	PHACTR2				335						1	335
ENSG00000112531	QKI			173	513				117		3	267.666666666667
ENSG00000112576	CCND3				338						1	338
ENSG00000112592	TBP						349				1	349
ENSG00000112624	BICRAL						1003				1	1003
ENSG00000112640	PPP2R5D					1096					1	1096
ENSG00000112655	PTK7		728								1	728
ENSG00000112685	EXOC2						653				1	653
ENSG00000112695	COX7A2		595	194		729				86	4	401
ENSG00000112697	TMEM30A			615		402					2	508.5
ENSG00000112701	SENP6		666								1	666
