Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000117748,RPA2,69,-0.4717,124,0.44460,115,0.35938,74,-0.3521,113,0.36996,92,-0.0266,62,-0.6424,67,-0.5571
ENSG00000126698,DNAJC8,68,-1.0124,158,0.27377,140,0.09840,126,-0.0791,165,0.43888,84,-0.6967,130,-0.0318,124,-0.1108
ENSG00000130770,ATP5IF1,869,0.37057,1113,0.77595,801,0.26656,686,-0.0055,714,0.07083,474,-0.5785,334,-1.1080,520,-0.4724
ENSG00000204138,PHACTR4,12,-0.3981,16,0.13690,14,-0.1092,9,-0.6952,17,0.19351,33,1.27993,14,-0.0552,9,-0.8844
ENSG00000242125,SNHG3,27,0.70892,25,0.55613,16,-0.1435,4,-2.2207,22,0.49555,26,0.64788,10,-0.8020,9,-1.0815
ENSG00000180098,TRNAU1AP,32,0.59617,24,0.14891,18,-0.3560,25,0.18879,27,0.40521,18,-0.3460,21,-0.0526,14,-0.7695
ENSG00000197989,SNHG12,5,-1.5573,22,0.50133,15,-0.0698,29,0.96377,17,0.15958,7,-1.1940,19,0.24592,13,-0.3147
ENSG00000120656,TAF12,23,0.29550,22,0.22085,27,0.61916,40,1.20311,17,-0.1417,7,-1.4339,7,-1.4771,11,-0.8553
ENSG00000198492,YTHDF2,94,0.37784,92,0.34971,69,-0.1249,44,-0.7909,97,0.55027,46,-0.7459,69,-0.1082,57,-0.4407
ENSG00000159023,EPB41,23,-0.0491,27,0.18928,21,-0.2434,28,0.26206,21,-0.2503,60,1.51297,15,-0.7148,15,-0.7678
ENSG00000116350,SRSF4,37,-0.6115,25,-1.2093,64,0.28044,57,0.05443,63,0.28856,55,0.01037,33,-0.7700,66,0.32621
ENSG00000116353,MECR,20,-0.6766,52,0.81134,24,-0.4686,15,-1.0777,40,0.48414,29,-0.1314,24,-0.3920,34,0.15008
ENSG00000060656,PTPRU,76,1.27363,80,1.35619,21,-0.8022,40,0.21188,41,0.31842,11,-1.7477,18,-0.9811,14,-1.4350
ENSG00000162511,LAPTM5,22,-0.7909,14,-1.4383,76,1.31906,11,-1.7695,16,-1.4459,47,0.34346,72,1.04216,43,0.21722
ENSG00000162512,SDC3,92,-1.1658,120,-0.7617,344,1.03740,190,-0.0555,190,-0.0688,135,-0.5785,225,0.21656,170,-0.2424
ENSG00000134644,PUM1,109,-0.7829,181,0.00398,182,0.01184,242,0.46770,273,0.85838,111,-0.7527,114,-0.7080,115,-0.7514
ENSG00000060688,SNRNP40,5,-1.7647,30,0.82153,23,0.39767,4,-2.0244,17,-0.1171,15,-0.3020,31,0.88381,17,-0.0949
ENSG00000121766,ZCCHC17,137,-0.0454,154,0.13803,110,-0.4099,266,1.03639,166,0.33122,76,-0.9340,90,-0.6945,123,-0.2258
ENSG00000121769,FABP3,51,0.59725,49,0.53340,12,-1.6226,0,-5.9643,44,0.45496,36,0.06784,38,0.12167,44,0.40836
ENSG00000162517,PEF1,55,-0.3912,85,0.29986,66,-0.1123,84,0.27789,89,0.46513,66,-0.1102,52,-0.4608,53,-0.4940
ENSG00000084636,COL16A1,4,-2.5614,7,-1.7824,31,0.36036,33,0.44003,27,0.16081,32,0.39090,39,0.71689,20,-0.3330
ENSG00000121753,ADGRB2,23,-2.1156,32,-1.6113,60,-0.7129,39,-1.3344,125,0.60650,317,2.11743,65,-0.5468,72,-0.4347
ENSG00000184007,PTP4A2,101,-0.7582,140,-0.2571,155,-0.1090,172,0.06545,137,-0.3434,140,-0.2598,288,0.90210,209,0.42060
ENSG00000121774,KHDRBS1,112,-0.6313,153,-0.1437,204,0.34427,119,-0.5321,199,0.33880,195,0.23774,127,-0.4322,152,-0.1759
ENSG00000121775,TMEM39B,4,-1.7956,10,-0.6625,23,0.68949,6,-1.3137,24,0.86959,18,0.27631,14,-0.1899,8,-1.0248
ENSG00000025800,KPNA6,30,-0.6153,64,0.57879,48,0.12908,40,-0.1414,56,0.46640,36,-0.3147,35,-0.3667,32,-0.5591
ENSG00000084652,TXLNA,40,0.00113,64,0.77704,62,0.83218,33,-0.2980,29,-0.5845,34,-0.2349,49,0.33962,22,-0.9527
ENSG00000160050,CCDC28B,8,-0.7790,20,0.53867,19,0.53843,2,-2.5170,12,-0.2922,26,0.98518,19,0.50456,9,-0.6711
ENSG00000084623,EIF3I,116,0.03693,133,0.25702,121,0.12078,75,-0.6261,122,0.14584,107,-0.0820,103,-0.1472,107,-0.0911
ENSG00000116478,HDAC1,18,-0.3525,39,0.86645,43,1.17980,6,-1.9276,26,0.28667,8,-1.5597,29,0.40792,4,-2.7137
ENSG00000175130,MARCKSL1,58,-2.1159,141,-0.8035,285,0.31960,220,-0.1209,264,0.20478,133,-0.8943,483,1.16467,227,-0.0748
ENSG00000160058,BSDC1,54,-0.1244,94,0.77402,55,-0.0990,39,-0.6208,71,0.39443,47,-0.3245,41,-0.5433,50,-0.2465
ENSG00000176261,ZBTB8OS,48,0.01877,91,1.04447,58,0.36112,39,-0.3143,49,0.04761,38,-0.3590,34,-0.5144,29,-0.8006
ENSG00000162521,RBBP4,107,0.11321,132,0.44701,110,0.17955,67,-0.5990,111,0.21012,97,-0.0316,75,-0.4446,81,-0.3413
ENSG00000162522,KIAA1522,13,-0.3324,13,-0.3354,19,0.19612,19,0.20080,16,-0.0806,21,0.32974,14,-0.2872,17,0.06392
ENSG00000134684,YARS,86,-0.4563,127,0.14908,90,-0.4186,171,0.63078,163,0.70641,65,-0.8840,80,-0.5581,94,-0.3534
ENSG00000116497,S100PBP,32,-0.3483,62,0.68164,64,0.83727,85,1.21294,27,-0.6973,33,-0.3349,32,-0.3593,15,-1.5279
ENSG00000160097,FNDC5,11,-1.0781,5,-2.3023,10,-1.2415,21,-0.0967,48,1.72666,17,-0.4272,24,0.06893,15,-0.7037
ENSG00000121905,HPCA,6,-4.4507,22,-2.5745,11,-3.6865,5,-4.6835,56,-1.3905,1122,5.05768,51,-1.3484,47,-1.5723
ENSG00000121900,TMEM54,55,0.52254,32,-0.3283,62,0.79316,26,-0.6613,31,-0.4683,21,-0.9462,61,0.66746,33,-0.2985
ENSG00000116514,RNF19B,27,-0.2018,22,-0.5144,32,0.05488,53,0.84982,35,0.23314,26,-0.2987,17,-0.8882,29,-0.1030
ENSG00000004455,AK2,65,0.75431,51,0.36260,69,0.99202,21,-0.9768,21,-1.1088,31,-0.4052,60,0.62026,27,-0.6516
ENSG00000142920,AZIN2,22,0.16568,13,-0.6594,17,-0.2388,19,-0.0694,25,0.45537,13,-0.6494,26,0.40829,18,-0.1550
ENSG00000160094,ZNF362,14,-0.4997,14,-0.4139,24,0.39911,3,-2.6656,26,0.61916,13,-0.5113,35,0.98691,11,-0.8218
ENSG00000134686,PHC2,41,-0.3833,62,0.25386,69,0.47469,29,-0.9090,48,-0.2006,62,0.23732,65,0.31536,48,-0.1791
ENSG00000163866,SMIM12,111,0.41606,139,0.78836,92,0.12325,100,0.25590,83,-0.0551,76,-0.1797,30,-1.5798,68,-0.3875
ENSG00000116544,DLGAP3,9,-1.3956,18,-0.3944,5,-2.2046,24,0.05455,26,0.23098,74,1.98458,14,-0.7260,24,0.09666
ENSG00000163867,ZMYM6,25,0.19403,18,-0.3113,33,0.72580,22,-0.0169,20,-0.1564,18,-0.2768,29,0.42922,13,-0.8890
ENSG00000116560,SFPQ,107,-0.6165,151,-0.0813,165,0.06582,176,0.15799,180,0.23856,159,0.00122,146,-0.1400,151,-0.0937
ENSG00000146463,ZMYM4,44,-0.1522,54,0.16742,51,0.07720,47,-0.0614,58,0.32399,26,-0.9837,54,0.16576,43,-0.2209
ENSG00000142687,KIAA0319L,54,-0.3081,70,0.08777,81,0.35173,35,-0.9793,79,0.33777,65,-0.0351,52,-0.3820,61,-0.1470
ENSG00000020129,NCDN,216,-1.2455,253,-1.0034,212,-1.3548,271,-0.9032,577,0.33502,1949,2.45770,182,-1.4993,411,-0.2899
ENSG00000126067,PSMB2,158,0.21010,206,0.63829,122,-0.2142,105,-0.4269,157,0.24581,124,-0.1759,125,-0.1621,114,-0.3259
ENSG00000142686,C1orf216,67,0.02845,49,-0.4605,57,-0.2603,44,-0.6208,100,0.86903,37,-0.9020,40,-0.7670,71,0.12208
ENSG00000134698,AGO4,8,-1.0429,8,-1.0749,31,1.05154,5,-1.8569,17,-0.0483,14,-0.2687,16,-0.1370,22,0.39779
ENSG00000092847,AGO1,22,-0.6156,37,0.19436,26,-0.3844,31,-0.0990,38,0.26909,25,-0.4259,32,-0.0550,41,0.39529
ENSG00000126070,AGO3,11,-1.6786,41,0.30534,40,0.29362,37,0.14682,37,0.18676,21,-0.6960,28,-0.3078,38,0.19669
ENSG00000116863,ADPRHL2,16,-0.4096,24,0.26484,24,0.26754,4,-2.2740,25,0.35566,11,-0.8807,25,0.34061,22,0.09200
ENSG00000054116,TRAPPC3,57,-0.2223,80,0.30931,63,-0.0592,43,-0.6359,95,0.77138,41,-0.7117,50,-0.4000,51,-0.4145
ENSG00000116871,MAP7D1,187,-0.0334,201,0.08044,181,-0.0988,143,-0.4555,193,0.01852,210,0.14699,197,0.04433,208,0.15002
ENSG00000054118,THRAP3,75,-0.0841,87,0.14287,90,0.22405,101,0.38829,73,-0.1508,90,0.19350,63,-0.3562,68,-0.2647
ENSG00000196182,STK40,21,0.47118,11,-0.5551,14,-0.1954,15,-0.0594,21,0.57420,12,-0.3852,16,0.02907,11,-0.5627
ENSG00000181817,LSM10,54,-0.0642,102,0.95727,81,0.64426,44,-0.3898,55,-0.0419,26,-1.1954,51,-0.1522,37,-0.7155
ENSG00000116885,OSCP1,29,-0.0627,46,0.70720,48,0.86007,15,-1.0659,26,-0.2328,29,-0.0657,13,-1.2303,26,-0.2431
ENSG00000116898,MRPS15,36,-0.7811,92,0.70042,68,0.21787,72,0.30691,59,-0.0174,50,-0.2884,52,-0.2245,51,-0.2726
ENSG00000163873,GRIK3,2,-3.8705,6,-2.3767,14,-1.2575,37,0.29162,61,1.51545,26,-0.2850,14,-1.1436,38,0.34337
ENSG00000163875,MEAF6,130,-0.5402,257,0.52818,207,0.20298,213,0.22491,240,0.52474,70,-1.4816,104,-0.8749,154,-0.3065
ENSG00000163877,SNIP1,14,-0.2510,21,0.32273,18,0.09207,25,0.57996,21,0.39756,8,-1.1004,14,-0.2792,12,-0.6065
ENSG00000163879,DNALI1,27,0.42002,48,1.40029,41,1.30115,1,-3.7379,17,-0.3006,2,-3.1857,20,-0.0576,7,-1.7021
ENSG00000134697,GNL2,14,0.02249,34,1.47446,15,0.14011,3,-2.0440,16,0.22680,5,-1.3456,11,-0.3982,11,-0.3958
ENSG00000116922,C1orf109,9,-1.1165,26,0.53767,10,-1.0047,33,0.92844,24,0.52827,20,0.12148,13,-0.5591,15,-0.3918
ENSG00000183317,EPHA10,9,-1.0427,3,-2.3697,11,-0.7459,48,1.58597,30,1.05578,27,0.62905,7,-1.3720,5,-1.8377
ENSG00000185090,MANEAL,55,0.06091,111,1.20766,60,0.21128,28,-0.9607,64,0.36185,37,-0.5402,12,-2.2463,41,-0.4245
ENSG00000196449,YRDC,17,0.05776,32,1.04660,16,-0.0455,12,-0.5350,18,0.11178,12,-0.4838,14,-0.2099,13,-0.3531
ENSG00000197982,C1orf122,247,-0.1083,342,0.40515,301,0.22257,230,-0.2179,210,-0.4335,135,-1.0297,285,0.11282,355,0.52087
ENSG00000183431,SF3A3,35,-0.0603,52,0.57281,18,-1.1306,60,0.79073,42,0.28697,38,0.07685,32,-0.2068,29,-0.4018
ENSG00000183520,UTP11,25,-0.7644,32,-0.3904,30,-0.5430,73,0.92552,47,0.27018,31,-0.4401,45,0.14565,43,0.08989
ENSG00000116954,RRAGC,45,-0.0791,61,0.39718,44,-0.1388,17,-1.5057,62,0.54829,29,-0.7477,57,0.29153,43,-0.1816
ENSG00000174574,AKIRIN1,178,0.24532,224,0.62255,214,0.61116,215,0.55536,133,-0.2563,77,-1.0318,111,-0.4886,97,-0.7468
ENSG00000168653,NDUFS5,549,-0.0247,759,0.49316,584,0.07927,567,0.02720,521,-0.1289,567,0.02599,430,-0.4043,544,-0.0416
ENSG00000127603,MACF1,83,-1.3108,184,-0.1007,317,0.88274,167,-0.2533,192,-0.0359,114,-0.8383,205,0.07420,194,-0.0160
ENSG00000090621,PABPC4,46,-0.0097,36,-0.3904,47,0.03872,41,-0.1751,40,-0.2814,56,0.28947,73,0.72328,45,-0.0526
ENSG00000116983,HPCAL4,147,-0.4207,77,-1.3961,138,-0.5585,165,-0.2374,245,0.49061,388,1.14920,127,-0.6429,196,0.03533
ENSG00000084072,PPIE,31,-0.1650,46,0.45884,44,0.43678,27,-0.3555,39,0.25608,18,-0.9448,38,0.14684,23,-0.6467
ENSG00000168389,MFSD2A,81,2.30541,18,-0.2823,25,0.25968,10,-1.0573,8,-1.6337,12,-0.9065,16,-0.4506,23,0.13176
ENSG00000131236,CAP1,135,0.01732,165,0.33518,137,0.04270,119,-0.1720,120,-0.1992,157,0.25285,142,0.10355,125,-0.1176
ENSG00000131238,PPT1,142,-0.0594,159,0.11957,139,-0.1040,207,0.54462,174,0.32972,97,-0.6422,153,0.06338,105,-0.5681
ENSG00000259943,AL050341.2,16,-0.8767,52,0.93774,47,0.89748,8,-1.8210,31,0.16047,40,0.50569,5,-2.4537,18,-0.7554
ENSG00000084073,ZMPSTE24,33,-0.5580,63,0.46726,56,0.31313,20,-1.2771,45,-0.0804,38,-0.3329,48,0.03208,57,0.34848
ENSG00000049089,COL9A2,5,-2.3489,4,-2.5176,31,0.43754,18,-0.3859,18,-0.5417,17,-0.5118,63,1.60841,32,0.54079
ENSG00000084070,SMAP2,84,-0.3823,162,0.65585,99,-0.1378,113,0.08011,116,0.14783,146,0.48939,69,-0.6751,85,-0.4043
ENSG00000117016,RIMS3,73,-0.3903,82,-0.2165,62,-0.6764,156,0.81813,158,1.11232,23,-2.1118,52,-0.8990,72,-0.4551
ENSG00000066136,NFYC,16,-0.9226,24,-0.3112,27,-0.1077,15,-1.0064,34,0.29385,43,0.62704,28,-0.0540,34,0.25240
ENSG00000179862,CITED4,48,-0.0122,51,0.09324,47,-0.0355,73,0.66358,70,0.74083,13,-1.9008,55,0.20950,18,-1.5697
ENSG00000171793,CTPS1,6,-1.6866,20,0.13755,16,-0.2466,22,0.29205,20,0.17578,26,0.53940,22,0.26344,16,-0.1966
ENSG00000010803,SCMH1,19,0.23406,21,0.32239,14,-0.3283,16,-0.0853,23,0.66881,11,-0.6532,10,-0.8313,13,-0.3530
ENSG00000198815,FOXJ3,38,-0.8282,73,0.16028,75,0.22258,28,-1.3029,99,0.86388,72,0.13874,52,-0.3559,39,-0.8569
ENSG00000177181,RIMKLA,16,-0.6587,22,-0.1895,15,-0.7866,34,0.47563,36,0.77733,14,-0.8175,23,-0.0963,24,-0.0217
ENSG00000127125,PPCS,42,-0.5550,98,0.79649,51,-0.2769,83,0.51745,62,0.08254,48,-0.3487,59,-0.0122,50,-0.3169
ENSG00000186409,CCDC30,10,-1.1504,13,-0.7846,30,0.59981,13,-0.7571,25,0.33803,5,-2.1647,10,-1.0740,35,0.88100
ENSG00000171960,PPIH,12,-0.2686,11,-0.3951,7,-1.0714,5,-1.5540,16,0.18166,9,-0.6463,18,0.33864,28,1.20717
ENSG00000065978,YBX1,25,-1.7733,34,-1.3119,74,-0.1250,59,-0.4764,67,-0.3249,93,0.24276,178,1.31317,111,0.58605
ENSG00000164008,C1orf50,21,-0.5236,53,0.94992,32,0.13992,52,0.89505,25,-0.3439,23,-0.3922,26,-0.1970,21,-0.5565
ENSG00000177868,SVBP,50,0.58590,31,-0.1555,26,-0.4573,60,0.86423,41,0.34202,20,-0.8629,37,0.08606,21,-0.8050
ENSG00000117394,SLC2A1,100,0.89372,40,-0.5678,57,-0.0204,46,-0.3511,46,-0.4026,51,-0.1766,88,0.67413,56,-0.0280
ENSG00000117395,EBNA1BP2,59,-0.5107,136,0.81267,104,0.41055,86,0.07277,80,-0.0574,79,-0.0565,37,-1.2233,71,-0.2428
ENSG00000066322,ELOVL1,2,-3.3139,14,-0.9431,25,-0.1073,4,-2.6759,20,-0.5064,10,-1.3968,115,2.62413,30,0.25414
ENSG00000159479,MED8,50,1.01948,40,0.66093,21,-0.4298,36,0.48655,32,0.34174,4,-2.5467,11,-1.2586,20,-0.4519
ENSG00000178922,HYI,33,0.15911,44,0.62895,37,0.40574,25,-0.2411,26,-0.2072,8,-1.8206,30,0.02681,30,0.03240
ENSG00000142949,PTPRF,131,-0.0583,149,0.14464,167,0.36748,94,-0.5630,140,0.05605,156,0.22186,122,-0.1624,112,-0.3334
ENSG00000066135,KDM4A,12,-0.8208,15,-0.4902,12,-0.7989,18,-0.2104,29,0.75677,24,0.30342,25,0.33638,18,-0.1784
ENSG00000126091,ST3GAL3,19,-1.2384,51,0.26151,40,-0.1418,46,0.08508,57,0.54738,45,0.03710,29,-0.6305,40,-0.1261
ENSG00000117408,IPO13,25,-1.2140,47,-0.2592,55,-0.0296,50,-0.1560,47,-0.3262,91,0.78613,60,0.11684,72,0.47188
ENSG00000117410,ATP6V0B,658,0.61606,577,0.40291,356,-0.3880,352,-0.3775,578,0.51363,401,-0.1736,352,-0.3757,296,-0.6953
ENSG00000117411,B4GALT2,38,-0.3420,61,0.39535,52,0.17017,31,-0.6304,43,-0.1530,34,-0.4861,60,0.37867,54,0.22836
ENSG00000159214,CCDC24,35,0.88447,27,0.49750,26,0.44388,12,-0.7686,16,-0.4013,22,0.11329,14,-0.5711,15,-0.4294
ENSG00000196517,SLC6A9,14,-1.0850,17,-0.8281,38,0.43691,37,0.34916,26,-0.2082,7,-2.1018,52,0.91809,36,0.34069
ENSG00000178028,DMAP1,6,-2.7483,44,0.14341,40,-0.0215,49,0.32002,51,0.47581,48,0.29199,47,0.26035,27,-0.6393
ENSG00000117419,ERI3,72,-0.8815,165,0.39810,120,-0.1124,85,-0.6424,161,0.45180,164,0.38899,116,-0.1592,108,-0.2965
ENSG00000187147,RNF220,63,-0.8177,98,-0.1536,103,-0.0799,191,0.92911,123,0.26189,93,-0.2314,107,-0.0133,83,-0.4374
ENSG00000126106,TMEM53,17,-0.0053,16,-0.1323,17,0.03617,17,-0.0144,23,0.61803,5,-1.7927,14,-0.2479,16,-0.1526
ENSG00000142937,RPS8,845,0.10445,775,-0.0318,988,0.39572,817,0.05208,702,-0.2251,636,-0.3389,911,0.22432,711,-0.1816
ENSG00000117425,PTCH2,8,-1.4075,9,-1.0969,32,0.88697,24,0.28291,28,0.72113,7,-1.4127,11,-0.8988,14,-0.5203
ENSG00000070785,EIF2B3,48,0.78774,26,-0.1975,21,-0.5121,18,-0.7603,47,1.00707,32,0.14972,13,-1.2122,15,-1.0799
ENSG00000126088,UROD,143,0.63096,91,-0.0987,105,0.13516,28,-1.8571,107,0.20124,120,0.34762,69,-0.5155,89,-0.1441
ENSG00000117450,PRDX1,601,0.15096,855,0.72289,659,0.33323,758,0.52583,439,-0.4050,194,-1.5740,713,0.42630,397,-0.5354
ENSG00000117448,AKR1A1,49,-0.1586,66,0.30306,52,-0.0905,51,-0.1251,57,0.09088,60,0.15451,75,0.48954,40,-0.5295
ENSG00000132780,NASP,27,-0.5549,31,-0.3897,51,0.45217,76,1.05875,39,-0.0028,31,-0.3912,45,0.19844,22,-0.9490
ENSG00000159592,GPBP1L1,22,-1.0774,63,0.51891,47,0.04765,75,0.80884,46,0.00851,42,-0.1372,34,-0.4621,40,-0.2332
ENSG00000159596,TMEM69,17,-0.2609,22,0.10488,16,-0.3827,28,0.50701,28,0.68562,20,0.01580,20,0.00568,9,-1.2778
ENSG00000086015,MAST2,51,0.47455,87,1.37753,34,-0.1561,20,-0.9422,44,0.29605,9,-2.1042,44,0.23045,21,-0.9820
ENSG00000117461,PIK3R3,10,-1.8123,14,-1.3318,36,0.03296,28,-0.3622,49,0.67230,28,-0.3570,20,-0.8319,51,0.67642
ENSG00000085998,POMGNT1,35,-0.8588,88,0.56825,57,-0.1416,59,-0.0694,63,0.03765,87,0.54622,70,0.19236,50,-0.3694
ENSG00000132128,LRRC41,47,-0.0909,73,0.59742,71,0.61994,27,-0.9442,56,0.23803,36,-0.4905,35,-0.5249,35,-0.5823
ENSG00000173660,UQCRH,646,0.23517,688,0.33503,542,-0.0460,682,0.32027,561,0.01432,515,-0.1242,447,-0.3433,470,-0.2906
ENSG00000117480,FAAH,24,-0.7219,29,-0.4643,35,-0.2036,35,-0.1507,44,0.21674,53,0.47694,31,-0.3643,48,0.36474
ENSG00000079277,MKNK1,19,-0.0287,33,0.88476,31,0.88529,15,-0.3907,14,-0.4900,15,-0.3837,16,-0.2697,13,-0.6542
ENSG00000123472,ATPAF1,95,-0.4077,132,0.10857,123,0.00088,83,-0.6043,119,-0.0710,160,0.41179,151,0.32071,128,0.06174
ENSG00000159658,EFCAB14,43,-0.7433,48,-0.5573,68,-0.0283,78,0.18818,73,0.09702,61,-0.1976,149,1.25537,49,-0.5813
ENSG00000186377,CYP4X1,38,0.01530,81,1.25587,32,-0.2547,22,-0.8098,49,0.51636,22,-0.8051,15,-1.3811,31,-0.3140
ENSG00000162368,CMPK1,170,-0.1606,193,0.03477,204,0.13091,228,0.30200,211,0.22016,98,-1.0045,187,-0.0147,174,-0.1406
ENSG00000162373,BEND5,15,-0.2191,11,-0.6050,8,-1.1329,6,-1.4427,22,0.49618,18,0.11595,18,0.09037,27,0.79411
ENSG00000162374,ELAVL4,262,1.01696,192,0.49848,123,-0.2240,233,0.82001,175,0.44798,5,-4.7811,86,-0.7527,66,-1.2164
ENSG00000185104,FAF1,51,0.41094,46,0.26606,46,0.29807,18,-1.2041,44,0.24182,27,-0.5603,49,0.34697,26,-0.6383
ENSG00000123091,RNF11,193,-0.9848,369,0.01213,316,-0.2529,414,0.19384,523,0.73247,259,-0.5393,288,-0.3762,337,-0.1419
ENSG00000085831,TTC39A,49,1.50565,41,1.17927,22,0.21544,17,-0.1831,18,-0.1102,0,-4.4942,7,-1.4942,10,-1.0109
ENSG00000085832,EPS15,114,-0.2260,121,-0.1298,114,-0.2458,151,0.22115,128,-0.0573,104,-0.3719,173,0.43909,152,0.25841
ENSG00000117859,OSBPL9,46,0.30143,31,-0.2856,31,-0.3163,33,-0.2137,43,0.25819,40,0.08160,47,0.33966,32,-0.2636
ENSG00000078618,NRDC,109,0.40543,107,0.37023,93,0.15813,83,-0.0385,99,0.29686,67,-0.3609,71,-0.2668,49,-0.9010
ENSG00000169213,RAB3B,76,-0.9684,84,-0.8264,97,-0.6540,137,-0.0695,222,0.92208,1,-6.5937,136,-0.0757,212,0.71287
ENSG00000117862,TXNDC12,30,-0.4173,74,1.02073,54,0.55863,14,-1.5465,49,0.45531,20,-1.0465,28,-0.5015,25,-0.7444
ENSG00000134717,BTF3L4,86,-0.2267,152,0.67584,123,0.36917,99,-0.0045,105,0.10111,57,-0.8486,80,-0.3421,80,-0.3655
ENSG00000157077,ZFYVE9,21,-0.8777,53,0.54233,21,-0.9419,41,0.13436,45,0.35215,26,-0.5711,17,-1.1528,57,0.77901
ENSG00000154222,CC2D1B,21,0.54100,35,1.44131,23,0.78644,10,-0.5954,11,-0.4493,7,-1.1051,13,-0.1481,5,-1.6641
ENSG00000134748,PRPF38A,16,-0.4157,16,-0.4431,38,1.06269,4,-2.2156,17,-0.3426,18,-0.2636,33,0.69023,19,-0.1446
ENSG00000134744,TUT4,8,-2.3019,44,0.25954,44,0.30012,29,-0.3549,46,0.40181,26,-0.5663,38,0.04371,38,0.03978
ENSG00000162377,COA7,17,-0.2983,28,0.47038,22,0.10735,18,-0.2436,23,0.24987,15,-0.4299,26,0.39386,14,-0.5945
ENSG00000162378,ZYG11B,107,-0.6570,118,-0.5032,149,-0.1630,227,0.51909,237,0.76182,80,-1.1013,103,-0.7140,161,-0.0264
ENSG00000121310,ECHDC2,13,-1.0325,40,0.70853,37,0.66830,3,-2.9417,29,0.21450,18,-0.5451,31,0.26868,21,-0.3092
ENSG00000116171,SCP2,145,0.11049,144,0.10023,165,0.35090,79,-0.8255,118,-0.2482,112,-0.2928,155,0.22121,150,0.18991
ENSG00000162384,CZIB,44,-0.2490,57,0.14354,55,0.08972,39,-0.4393,54,0.06711,54,0.06799,62,0.27320,48,-0.1297
ENSG00000162385,MAGOH,51,0.30087,74,0.90410,35,-0.3099,78,0.97763,39,-0.1633,20,-1.1246,25,-0.7857,37,-0.2536
ENSG00000157193,LRP8,60,0.47680,53,0.28503,50,0.23020,14,-1.6812,56,0.45807,16,-1.4983,29,-0.6570,45,0.04068
ENSG00000058799,YIPF1,9,-1.3413,45,1.07187,15,-0.6656,16,-0.5031,37,0.97656,17,-0.4192,26,0.18085,11,-1.2115
ENSG00000081870,HSPB11,52,0.35934,73,0.89818,43,0.03917,54,0.40282,34,-0.3685,44,0.08056,23,-0.8719,33,-0.3866
ENSG00000116209,TMEM59,338,0.35895,382,0.55591,349,0.45537,183,-0.5963,287,0.12054,182,-0.6098,219,-0.3228,187,-0.6108
ENSG00000116221,MRPL37,73,0.63143,53,0.11158,29,-0.8779,24,-1.0854,58,0.33228,59,0.30408,40,-0.3313,54,0.17288
ENSG00000157216,SSBP3,87,-0.6482,143,0.11825,113,-0.2702,135,0.03619,151,0.26082,247,1.01529,95,-0.5148,101,-0.4541
ENSG00000243725,TTC4,18,-0.3519,26,0.22141,19,-0.3364,25,0.15979,27,0.33379,22,-0.0740,20,-0.2044,22,-0.0672
ENSG00000116133,DHCR24,38,-1.4333,51,-0.9839,60,-0.8209,63,-0.6795,134,0.62720,127,0.41119,206,1.22039,86,-0.2314
ENSG00000162402,USP24,42,-0.1066,42,-0.1076,35,-0.4551,49,0.10762,62,0.61896,35,-0.3905,52,0.21834,35,-0.4370
ENSG00000162407,PLPP3,56,-1.3903,59,-1.3273,364,1.91323,55,-1.4344,80,-1.0114,80,-0.8612,201,0.57054,136,-0.0614
ENSG00000162409,PRKAA2,35,0.60257,22,-0.1513,19,-0.3831,11,-1.1230,36,0.83021,18,-0.4353,20,-0.3049,18,-0.4675
ENSG00000162601,MYSM1,26,0.09411,23,-0.1134,28,0.24061,48,1.07586,21,-0.3216,28,0.19482,20,-0.3386,16,-0.6914
ENSG00000177606,JUN,95,1.32168,35,-0.2775,40,-0.1140,30,-0.5180,26,-0.8688,16,-1.4658,92,1.25874,42,-0.0224
ENSG00000172456,FGGY,14,-0.2748,14,-0.3142,16,-0.1288,7,-1.3965,16,-0.0984,18,0.10311,19,0.12139,27,0.79480
ENSG00000134709,HOOK1,10,-0.7903,18,0.02223,8,-1.1839,5,-1.8837,25,0.68396,43,1.47364,14,-0.3925,15,-0.2322
ENSG00000134716,CYP2J2,6,-1.5874,10,-0.9183,42,1.53190,8,-1.2963,11,-0.8716,12,-0.6675,36,1.03146,18,-0.0953
ENSG00000162599,NFIA,13,-3.1081,52,-1.1355,198,1.08808,96,-0.2144,59,-1.1058,78,-0.5358,250,1.35240,131,0.29774
ENSG00000162604,TM2D1,81,0.12030,105,0.52303,83,0.17640,43,-0.8536,79,0.09708,90,0.27454,54,-0.5208,64,-0.2874
ENSG00000132849,PATJ,50,0.98965,18,-0.5863,19,-0.6041,33,0.30708,27,-0.0284,10,-1.5381,22,-0.3162,37,0.56155
ENSG00000162607,USP1,18,-0.3948,18,-0.3796,36,0.79358,8,-1.5060,20,-0.2661,18,-0.3928,17,-0.4945,33,0.65247
